file_id,filename,doc_type,reason
SRC001,PPM_Fundsmith_Equity_Fund.pdf,PPM,page 1 says Confidential Private Placement Memorandum
SRC002,PPM_Worcester_Fund_LLC.pdf,PPM,page 1 says Confidential Private Placement Memorandum
SRC003,LPA_ILPA_Model_Whole_of_Fund.pdf,LPA,page 1 says Model Limited Partnership Agreement
SRC004,LPA_SCP_Private_Equity_Partners_II_Public_FOIA.pdf,LPA,page 1 says Limited Partnership Agreement
SRC005,Subscription_ILPA_Model_Subscription_Agreement.pdf,Subscription,page 1 says Subscription Agreement
SRC006,Subscription_Hedge_Fund_Template.pdf,Subscription,subscription instructions require signing Subscription Agreement and purchaser questionnaire
SRC007,Side_Letter_MEABF_Sample.pdf,Side_Letter,page 1 says TEMPLATE SIDELETTER
SRC008,Side_Letter_Fiducient_Private_Fund_Sample.pdf,Side_Letter,letter grants investor-specific terms alongside partnership documents
SRC011,PCAP_Invest_Europe_Individual_Capital_Account_Statement.pdf,PCAP,page 1 says Individual Capital Account Statement
SRC013,PPM_RockStep_Hometown_America_Fund_I.pdf,PPM,page 1 says Confidential Private Placement Memorandum
SRC014,PPM_Blackcommerce_LLC_SEC_EDGAR.pdf,PPM,page 1 says Private Placement Memorandum
SRC017,Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.pdf,Quarterly_Report,page 1 says PSERS Private Markets Fourth Quarter Report
SRC024,Capital_Call_Morgan_Lewis_Deskbook_Sample_Notice.pdf,Cash_Flow_Notice,Capital Calls deskbook specifies information for capital call notices
SRC026,Financials_KPMG_PE_Illustrative_2025.pdf,Financials,page 1 says Illustrative financial statements Private equity funds
SRC028,Fee_Report_PSERS_Aon_Base_Management_Fees_FY2017.pdf,Fee_Report,page 1 says PSERS Base Management Fees External Management
SRC029,Performance_PSERS_Direct_Alpha_Buyout_Funds_2017.pdf,Performance,page 1 Direct Alpha table uses PSERS actual cash flows
SRC034,Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf,Financials,page 1 says Combined Financial Statements
SRC035,Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf,Performance,page 1 Performance Analysis table reports TVPI and IRR
SRC036,Performance_Ohio_Capital_Fund_Annual_Report_2022.pdf,Performance,annual report contents include portfolio highlights and historical multiples
SRC037,Financials_Utah_Fund_of_Funds_LLC_FY2021.pdf,Financials,annual report includes Independent Auditors Report and financial statements
SRC038,Performance_MassVentures_Annual_Report_FY2015.pdf,Institutional_Report,page 1 says MassVentures Fiscal 2015 Annual Report
SRC039,Financials_Connecticut_Innovations_FY2021.pdf,Financials,page 1 says Independent Auditors Report Financial Statements
SRC040,Financials_TEDCO_Maryland_Annual_Report_FY2021.pdf,Financials,page 2 says Annual Report and Financial Statements
