file_id,filename,doc_type,reason
SRC001,PPM_Fundsmith_Equity_Fund.pdf,PPM,"page 1 ""Confidential Private Placement Memorandum"" Fundsmith"
SRC002,PPM_Worcester_Fund_LLC.pdf,PPM,"page 1 ""CONFIDENTIAL PRIVATE PLACEMENT MEMORANDUM"" Worcester Fund"
SRC003,LPA_ILPA_Model_Whole_of_Fund.pdf,LPA,ILPA Model Limited Partnership Agreement Whole-of-Fund Waterfall
SRC004,LPA_SCP_Private_Equity_Partners_II_Public_FOIA.pdf,LPA,"masthead ""LIMITED PARTNERSHIP AGREEMENT OF SCP PRIVATE EQUITY PARTNERS II"""
SRC005,Subscription_ILPA_Model_Subscription_Agreement.pdf,Subscription,"cover ""SUBSCRIPTION AGREEMENT"" relating to named fund"
SRC006,Subscription_Hedge_Fund_Template.pdf,Subscription,"""Instructions for Subscription Documents"" sign Subscription Agreement"
SRC007,Side_Letter_MEABF_Sample.pdf,Side_Letter,"""TEMPLATE SIDELETTER"" letter agreement with MEABF Investor"
SRC008,Side_Letter_Fiducient_Private_Fund_Sample.pdf,Side_Letter,November 2020 letter on subscription and limited partnership interest
SRC011,PCAP_Invest_Europe_Individual_Capital_Account_Statement.pdf,PCAP,"""Example 5"" Individual Capital Account Statement investor statement"
SRC013,PPM_RockStep_Hometown_America_Fund_I.pdf,PPM,"""CONFIDENTIAL PRIVATE PLACEMENT MEMORANDUM"" RockStep Hometown America Fund I"
SRC014,PPM_Blackcommerce_LLC_SEC_EDGAR.pdf,PPM,"page 1 ""PRIVATE PLACEMENT MEMORANDUM"" Blackcommerce LLC"
SRC017,Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.pdf,Quarterly_Report,"Hamilton Lane ""PSERS Private Markets Fourth Quarter Report"""
SRC024,Capital_Call_Morgan_Lewis_Deskbook_Sample_Notice.pdf,Cash_Flow_Notice,POOR FIT: deskbook with sample capital call notices
SRC026,Financials_KPMG_PE_Illustrative_2025.pdf,Financials,"""Illustrative financial statements Private equity funds December 2025"""
SRC028,Fee_Report_PSERS_Aon_Base_Management_Fees_FY2017.pdf,Fee_Report,"""PSERS Base Management Fees"" External Management FY2017"
SRC029,Performance_PSERS_Direct_Alpha_Buyout_Funds_2017.pdf,Performance,"""Direct Alpha"" named-fund cash flows versus public benchmark"
SRC034,Financials_Versa_Capital_Fund_II_LP_PSERS_FOIA.pdf,Financials,Versa Capital Fund II combined financial statements March 31 2018
SRC035,Performance_Oregon_Growth_Account_VC_Program_Q4_2021.pdf,Performance,"""Oregon Growth Account Private Equity Program Performance Analysis"" TVPI IRR"
SRC036,Performance_Ohio_Capital_Fund_Annual_Report_2022.pdf,Institutional_Report,"""2022 ANNUAL REPORT"" Ohio Capital Fund mission and portfolio"
SRC037,Financials_Utah_Fund_of_Funds_LLC_FY2021.pdf,Financials,"page 2 masthead ""FINANCIAL STATEMENTS"" Independent Auditors Report"
SRC038,Performance_MassVentures_Annual_Report_FY2015.pdf,Institutional_Report,"""MassVentures FISCAL 2015 ANNUAL REPORT"" OPMO statutory report"
SRC039,Financials_Connecticut_Innovations_FY2021.pdf,Financials,"""Independent Auditors' Report Financial Statements June 30, 2021"""
SRC040,Financials_TEDCO_Maryland_Annual_Report_FY2021.pdf,Institutional_Report,"""fiscal 2021 Annual Report of the Corporation's activities"""
SRC041,Schedule_Inv_FS_KKR_Capital_Corp_ARS_FY2025.pdf,Financials,"""Annual Report FSK 2025"" FS KKR Capital Corp"
SRC042,Schedule_Inv_Blackstone_Secured_Lending_Fund_ARS_FY2025.pdf,Financials,Form 10-K annual report Blackstone Secured Lending Fund
SRC043,Schedule_Inv_Blackstone_Private_Credit_Fund_ARS_FY2025.pdf,Financials,"""Annual Report"" Blackstone Private Credit Fund 2025"
SRC044,Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2025.pdf,Financials,Form 10-K annual report Sixth Street Specialty Lending
SRC045,Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2025.pdf,Financials,"""2025 ANNUAL REPORT"" MidCap Financial Investment Corporation"
SRC046,Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2025.pdf,Financials,Apollo Debt Solutions BDC Annual Report December 31 2025
SRC047,Schedule_Inv_BlackRock_TCP_Capital_Corp_ARS_FY2025.pdf,Financials,Form 10-K annual report BlackRock TCP Capital Corp
SRC048,Schedule_Inv_AB_Private_Credit_Investors_Corp_ARS_FY2025.pdf,Financials,Form 10-K annual report AB Private Credit Investors
SRC049,Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2025.pdf,Financials,Form 10-K annual report Franklin BSP Capital Corporation
SRC050,Schedule_Inv_Monroe_Capital_Corp_ARS_FY2023.pdf,Financials,Form 10-K annual report Monroe Capital Corporation
SRC051,NAV_Statement_SREIT_NAV_Supplement_May2025.pdf,NAV_Statement,supplement discloses May 31 2025 NAV per share by class
SRC052,NAV_Statement_BREIT_Prospectus_With_Supplements.pdf,NAV_Statement,supplement discloses June 30 2026 NAV per share by class
SRC053,Performance_SREIT_Stockholder_Update_Apr2026.pdf,Institutional_Report,"""Shareholder Update"" April 29 2026 strategic-review letter"
SRC054,Performance_SREIT_Fact_Sheet_Aug2025.pdf,Performance,"""Fact Sheet"" SREIT Performance Summary as of August 31 2025"
SRC055,Quarterly_Report_JLLIPT_10Q_3Q2025.pdf,Quarterly_Report,Form 10-Q quarterly period ended September 30 2025
SRC056,Performance_JLLIPT_Quarterly_Update_3Q23.pdf,Quarterly_Report,JLLIPT Q3 2023 quarterly update total asset value
SRC058,Quarterly_Report_Oregon_PERS_OPERF_Real_Estate_Q4_2024.pdf,Performance,OPERF Real Estate Portfolio as of Dec 31 2024 IRR multiples
SRC059,Performance_LACERS_Real_Estate_Portfolio_Q4_2021.pdf,Quarterly_Report,"""Real Estate Portfolio Performance Review FOURTH QUARTER 2021"""
SRC060,Performance_Oregon_PERS_Alternatives_Portfolio_Q3_2022.pdf,Performance,OPERF Alternatives Portfolio as of September 30 2022 IRR TWR
SRC061,Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.pdf,Institutional_Report,"""INVESTMENT REPORTING PACKAGE Period Ending April 30, 2026"" monthly"
SRC063,Performance_CalPERS_Real_Assets_Partnership_Report_Jun2023.pdf,Performance,CalPERS PERF Real Assets partnership report returns June 30 2023
SRC064,Performance_PSERS_Private_Markets_Combined_Portfolio_Report_Q3_2025.pdf,Performance,PSERS Private Markets Combined Portfolio Report NAV TVPI IRR
SRC065,Performance_MSBI_Private_Markets_Asset_Listing_Q4_2025.pdf,Performance,Private Markets List of Commitments with IRR investment multiple
SRC066,Performance_HVPE_Annual_Report.pdf,Financials,"""Annual Report and Accounts 2025"" HarbourVest Global Private Equity"
SRC067,Performance_Pantheon_International_Annual_Report.pdf,Financials,Pantheon International Plc Annual Report and Accounts 2023
SRC068,Performance_San_Jose_Federated_Private_Markets_Q2_2017.pdf,Institutional_Report,"Meketa ""Interim Report"" San Jose Federated private markets June 30 2017"
SRC069,Performance_Landmark_Real_Estate_Fund_IX_Secondaries.pdf,Performance,Landmark Real Estate Fund IX confidential materials Net IRR TVPI
SRC070,Performance_WSIB_Private_Equity_Portfolio_Overview.pdf,Performance,WSIB Private Equity Portfolio Overview by strategy IRRs
SRC071,Performance_CalPERS_PERF_Partnership_Report.pdf,Performance,CalPERS PERF partnership report total returns by portfolio
SRC074,Valuation_IPEV_Guidelines_December_2022.pdf,Valuation,"""International Private Equity and Venture Capital Valuation Guidelines"""
SRC086,Financials_CohnReznick_Hedge_Fund_Illustrative_2025.pdf,Financials,"""Hedge Fund 2025 Illustrative Financial Statements"""
SRC087,Financials_CohnReznick_Private_Equity_Illustrative_2025.pdf,Financials,"""Private Equity Fund 2025 Illustrative Financial Statements"""
SRC088,Financials_PwC_Investment_Fund_Illustrative_2025.pdf,Financials,"""Illustrative IFRS financial statements 2025 Investment funds"""
SRC089,Financials_Withum_Venture_Capital_Fund_Illustrative.pdf,Financials,"""Venture Capital Fund ProForma Financial Statements"""
SRC090,Financials_EY_Good_Investment_Fund_Illustrative_2018.pdf,Financials,"""Good Investment Fund Limited Illustrative financial statements"""
SRC091,Financials_KPMG_Private_Equity_Illustrative_2022.pdf,Financials,"""Illustrative financial statements Private equity funds January 2023"""
SRC092,Financials_KPMG_Alternative_Investment_Fund_Illustrative_2015.pdf,Financials,"""Alternative Investment Fund Illustrative Financial Statements"""
SRC099,Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA.pdf,Quarterly_Report,"""PSERS Real Estate Second Quarter 2017"" commitments and performance"
SRC100,Performance_USS_Investment_Builder_Quarterly_Report.pdf,Quarterly_Report,"""QUARTERLY INVESTMENT REPORT Q1 2026"" USS Investment Builder"
SRC101,PCAP_Heritage_Fund_I_LP_PSERS_FOIA.pdf,Quarterly_Report,"""QuarterlyReport Period Ending June 30, 2009"" Heritage Partners"
SRC102,PCAP_Jefferson_Partners_Fund_IV_PSERS_FOIA.pdf,Financials,"""Financial Statements"" Jefferson Partners Fund IV unaudited liquidated"
SRC103,DDQ_AIMA_CTA_Chesapeake_Capital.pdf,DDQ,AIMA illustrative questionnaire for due diligence of CTAs
SRC105,Financials_Tetragon_Financial_Group_Annual2025.pdf,Financials,Tetragon 2025 Annual Report with consolidated financial statements
SRC106,Financials_Tetragon_Financial_Group_Annual2022.pdf,Financials,2022 Annual Report Tetragon Financial Group
SRC107,DDQ_AIMA_Bear_Stearns_HGSCS_FCIC.pdf,DDQ,AIMA illustrative DDQ completed for Bear Stearns HGSCS fund
