file_id,filename,doc_type,reason
SRC431,Financials_KPMG_Cayman_Private_Equity_Illustrative_FY2022.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC432,Financials_KPMG_IFRS_Investment_Funds_Illustrative_Disclosures_FY2025.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC433,Financials_KPMG_IFRS_Investment_Funds_Illustrative_Disclosures_FY2022.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC434,Financials_KPMG_Luxembourg_RAIF_Illustrative_Annual_Report_2021.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC435,Financials_PwC_Cayman_IFRS_Investment_Funds_Illustrative_2024.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC436,Financials_PwC_Cayman_IFRS_Investment_Funds_Illustrative_2023.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC437,Financials_PwC_Cayman_IFRS_Investment_Funds_Illustrative_2022.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC438,Financials_PwC_Cayman_IFRS_Investment_Funds_Illustrative_2021.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC439,Financials_PwC_Luxembourg_GAAP_Investment_Funds_Illustrative_Annual_Report.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC440,Financials_PwC_Investment_Property_IFRS_Illustrative_Consolidated_2024.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC441,Financials_Deloitte_Luxembourg_GAAP_Illustrative_Annual_Accounts_Nov2020.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC442,Financials_BDO_IFRS_Illustrative_A_Layout_FY2025.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC443,Financials_GrantThornton_IFRS_Example_Consolidated_FY2024.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC444,Financials_RicheyMay_Hedge_Fund_Template_2019.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC445,Financials_RicheyMay_Hedge_Fund_Template_2020.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC446,Financials_RicheyMay_Hedge_Fund_Template_2025.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC447,Financials_RicheyMay_Private_Equity_Template_2016.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC448,Financials_RicheyMay_Private_Equity_Template_2020.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC449,Financials_RicheyMay_PE_And_VC_Template_2025.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC450,Financials_RicheyMay_SPV_Template_2025.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC451,Financials_RicheyMay_Digital_Asset_Fund_Template_2025.pdf,Financials,printed title and contents identify financial statements or annual accounts
SRC452,Performance_Dallas_Police_Fire_Meketa_Private_Markets_Q4_2023.pdf,Quarterly_Report,printed title or agenda identifies a named-quarter investment review
SRC453,Performance_Austin_Firefighters_Meketa_Report_2Q2025.pdf,Quarterly_Report,printed title or agenda identifies a named-quarter investment review
