"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_A3246A1F9D434BA0C19BF73C","ACCEPT_B","context field printed on the page: the section heading Serving the University governs this figure and B populates source_section; source_table takes the printed figure title Investor Composition, the GRAPH 1 prefix being the figure number and not part of the title. Value 51% agreed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_60E26FB3776477F6FB8F2647","ACCEPT_B","same source_section and source_table ruling as the other Investor Composition slices. Value 13% agreed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_87E32C744A3CCE3AA3112CC9","ACCEPT_B","same source_section and source_table ruling as the other Investor Composition slices. Value 14% agreed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_CC73253379BE9F31F59CF81A","ACCEPT_B","same source_section and source_table ruling as the other Investor Composition slices. Value 23% agreed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_13F3F45AA52A11B1D5FB5DC3","ACCEPT_B","printed on page 1: the Short Term Pool donut prints a single 100% slice labelled University-Associated Organizations. B carries the correct section and figure title and cites the printed 100% directly; A cites a jumbled two-column TXT line.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_B57A66E40931B9DDE3BFA57F","REJECT","duplicate of the same printed cell already published from Extractor B occurrence 2 of University-Associated Organizations under Investor Composition. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A08628CE2084FB4937DD8B2B","ACCEPT_B","metric_name from printed wording: page 1 states UVIMCO assets under management were $15.5 billion in the Long Term Pool, so assets under management is printed and Market Value is not. Section and figure title as ruled for this document.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_9DF94200072EDE7A70D7FC6A","ACCEPT_B","same printed-wording ruling as the Long Term Pool donut centre; B quote is the clean printed amount while A quote carries two-column bleed from the TXT.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_5694DE1B05B9E9F812CF5EF1","ACCEPT_A","printed and eligible: the sentence states $7.9 billion represents the Rector and Visitors endowment, the same bucket the Investor Composition donut prints at 51%. A files it as allocation_observation market_value for that bucket, which is the family its percentage counterpart already uses.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8C2640499E19702D1F45A378","ACCEPT_A","printed and eligible: $2.0 billion of other University long-term assets, the bucket the donut prints at 13%. Same family ruling as the other three component amounts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_AF57DE5D1375056B5D7911F3","ACCEPT_A","printed and eligible: $2.1 billion Strategic Investment Fund, the bucket the donut prints at 14%. Same family ruling as the other three component amounts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_1C3DEDFAC50D2D5151CFF4CA","ACCEPT_A","printed and eligible: $3.5 billion held by University-associated organizations, the bucket the donut prints at 23%. Same family ruling as the other three component amounts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_07158E0AC8885FA35E5919EC","ACCEPT_B","printed and eligible: the narrative states the Long Term Pool AUM figure in its own sentence, a printed cell distinct from the donut centre. A missed the narrative block entirely.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_882F2F1F182045A16DD0730C","ACCEPT_B","printed and eligible: the narrative states the Short Term Pool AUM figure in its own sentence, distinct from the donut centre. A missed the narrative block.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8A29EEA57B28BAC407276E24","REJECT","duplicate of the same printed cell published from Extractor A row University of Virginia Endowment Market Value. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_50BC9EBB95658930E61072FA","REJECT","duplicate of the same printed cell published from Extractor A row University Strategic Investment Fund Market Value. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_141CCAB57652E641D7F2FEE7","REJECT","duplicate of the same printed cell published from Extractor A row University Other Long-Term Assets Market Value. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_90A03864C018CC599AC13D5C","REJECT","duplicate of the same printed cell published from Extractor A row University-Associated Organizations Market Value. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_DB785F0D9DF6713563CFB187","ACCEPT_B","printed and eligible: the sentence Since 2022 UVIMCO assets under management have grown from $13.6 billion is a printed narrative cell distinct from the Graph 2 bar. A missed the narrative block.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_9426CACB4A36C585D52742C3","ACCEPT_B","printed and eligible: the closing figure of the same printed sentence, distinct from the Graph 2 bar. A missed the narrative block.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_DEE1BA868B5A687AF15D2584","MERGE","grid x-coordinate 111 and the page image confirm the bar labels. Neither lane is complete: B carries the printed section heading and figure title, A carries the printed scale label In billions and the correct category. Market Value here is the plan's stated total assets under management, which the same page says in words (assets under management have grown from $13.6 billion to $15.5 billion (Graph 2)), so aum and not fair_value.","2026-08-22.2","SRC375","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","1","FIGURE","Serving the University","Long Term Pool Market Value","Long Term Pool","2022","1","portfolio","Long Term Pool","","","","","","","","","","June 30, 2022","","billions","aum","Market Value","$13.6","","","","","","$13.6 $13.6","actual","","",""
