record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
notice,event_type,Capital Call Notice,Type of cash-flow event,SRC460,4,4,4,100.0,4,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
notice,fund_name,"ABC Fund, LP",Fund or vehicle issuing the notice,SRC460,4,4,3,75.0,3,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
notice,investor_lp,To,Investor or recipient named on the notice,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
notice,notice_date,Date,Date the notice was issued,SRC460,4,4,4,100.0,4,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
notice,due_date,Due Date,Date by which a call must be funded,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
notice,event_total_amount_raw,Total Capital Call; Net Capital Call Due,Total amount due or distributed for the event,SRC460,4,4,3,75.0,3,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
cash_flow_component,component_type,Capital Call For Investment(s); Interest; Expenses,Printed component or purpose label,SRC460,4,4,3,75.0,26,8.67,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
cash_flow_component,amount_raw,Amount,Printed amount for the component,SRC460,4,4,3,75.0,26,8.67,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
cash_flow_component,percentage_raw,%,Printed percentage when supplied for the component,SRC460,4,4,3,75.0,10,3.33,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
cash_flow_component,commitment_impact_flag,Expenses (Not a Part of Commitment),Whether printed text says the component affects commitment,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
cash_flow_component,description_raw,purpose(s) ... investment ... sector ... country,Printed narrative detail supporting a cash-flow component,SRC024,4,4,3,75.0,3,1.00,high,cash-flow operations / reconciliation,CORE,,SRC024,5-6,Backfilled against SRC460 and SRC053: absent.
cash_flow_component,recipient,to CalPERS; to GP; LP share; GP share,Printed recipient of a cash-flow component,SRC473,4,4,2,50.0,12,6.00,high,cash-flow reconciliation / distribution analysis,CORE,,SRC473,7-9,Useful for distribution component tables
cash_flow_component,basis_raw,on Gain of $80; Management Fee Recapture,Printed basis or explanatory qualifier for a component amount,SRC473,4,4,2,50.0,12,6.00,high,cash-flow reconciliation / distribution analysis,CORE,,SRC473,7-9,Supports structured distribution breakdown
capital_account,commitment_amount_raw,Commited Capital,Investor commitment stated on the notice,SRC460,4,4,3,75.0,3,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
capital_account,prior_funded_amount_raw,Prior Funded Capital,Funded capital before the current notice,SRC460,4,4,1,25.0,1,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
capital_account,prior_unfunded_amount_raw,Prior Unfunded Capital,Unfunded capital before the current notice,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
capital_account,current_call_affecting_commitment_raw,Current Calls Impacting Commitment,Current call amount reducing unfunded commitment,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
capital_account,post_event_funded_amount_raw,Funded Capital (Post-call),Funded capital after the current event,SRC460,4,4,1,25.0,1,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
capital_account,post_event_unfunded_amount_raw,Unfunded Capital (Post-call),Unfunded commitment after the current event,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,CORE,,SRC460,1,
capital_account,reinvested_amount_raw,amounts ... reinvested,Amount of otherwise-distributable proceeds reinvested,SRC024,4,4,1,25.0,1,1.00,high,cash-flow operations / reconciliation,CORE,,SRC024,6,Backfilled against SRC460 and SRC053: absent.
capital_account,recallable_distribution_amount_raw,amounts ... distributed ... subject to recall,Previously distributed amount subject to recall,SRC024,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,CORE,,SRC024,6,Backfilled against SRC460 and SRC053: absent.
capital_account,clawback_exposure_amount_raw,total amount of distributions ... LP Clawback,Amount potentially subject to LP recontribution/clawback,SRC024,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,CORE,,SRC024,6,Backfilled against SRC460 and SRC053: absent.
payment_instruction,payee_name,Wire Payable To,Named wire beneficiary,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,EXTENSION,,SRC460,1,
payment_instruction,bank_name,Bank Name,Receiving bank name,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,EXTENSION,,SRC460,1,
payment_instruction,routing_code,ABA,Printed routing or transfer code,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,EXTENSION,,SRC460,1,
payment_instruction,account_number,Account Number,Receiving account identifier,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,EXTENSION,,SRC460,1,
payment_instruction,payment_reference,Reference,Reference/memo text required on payment,SRC460,4,4,2,50.0,2,1.00,high,cash-flow operations / reconciliation,EXTENSION,,SRC460,1,
capital_account,funded_percentage,Funded Capital (Post-call) %,Printed funded percentage,SRC460,4,4,1,25.0,1,1.00,high,cash-flow operations / reconciliation,DROP,capital_account.post_event_funded_amount_raw,SRC460,1,
capital_account,unfunded_percentage,Unfunded Capital (Post-call) %,Printed unfunded percentage,SRC460,4,4,1,25.0,1,1.00,high,cash-flow operations / reconciliation,DROP,capital_account.post_event_unfunded_amount_raw,SRC460,1,
notice,recipient_email,Email,Recipient email printed on notice,SRC460,4,4,1,25.0,1,1.00,high,cash-flow operations / reconciliation,DROP,,SRC460,1,
notice,contact_person,questions...call PQR,Operational contact for notice questions,SRC460,4,4,2,50.0,2.0,1.00,high,cash-flow operations / reconciliation,DROP,,SRC460,1,
policy_change,annualized_distribution_rate,annualized distribution rate,Annualized shareholder distribution rate stated in the update,SRC053,4,4,1,25.0,1,1.00,high,liquidity policy context,DROP,,SRC053,4,outlier liquidity/performance update
policy_change,redemption_status,temporarily suspending redemptions,Current redemption/repurchase status,SRC053,4,4,1,25.0,1,1.00,high,liquidity policy context,DROP,,SRC053,4,outlier liquidity/performance update
policy_change,automatic_redemption_threshold,"balances below $5,000",Account balance threshold for automatic redemption,SRC053,4,4,1,25.0,1,1.00,high,liquidity policy context,DROP,,SRC053,4,outlier liquidity/performance update
