"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_64B283114A09CC0E1F25BC1F","ACCEPT_A","printed and eligible, and neither lane is complete on this page. source_section takes the printed block heading Letter from the President & CEO. The consolidated portfolio total and the endowment values are the reporting entity's stated totals, so performance_observation aum with subject_type portfolio, the endowment being the owner's aggregate rather than a reporting entity. A holds the 79% share of the portfolio that B missed; B holds the three stated rates of return that A missed. B's duplicate rows for the two endowment values are rejected separately, one printed cell being one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_50961D4F2DAAEC4972ED7507","MERGE","neither is complete. The row describes the whole document, so it sits under no section: source_section is blank and the document's printed title carries source_table, where A put the title in source_section and B filed the row under the letter's heading. subject_type is document, so subject_name is that printed title.","2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","document_context","2","DOCUMENT","","USC Foundations Annual Endowment Report","DOCUMENT","","1","document","USC Foundations Annual Endowment Report","","","","University of South Carolina Foundations","University of South Carolina","Consolidated Investment Portfolio","","","","June 30, 2025","","","","","","","","","","","USC Foundations Annual Endowment Report","actual","","",""
"PAIR_CDEE12B88C044B47AD5B915C","ACCEPT_A","printed and eligible, and neither lane is complete on this page. source_section takes the printed block heading Letter from the President & CEO. The consolidated portfolio total and the endowment values are the reporting entity's stated totals, so performance_observation aum with subject_type portfolio, the endowment being the owner's aggregate rather than a reporting entity. A holds the 79% share of the portfolio that B missed; B holds the three stated rates of return that A missed. B's duplicate rows for the two endowment values are rejected separately, one printed cell being one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E5D751E0BA2E70B0F117D731","REJECT","duplicate of the same printed cell already published from Extractor A's Total Endowment row for that date. One printed cell is one row; A's row carries the fuller printed label.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_118DCFF7E64AC55E58A186CE","REJECT","duplicate of the same printed cell already published from Extractor A's Total Endowment row for that date. One printed cell is one row; A's row carries the fuller printed label.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_418F47077C3EB8F7825CFC90","ACCEPT_B","printed and eligible: the letter states the one, five and ten year rates of return in its own sentences and A extracted no return from this page. B's section, table, subject and horizon are all printed wording. These figures also appear as bars on page 4, but a printed cell in the letter is its own cell.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_37FDB7B2C21E6945E57B6956","ACCEPT_B","printed and eligible: the letter states the one, five and ten year rates of return in its own sentences and A extracted no return from this page. B's section, table, subject and horizon are all printed wording. These figures also appear as bars on page 4, but a printed cell in the letter is its own cell.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F48454A322AEB9E627092838","ACCEPT_B","printed and eligible: the letter states the one, five and ten year rates of return in its own sentences and A extracted no return from this page. B's section, table, subject and horizon are all printed wording. These figures also appear as bars on page 4, but a printed cell in the letter is its own cell.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A17D78C9612EB77AC938A492","MERGE","printed and eligible, and neither lane is complete on this page. source_section takes the printed block heading Letter from the President & CEO. The consolidated portfolio total and the endowment values are the reporting entity's stated totals, so performance_observation aum with subject_type portfolio, the endowment being the owner's aggregate rather than a reporting entity. A holds the 79% share of the portfolio that B missed; B holds the three stated rates of return that A missed. B's duplicate rows for the two endowment values are rejected separately, one printed cell being one row.","2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","NARRATIVE","Letter from the President & CEO","Letter from the President & CEO","Total Endowment","June 30, 2024","1","portfolio","Total Endowment","","","","","","","","","","June 30, 2024","","billion","aum","Endowment Value","$1.044","","","","","","$1.044 billion as of June 30, 2024 to $1.145 billion as of June","actual","","",""
"PAIR_4236619C8C45827DA8A0C12E","MERGE","printed and eligible, and neither lane is complete on this page. source_section takes the printed block heading Letter from the President & CEO. The consolidated portfolio total and the endowment values are the reporting entity's stated totals, so performance_observation aum with subject_type portfolio, the endowment being the owner's aggregate rather than a reporting entity. A holds the 79% share of the portfolio that B missed; B holds the three stated rates of return that A missed. B's duplicate rows for the two endowment values are rejected separately, one printed cell being one row.","2026-08-22.2","SRC389","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","2","NARRATIVE","Letter from the President & CEO","Letter from the President & CEO","Total Endowment","June 30, 2025","1","portfolio","Total Endowment","","","","","","","","","","June 30, 2025","","billion","aum","Endowment Value","$1.145","","","","","","$1.044 billion as of June 30, 2024 to $1.145 billion as of June","actual","","",""
