"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_EEE70CB5B30CB800EA7C5B13","B_ONLY","YES","12","stewardship_policy","Key activities in 2024/25","new thematic approach to USS’s RI strategy","","1","","stewardship_policy","","4",""
"PAIR_F7821BD0C29600528C7D8DBA","B_ONLY","YES","12","stewardship_policy","Key activities in 2024/25","Responsible Investment (RI) Beliefs and Ambition Statement","","1","","stewardship_policy","","5",""
"PAIR_25E328EDC40B309B4B1EBCFC","A_ONLY","YES","15","document_context","","DOCUMENT","","1","","","1","",""
"PAIR_5B2CD43BACD6104B1848BA77","A_ONLY","YES","15","stewardship_policy","Remuneration Committee report","The principles that underpin our approach to remuneration are as follows","","1","","stewardship_policy","2","",""
"PAIR_BFE0CC28F4634466C6CCAA86","A_ONLY","YES","15","stewardship_policy","Remuneration Committee report","The principles that underpin our approach to remuneration are as follows","","2","","stewardship_policy","3","",""
"PAIR_DC98A885CC4D929E42164517","A_ONLY","YES","15","stewardship_policy","Remuneration Committee report","The principles that underpin our approach to remuneration are as follows","","3","","stewardship_policy","4","",""
"PAIR_023E2D73CC2F329E67E68556","A_ONLY","YES","15","stewardship_policy","Remuneration Committee report","The principles that underpin our approach to remuneration are as follows","","4","","stewardship_policy","5","",""
"PAIR_A573ED262AEEC5CA394D8CD1","A_ONLY","YES","15","stewardship_policy","Remuneration Committee report","The principles that underpin our approach to remuneration are as follows","","5","","stewardship_policy","6","",""
"PAIR_BC949A80F047E8560AD59293","A_ONLY","YES","15","stewardship_policy","Remuneration Committee report","The principles that underpin our approach to remuneration are as follows","","6","","stewardship_policy","7","",""
"PAIR_37E1730F53ABF17B35612B3E","B_ONLY","YES","7","document_context","DOCUMENT","DOCUMENT","","1","","","","1",""
"PAIR_8979561A26E0755AEC674014","B_ONLY","YES","7","stewardship_observation","Corporate governance statement","Regional meetings between the USS executive and groups of Vice Chancellors and other senior leaders from 34 USS employers","","1","engagement_count","","","2",""
"PAIR_D6FF38C6CDA3B7B13DA53B79","B_ONLY","YES","7","stewardship_observation","Corporate governance statement","USS Trustee Board and the USS executive held Q&A sessions with around 450 members","","1","engagement_count","","","3",""
