"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"","ADD","Document ruling on prose provisions, settled once and applied to every page. IN: a lead-in that expressly introduces the trustee's own principles, requirements or standards, followed by separately set out items each stating a rule of conduct or a test that the trustee, its directors or its proposals must satisfy. OUT, on every page: the bold text of the six Wates Principles, which is an external framework's own principle text the trustee has adopted rather than a statement of its own; a named policy or framework mentioned inside a running narrative sentence; a narration of what a committee did, reviewed or approved during the year; outcomes the scheme aims for, such as the three bulleted strategic priorities on page 3; statements of how the board is composed; and a committee's remit under its printed Role heading, which allocates responsibility inside the governance structure instead of stating a rule that must be followed. Page-005.png prints 'As part of their appointment to the Trustee Board, each trustee director is required to:' above two bullets, which is an express obligation on each director; neither lane extracted them and both called page 5 NO_ELIGIBLE_DATA. Bullet 1 of 2, read off page-005.png.","2026-08-22.2","SRC329","4f064e09a6d0e0b61d9ca94b0bb018d87e3d3c2a9b212c31463dd4f4b33d7150","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","ADJUDICATED","stewardship_policy","5","NARRATIVE","Corporate governance statement","","As part of their appointment to the Trustee Board, each trustee director is required to","","1","other_printed_scope","USS trustee directors","","","","","","","","","","","","","","","","","stewardship_policy","Complete TPR’s Trustee Toolkit to ensure that they have a good base level of understanding of the accountabilities and responsibilities that apply to pension trustees","","","Complete TPR’s Trustee Toolkit to ensure that they","actual","","ADJUDICATOR","ADDED"
"","ADD","Same document ruling as the preceding row. Bullet 2 of 2 under 'each trustee director is required to:' on page-005.png, an operative obligation neither lane extracted.","2026-08-22.2","SRC329","4f064e09a6d0e0b61d9ca94b0bb018d87e3d3c2a9b212c31463dd4f4b33d7150","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","ADJUDICATED","stewardship_policy","5","NARRATIVE","Corporate governance statement","","As part of their appointment to the Trustee Board, each trustee director is required to","","2","other_printed_scope","USS trustee directors","","","","","","","","","","","","","","","","","stewardship_policy","Undergo a thorough induction programme","","","Undergo a thorough induction programme","actual","","ADJUDICATOR","ADDED"
"PAIR_37E1730F53ABF17B35612B3E","MERGE","The two lanes filed the single document_context row on different pages (A page 15, B page 7). The adjudicator rule sets it to page 1, but page 1 is a bare cover carrying no observation and csv_workflow.py rejects any page whose only record family is document_context, so page 1 is impossible on this file; it is filed on page 7, the earliest page in the document that carries an observation, and A's page-15 row is rejected so exactly one context row survives. Merged: A's full printed cover title as subject_name and A's printed reporting period, B's page and printed running title as text_raw; investor_name corrected off the TXT header-block form 'Ltd' to the printed 'Universities Superannuation Scheme Limited'.","2026-08-22.2","SRC329","4f064e09a6d0e0b61d9ca94b0bb018d87e3d3c2a9b212c31463dd4f4b33d7150","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","ADJUDICATED","document_context","7","DOCUMENT","Corporate governance statement","","DOCUMENT","","1","document","Universities Superannuation Scheme Governance Supplement 2025","","","","","Universities Superannuation Scheme Limited","","","1 April 2024","31 March 2025","31 March 2025","","","","","","","","USS Governance Supplement 2025","","","USS Governance Supplement 2025","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_8979561A26E0755AEC674014","ACCEPT_B","One-sided row checked against page-007.png, not taken on B's word: the first bullet prints 'Regional meetings between the USS executive and groups of Vice Chancellors and other senior leaders from 34 USS employers', so the count is printed and eligible. engagement_count is the only allowed stewardship category for a stakeholder-engagement count, and A's page-7 NO_ELIGIBLE_DATA is wrong. B's cell, unit and quote are correct as written.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_D6FF38C6CDA3B7B13DA53B79","MERGE","Confirmed on page-007.png: 'members of the USS Trustee Board and the USS executive held Q&A sessions with around 450 members'. B read the cell correctly but wrote 'around 450' into the value column; metric_value_raw carries the printed number, and the approximation is preserved in metric_name and in the evidence quote, which is where wording belongs. Every other field is B's.","2026-08-22.2","SRC329","4f064e09a6d0e0b61d9ca94b0bb018d87e3d3c2a9b212c31463dd4f4b33d7150","Stewardship_Proxy_Report","07-institutional-mission","SECONDARY","ADJUDICATED","stewardship_observation","7","NARRATIVE","Corporate governance statement","Corporate governance statement","USS Trustee Board and the USS executive held Q&A sessions with around 450 members","","1","other_printed_scope","members","","","","","","","","","","","","","engagement_count","Q&A sessions with around 450 members","450","members","","","","","sessions with around 450 members","actual","stakeholder engagement activity","A+B+ADJUDICATOR","RESOLVED"
"PAIR_EEE70CB5B30CB800EA7C5B13","REJECT","Rejected under the document ruling on prose provisions recorded on the page-5 additions. Page-012.png prints this inside a running narrative sentence in the Investment Committee report's Key activities in 2024/25 section: 'The committee recommended to the Trustee Board the approval of updates to USS's Responsible Investment (RI) Beliefs and Ambition Statement, as well as the approval of a new thematic approach to USS's RI strategy'. That is a narration of what the committee did during the year and a naming of a policy document, not a separately headed operative policy statement, so it fails both limbs of the stewardship_policy grain. A's page-12 NO_ELIGIBLE_DATA stands.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F7821BD0C29600528C7D8DBA","REJECT","Same ruling and the same printed sentence as the preceding row: a named policy document referred to inside a narrative report of a committee approval is not a separately headed operative policy statement.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_25E328EDC40B309B4B1EBCFC","REJECT","The single document_context row is merged onto page 7 under PAIR_37E1730F53ABF17B35612B3E. The family allows exactly one row per document, so A's duplicate on page 15 is rejected; A's subject_name and reporting period survive in that merged row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_5B2CD43BACD6104B1848BA77","ACCEPT_A","Confirmed on page-015.png: the second column prints 'The principles that underpin our approach to remuneration are as follows:' above six bullets. Under the document ruling that is a lead-in expressly introducing the trustee's own remuneration principles, so each bullet is one separately set out operative policy statement. Bullet 1 of 6; A's text_raw matches the printed bullet and B's page-15 NO_ELIGIBLE_DATA is wrong.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_BFE0CC28F4634466C6CCAA86","ACCEPT_A","Same ruling and same printed list on page-015.png. Bullet 2 of 6; A's text_raw matches the printed bullet.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
