"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_410A3DA06FA3E9143DE2385D","MERGE","Both lanes transcribed footnote * identically. A printed note measures nothing, so it carries no subject and no as-of date (the convention the pilot set); condition_raw names the printed row the marker sits on, and the quote keeps the printed marker.","2026-09-01.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","definition_context","1","FOOTNOTE","INVESTMENT PERFORMANCE","INVESTMENT PERFORMANCE","*","","1","","","","","","","","","","","","","","","","","","","","Based on Cambridge Associates' survey of about 167 college and university endowments.","","Median College and University Endowment","* Based on Cambridge Associates' survey of about 167 college and university endowments.","actual","","","","*","","","",""
"PAIR_9CC7821CB211E2ABEA169921","MERGE","Both lanes read the Annualized banner over the 5, 10, and 20 YEARS columns. A note carries no as-of date; condition_raw lists the printed column labels it governs, pipe-joined.","2026-09-01.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","definition_context","1","TABLE","INVESTMENT PERFORMANCE","INVESTMENT PERFORMANCE","Annualized","Annualized","1","","","","","","","","","","","","","","","","","","","","Annualized","","5 YEARS | 10 YEARS | 20 YEARS","Annualized","actual","","","","HEADING:Annualized","","","",""
"PAIR_36B9079BB4C5530AA5557265","MERGE","B_ONLY confirmed against page-001.png. The page states the value in prose: 'At June 30, 2024, the distribution per share was $0.20', and the chart callout repeats $0.20 against the Distributions per Share axis. An explicitly stated distribution is a cash_flow_observation with category distribution, so B is right and A missed it. Post-extraction identity review: the document defines the University Endowment Fund as the university's unitized investment pool, so the accepted fact is scoped to a portfolio rather than a separately managed alternatives fund.; post-extraction identity review corrected subject_type, notes against the printed source grain","2026-08-22.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","cash_flow_observation","1","FIGURE","QUARTERLY SHARE VALUE AND DISTRIBUTIONS","QUARTERLY SHARE VALUE AND DISTRIBUTIONS","Distributions per Share","FY 2024","1","portfolio","University Endowment Fund","","","","","","","","","","June 30, 2024","","","distribution","Distributions per Share","$0.20","","","","","","At June 30, 2024, the distribution per share was $0.20.","actual","Post-extraction identity review classified the printed label at its source grain; the literal label remains in source_row_label and evidence_quote.","","","","","","",""
"PAIR_36677726BCFEB2B5A186CC2D","MERGE","MERGE: A and B each hold part of the row. source_table left blank (B) because the row's structure is DOCUMENT and it is not read out of a table. subject_name 'University Endowment Fund Profile' (B) is the title printed on page 1; A's 'University Endowment Fund University Long Term Portfolio' is a concatenation the page never prints as one string. evidence_quote widened across the two printed title lines so it proves the as-of date the row carries: B's quote proved the title only and A's proved the date only.","2026-08-22.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","document_context","1","DOCUMENT","INVESTMENT PERFORMANCE","","DOCUMENT","","1","document","University Endowment Fund Profile","","","","","University of Michigan","University Long Term Portfolio","","","","June 30, 2024","","","","","","","","","","","UNIVERSITY ENDOWMENT FUND PROFILE JUNE 30, 2024","actual","","","","","","","",""
"PAIR_5208190B3F0C86D9CD7E90B6","MERGE","The table's rows are entities and its columns are periods, so metric_name is the measure the table itself names, in its printed wording. A's 'Return' is a paraphrase the page never prints and is the exact form the extractor prompt bans; B took the right source but re-cased it. The page prints 'INVESTMENT PERFORMANCE', which is also what both lanes wrote into source_section and source_table on this row, so the merged record uses the printed casing and the same string no longer reads two ways within one row. subject_type: 'Median College and University Endowment' is a peer-universe median, and the page's own footnote calls it Cambridge Associates' survey of about 167 college and university endowments, so peer_group (B) and not benchmark (A). Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","INVESTMENT PERFORMANCE","INVESTMENT PERFORMANCE","Median College and University Endowment","1 YEAR","1","peer_group","Median College and University Endowment","","","","","","","","","","June 30, 2024","1 YEAR","","return","INVESTMENT PERFORMANCE","10.1%","%","","","","","Median College and University Endowment* 10.1% 9.0% 7.2% 7.3%","actual","","","","*|HEADING:Net of Fees and Expenses","unstated","net","",""
"PAIR_9A30E2A2345973AB08A7B9DD","MERGE","The table's rows are entities and its columns are periods, so metric_name is the measure the table itself names, in its printed wording. A's 'Return' is a paraphrase the page never prints and is the exact form the extractor prompt bans; B took the right source but re-cased it. The page prints 'INVESTMENT PERFORMANCE', which is also what both lanes wrote into source_section and source_table on this row, so the merged record uses the printed casing and the same string no longer reads two ways within one row. subject_type: 'Median College and University Endowment' is a peer-universe median, and the page's own footnote calls it Cambridge Associates' survey of about 167 college and university endowments, so peer_group (B) and not benchmark (A). Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","INVESTMENT PERFORMANCE","INVESTMENT PERFORMANCE","Median College and University Endowment","10 YEARS","1","peer_group","Median College and University Endowment","","","","","","","","","","June 30, 2024","10 YEARS","","return","INVESTMENT PERFORMANCE","7.2%","%","","","","","Median College and University Endowment* 10.1% 9.0% 7.2% 7.3%","actual","","","","*|HEADING:Net of Fees and Expenses|HEADING:Annualized","annualized","net","",""
"PAIR_FD7F9EBB53FBD977A364DA87","MERGE","The table's rows are entities and its columns are periods, so metric_name is the measure the table itself names, in its printed wording. A's 'Return' is a paraphrase the page never prints and is the exact form the extractor prompt bans; B took the right source but re-cased it. The page prints 'INVESTMENT PERFORMANCE', which is also what both lanes wrote into source_section and source_table on this row, so the merged record uses the printed casing and the same string no longer reads two ways within one row. subject_type: 'Median College and University Endowment' is a peer-universe median, and the page's own footnote calls it Cambridge Associates' survey of about 167 college and university endowments, so peer_group (B) and not benchmark (A). Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","INVESTMENT PERFORMANCE","INVESTMENT PERFORMANCE","Median College and University Endowment","20 YEARS","1","peer_group","Median College and University Endowment","","","","","","","","","","June 30, 2024","20 YEARS","","return","INVESTMENT PERFORMANCE","7.3%","%","","","","","Median College and University Endowment* 10.1% 9.0% 7.2% 7.3%","actual","","","","*|HEADING:Net of Fees and Expenses|HEADING:Annualized","annualized","net","",""
"PAIR_B5961733C59A995F555A9050","MERGE","The table's rows are entities and its columns are periods, so metric_name is the measure the table itself names, in its printed wording. A's 'Return' is a paraphrase the page never prints and is the exact form the extractor prompt bans; B took the right source but re-cased it. The page prints 'INVESTMENT PERFORMANCE', which is also what both lanes wrote into source_section and source_table on this row, so the merged record uses the printed casing and the same string no longer reads two ways within one row. subject_type: 'Median College and University Endowment' is a peer-universe median, and the page's own footnote calls it Cambridge Associates' survey of about 167 college and university endowments, so peer_group (B) and not benchmark (A). Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","INVESTMENT PERFORMANCE","INVESTMENT PERFORMANCE","Median College and University Endowment","5 YEARS","1","peer_group","Median College and University Endowment","","","","","","","","","","June 30, 2024","5 YEARS","","return","INVESTMENT PERFORMANCE","9.0%","%","","","","","Median College and University Endowment* 10.1% 9.0% 7.2% 7.3%","actual","","","","*|HEADING:Net of Fees and Expenses|HEADING:Annualized","annualized","net","",""
"PAIR_F3571CBC47740ADBF5150F29","MERGE","Both lanes read the Net of Fees and Expenses header over every return column. A note carries no as-of date; condition_raw lists the printed column labels it governs, pipe-joined.","2026-09-01.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","definition_context","1","TABLE","INVESTMENT PERFORMANCE","INVESTMENT PERFORMANCE","Net of Fees and Expenses","Net of Fees and Expenses","1","","","","","","","","","","","","","","","","","","","","Net of Fees and Expenses","","1 YEAR | 5 YEARS | 10 YEARS | 20 YEARS","Net of Fees and Expenses Periods Ended June 30, 2024","actual","","","","HEADING:Net of Fees and Expenses","","","",""
"PAIR_E91AFA9EF08795A8D519897F","MERGE","B_ONLY confirmed against page-001.png. The chart prints $21.80 in a callout at the end of the Share Value line, which the same section dates at June 30, 2024, so it is a printed value stated as fact about this fund. fair_value is the allowed performance_observation category for a share value. B is right and A missed it. Post-extraction identity review: the document defines the University Endowment Fund as the university's unitized investment pool, so the accepted fact is scoped to a portfolio rather than a separately managed alternatives fund.; post-extraction identity review corrected subject_type, notes against the printed source grain Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","FIGURE","QUARTERLY SHARE VALUE AND DISTRIBUTIONS","QUARTERLY SHARE VALUE AND DISTRIBUTIONS","Share Value","FY 2024","1","portfolio","University Endowment Fund","","","","","","","","","","June 30, 2024","","","fair_value","Share Value","$21.80","","","","","","$21.80","actual","Post-extraction identity review classified the printed label at its source grain; the literal label remains in source_row_label and evidence_quote.","","","","","","unstated",""
"PAIR_AE676E2144CF24888176F037","MERGE","The table's rows are entities and its columns are periods, so metric_name is the measure the table itself names, in its printed wording. A's 'Return' is a paraphrase the page never prints and is the exact form the extractor prompt bans; B took the right source but re-cased it. The page prints 'INVESTMENT PERFORMANCE', which is also what both lanes wrote into source_section and source_table on this row, so the merged record uses the printed casing and the same string no longer reads two ways within one row. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC363","37f3b1a46d11cdb22e38d276fda163e197904df1b0793d02a7af3ad40c050277","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","INVESTMENT PERFORMANCE","INVESTMENT PERFORMANCE","University Long Term Portfolio","1 YEAR","1","portfolio","University Long Term Portfolio","","","","","","","","","","June 30, 2024","1 YEAR","","return","INVESTMENT PERFORMANCE","8.9%","%","","","","","University Long Term Portfolio 8.9% 11.0% 8.7% 9.3%","actual","","","","HEADING:Net of Fees and Expenses","unstated","net","",""
