"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_353C904A54103B2EA7708D59","CLASSIFICATION_CONFLICT","YES","10","financial_statement_observation","Committed capital","Committed capital","UNLABELED_COLUMN_1","1","commitment","","26","36","record_family|source_section|source_column_label|subject_type|subject_name|metric_name|evidence_quote"
"PAIR_284557B513BF2F4148EC0CA4","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","JPIV G.P., L.P.","Capital account, beginning of year","1","beginning_capital","","27","37","source_section|subject_type|metric_value_raw|evidence_quote"
"PAIR_C21CECA1E3B24615D1A54ADA","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","JPIV G.P., L.P.","Change in unrealized loss","1","unrealized_gain_loss","","28","38","source_section|subject_type|metric_value_raw"
"PAIR_195F6B9AC193AEC25F9ABF43","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - inception to date","JPIV G.P., L.P.","Distribution","1","distribution","","39","39","source_section|source_table|subject_type|metric_value_raw"
"PAIR_AB376DE7CBE2D81718C06615","B_ONLY","YES","11","financial_statement_observation","Partners' capital account - inception to date","JPIV G.P., L.P.","Distribution","2","distribution","","","53",""
"PAIR_728116C7D41EB18608B04502","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - inception to date","JPIV G.P., L.P.","Management fees","1","management_fee","","40","40","source_section|source_table|subject_type|metric_value_raw|evidence_quote"
"PAIR_FAA5EA5777F245C757A7C15F","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","JPIV G.P., L.P.","Management fees","2","management_fee","","29","54","source_section|source_table|subject_type|metric_value_raw|evidence_quote"
"PAIR_9F24E031D87E8ACF63B2CF6D","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - inception to date","JPIV G.P., L.P.","Net capital contributions","1","paid_in_capital","","41","41","source_section|source_table|subject_type|metric_value_raw|evidence_quote"
"PAIR_B16C4DAC914994852EB3D107","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","JPIV G.P., L.P.","Net capital contributions","2","paid_in_capital","","30","55","source_section|source_table|subject_type|metric_value_raw|evidence_quote"
"PAIR_BF17489FFB78BCE0F13B1E4A","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","JPIV G.P., L.P.","Net investment loss, excluding management fee and gains/loss","1","net_investment_income","","31","42","source_section|subject_type|metric_value_raw|evidence_quote"
"PAIR_AE82AD9F5A076D2834DC60A1","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - inception to date","JPIV G.P., L.P.","Net investment loss, excluding management fees","1","net_investment_income","","42","56","source_section|subject_type|metric_value_raw"
"PAIR_E6310AE0B98A51CB25966FBF","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","JPIV G.P., L.P.","Net realized loss","1","realized_gain_loss","","32","43","source_section|subject_type|metric_value_raw"
"PAIR_F1622B29D38D581A8BFF37BB","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - inception to date","JPIV G.P., L.P.","Organization and offering expenses","1","fund_expense","","43","57","source_section|subject_type|metric_value_raw"
"PAIR_D538248DF341B5B77B16ED8A","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - inception to date","JPIV G.P., L.P.","Total commitment","1","commitment","","44","44","source_section|source_table|subject_type|metric_value_raw"
"PAIR_AE9D348D37F09256057600F9","B_ONLY","YES","11","financial_statement_observation","Partners' capital account - inception to date","JPIV G.P., L.P.","Total commitment","2","commitment","","","58",""
"PAIR_B337300807BFED74D89C004E","CONTEXT_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","Pennsylvania Public School Employees' Retirement System","Capital account, beginning of year","1","beginning_capital","","33","45","source_section|evidence_quote"
"PAIR_745ECF4203B8DE7595C9ED5E","CONTEXT_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","Pennsylvania Public School Employees' Retirement System","Change in unrealized loss","1","unrealized_gain_loss","","34","46","source_section|evidence_quote"
"PAIR_F28F61322C4900F22B1B9B84","CONTEXT_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - inception to date","Pennsylvania Public School Employees' Retirement System","Distribution","1","distribution","","45","47","source_section|source_table"
"PAIR_223151531BD258B944E539F2","B_ONLY","YES","11","financial_statement_observation","Partners' capital account - inception to date","Pennsylvania Public School Employees' Retirement System","Distribution","2","distribution","","","59",""
"PAIR_57482521C1AACC342481520B","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - inception to date","Pennsylvania Public School Employees' Retirement System","Management fees","1","management_fee","","46","48","source_section|source_table|metric_value_raw|evidence_quote"
"PAIR_C9FB7FF7E6EF2BD3968C486D","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","Pennsylvania Public School Employees' Retirement System","Management fees","2","management_fee","","35","60","source_section|source_table|metric_value_raw|evidence_quote"
"PAIR_5D4A47E647778E0EA787B7FE","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - inception to date","Pennsylvania Public School Employees' Retirement System","Net capital contributions","1","paid_in_capital","","47","49","source_section|source_table|metric_value_raw|evidence_quote"
"PAIR_BF13FE2B0497032F531B86A5","VALUE_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","Pennsylvania Public School Employees' Retirement System","Net capital contributions","2","paid_in_capital","","36","61","source_section|source_table|metric_value_raw|evidence_quote"
"PAIR_DB27F2C0F91CB00B389EB7CF","CONTEXT_CONFLICT","YES","11","financial_statement_observation","Partners' capital account - current year","Pennsylvania Public School Employees' Retirement System","Net investment loss, excluding management fee and gains/loss","1","net_investment_income","","37","50","source_section|evidence_quote"
