"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","document_context","3","DOCUMENT","Combined Financial Statements","Combined Statement of Assets, Liabilities, and Partners' Capital","DOCUMENT","","1","document","VERSA CAPITAL FUND II, L.P. AND VERSA CAPITAL FUND II-A, L.P.","","","","","","","","","","","","","","","","","","","","","VERSA CAPITAL FUND II, L.P. AND VERSA CAPITAL FUND II-A, L.P. (Delaware Limited Partnerships) Combined Statement of Assets, Liabilities, and Partners' Capital March 31, 2018","actual","","",""
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","financial_statement_observation","3","TABLE","Combined Financial Statements","Combined Statement of Assets, Liabilities, and Partners' Capital","Cash","Total","1","asset_class","Cash","","","","","","","","","","March 31, 2018","","$","cash","Cash","13,307,614","","","","","","Cash 13,307,614","actual","","",""
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","financial_statement_observation","3","TABLE","Combined Financial Statements","Combined Statement of Assets, Liabilities, and Partners' Capital","General Partner","Total","1","reporting_entity","General Partner","","","","","","","","","","March 31, 2018","","$","partners_capital","General Partner","26,095,710","","","","","","General Partner 26,095,710","actual","","",""
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","financial_statement_observation","3","TABLE","Combined Financial Statements","Combined Statement of Assets, Liabilities, and Partners' Capital","Investments, at fair value (cost $415,489,109)","Total","1","asset_class","Investments, at fair value (cost $415,489,109)","","","","","","","","","","March 31, 2018","","$","investment_fair_value","Investments, at fair value (cost $415,489,109)","$425,000,000","","","","","","Investments, at fair value (cost $415,489,109) $ 425,000,000","actual","","",""
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","financial_statement_observation","3","TABLE","Combined Financial Statements","Combined Statement of Assets, Liabilities, and Partners' Capital","Limited Partners","Total","1","reporting_entity","Limited Partners","","","","","","","","","","March 31, 2018","","$","partners_capital","Limited Partners","412,301,446","","","","","","Limited Partners 412,301,446","actual","","",""
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","financial_statement_observation","3","TABLE","Combined Financial Statements","Combined Statement of Assets, Liabilities, and Partners' Capital","Total assets","Total","1","reporting_entity","Total assets","","","","","","","","","","March 31, 2018","","$","total_assets","Total assets","$438,924,905","","","","","","Total assets $ 438,924,905","actual","","",""
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","financial_statement_observation","3","TABLE","Combined Financial Statements","Combined Statement of Assets, Liabilities, and Partners' Capital","Total liabilities","Total","1","reporting_entity","Total liabilities","","","","","","","","","","March 31, 2018","","$","total_liabilities","Total liabilities","527,749","","","","","","Total liabilities 527,749","actual","","",""
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","financial_statement_observation","3","TABLE","Combined Financial Statements","Combined Statement of Assets, Liabilities, and Partners' Capital","Total partners' capital","Total","1","reporting_entity","Total partners' capital","","","","","","","","","","March 31, 2018","","$","partners_capital","Total partners' capital","438,397,156","","","","","","Total partners' capital 438,397,156","actual","","",""
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Combined Schedule of Investments","Combined Schedule of Investments","Commercial Equip. & Services","Cost","1","asset_class","Commercial Equip. & Services","","","","","","","","","","March 31, 2018","","$","investment_cost","Cost","43,204,400","","","","","","43,204,400","actual","","",""
"2026-08-22.2","SRC034","c6ea06465f1920417d13440de26a3aefe9611278bbfc337b5e3d6f32647895a8","Financials","01-financials","CORE","B","financial_statement_observation","4","TABLE","Combined Schedule of Investments","Combined Schedule of Investments","Commercial Equip. & Services","Fair value","1","asset_class","Commercial Equip. & Services","","","","","","","","","","March 31, 2018","","$","investment_fair_value","Fair value","90,000,000","","","","","","90,000.000","actual","IMAGE_ONLY: PNG resolves printed value as 90,000,000; TXT OCR renders the final group with a period.","",""
