"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_E461D8446EA3BE48CC174D78","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split; value keeps the printed form with no gap between the currency symbol and the digits.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","Alinda Infrastructure Fund II, L.P.","Ending Market Value (MM)","1","fund","Alinda Infrastructure Fund II, L.P.","Real Assets","","","","","","","","","June 30, 2023","","(MM)","fair_value","Ending Market Value","$1.3","","","","","","Alinda Infrastructure Fund II, L.P. $ 1.3 NM NM NM NM","actual","","",""
"PAIR_E4100929595C61CAB818EEC1","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","ARA China Long Term Hold","1-Yr Total Return","1","fund","ARA China Long Term Hold","Real Assets","","","","","","","","","June 30, 2023","1-Yr","","return","Total Return","-18.4 %","%","","","","","ARA China Long Term Hold $ 907.1 3.2 % -2.9 % -0.7 % -18.4 %","actual","","",""
"PAIR_0E6FF1D065B5B005D0F3DFFD","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","ARA China Long Term Hold","10-Yr Total Return","1","fund","ARA China Long Term Hold","Real Assets","","","","","","","","","June 30, 2023","10-Yr","","return","Total Return","3.2 %","%","","","","","ARA China Long Term Hold $ 907.1 3.2 % -2.9 % -0.7 % -18.4 %","actual","","",""
"PAIR_F70662BD935697F4ADA504E6","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","ARA China Long Term Hold","3-Yr Total Return","1","fund","ARA China Long Term Hold","Real Assets","","","","","","","","","June 30, 2023","3-Yr","","return","Total Return","-0.7 %","%","","","","","ARA China Long Term Hold $ 907.1 3.2 % -2.9 % -0.7 % -18.4 %","actual","","",""
"PAIR_8B8C8AFE7ADD114459D29A00","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","ARA China Long Term Hold","5-Yr Total Return","1","fund","ARA China Long Term Hold","Real Assets","","","","","","","","","June 30, 2023","5-Yr","","return","Total Return","-2.9 %","%","","","","","ARA China Long Term Hold $ 907.1 3.2 % -2.9 % -0.7 % -18.4 %","actual","","",""
"PAIR_49F18DEAC11E1C25F270CDBA","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split; value keeps the printed form with no gap between the currency symbol and the digits.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","ARA China Long Term Hold","Ending Market Value (MM)","1","fund","ARA China Long Term Hold","Real Assets","","","","","","","","","June 30, 2023","","(MM)","fair_value","Ending Market Value","$907.1","","","","","","ARA China Long Term Hold $ 907.1 3.2 % -2.9 % -0.7 % -18.4 %","actual","","",""
"PAIR_9AD7BED5B14B74A74134AB7F","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","Archmore International Infrastructure Fund II (B), L.P.","1-Yr Total Return","1","fund","Archmore International Infrastructure Fund II (B), L.P.","Real Assets","","","","","","","","","June 30, 2023","1-Yr","","return","Total Return","-0.6 %","%","","","","","Archmore International Infrastructure Fund II (B), L.P. $ 24.8 - 1.0 % 2.1 % -0.6 %","actual","","",""
"PAIR_BF0F3F4E6C54CD844D9895E0","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","Archmore International Infrastructure Fund II (B), L.P.","3-Yr Total Return","1","fund","Archmore International Infrastructure Fund II (B), L.P.","Real Assets","","","","","","","","","June 30, 2023","3-Yr","","return","Total Return","2.1 %","%","","","","","Archmore International Infrastructure Fund II (B), L.P. $ 24.8 - 1.0 % 2.1 % -0.6 %","actual","","",""
"PAIR_AB0C7251EFE0A2AB42B1BE65","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","Archmore International Infrastructure Fund II (B), L.P.","5-Yr Total Return","1","fund","Archmore International Infrastructure Fund II (B), L.P.","Real Assets","","","","","","","","","June 30, 2023","5-Yr","","return","Total Return","1.0 %","%","","","","","Archmore International Infrastructure Fund II (B), L.P. $ 24.8 - 1.0 % 2.1 % -0.6 %","actual","","",""
"PAIR_6C8E07439CE177033E9A4F12","MERGE","Verified against page-1 image. source_section is the exact printed heading above the table, shaded bar on both pages: A left it blank, B truncated it to 'Real Assets'; asset_class 'Real Assets' from the table title, the printed grouping that governs every row; B left it blank; subject_type 'fund': the row label names a vehicle listed under the printed 'Partnership' column header, whose footnote reads 'Real Asset Partnerships'; A's 'investment' is the fund/investment split; value keeps the printed form with no gap between the currency symbol and the digits.","2026-08-22.2","SRC063","f27235b5cbd2148f78e6d7d010017b38e2807611735e9229375986a38db2db38","Performance","02-performance","CORE","ADJUDICATED","performance_observation","1","TABLE","Real Assets Ending Market Value & Performance Summary (By Partnership)","Real Assets Ending Market Value & Performance Summary (By Partnership)","Archmore International Infrastructure Fund II (B), L.P.","Ending Market Value (MM)","1","fund","Archmore International Infrastructure Fund II (B), L.P.","Real Assets","","","","","","","","","June 30, 2023","","(MM)","fair_value","Ending Market Value","$24.8","","","","","","Archmore International Infrastructure Fund II (B), L.P. $ 24.8 - 1.0 % 2.1 % -0.6 %","actual","","",""
