file_id,source_relative_path,destination_relative_path,analysis_tier,source_family,promotion_status,pme_role,return_basis,source_system,producer_script,rights_status,copy_action,size_bytes,row_count,column_count,date_column,date_min,date_max,timezone_status,schema_sha256,sha256,schema,note
PMKT_C26AAD42207797DF,features/enriched/CL_cot.parquet,data/public_markets/sources/features__enriched__CL_cot.parquet,ADVANCED_DAILY,COT_FEATURES,RESEARCH_ONLY,POSITIONING_FEATURE,CAUSAL_WEEKLY_FEATURE,DERIVED_FEATURE_BUILD,scripts/build_cot_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,315426,1917,22,timestamp_utc,1986-01-15T00:00:00+00:00,2026-05-26T00:00:00+00:00,UTC_AWARE,3f7cde5f4a8ecd62489a894bbf0bf129d1efff414b48df69655ec22eeac92b80,5ef3ff4d2b5eb40d049c3a2fde8b8fc4b6327b38881a36ae9611eee498450275,"symbol:string; knowledge_date:timestamp[ns]; release_lag_days:int64; comm_net_pct_oi:double; noncomm_net_pct_oi:double; nonrept_net_pct_oi:double; comm_net_z_156w:double; noncomm_net_z_156w:double; comm_net_pctl_156w:double; noncomm_net_pctl_156w:double; comm_net_chg_1w:double; noncomm_net_chg_1w:double; comm_net_pct_oi_chg_1w:double; noncomm_net_pct_oi_chg_1w:double; comm_net_chg_4w:double; noncomm_net_chg_4w:double; comm_net_pct_oi_chg_4w:double; noncomm_net_pct_oi_chg_4w:double; comm_spec_divergence:double; comm_spec_divergence_z_156w:double; spec_long_share:double; timestamp_utc:timestamp[ns, tz=UTC]",Friday knowledge dates govern weekly feature availability.
PMKT_5C485F5446F187D1,features/enriched/CL_F_px.parquet,data/public_markets/sources/features__enriched__CL_F_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,665233,4879,16,timestamp_utc,2007-01-02T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,a385d0a024ce34563f7ccb9438021056ec0615d42ef6e43e0d32d3facf70d211,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_86316620B3D5B8EC,features/enriched/DIA_px.parquet,data/public_markets/sources/features__enriched__DIA_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,662880,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,30fa9240cd21ebb9355c5a2cb4ea7e2fa7b3965baf6b83b0559c226bbebbebd0,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_C2EF6DFB17811EF7,features/enriched/EFA_px.parquet,data/public_markets/sources/features__enriched__EFA_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,666195,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,d25fa5b99e1fbfc58532330a4d7a98f914cb23e1ba587f389d305d7c56087dd2,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_B1CF6055BB12243F,features/enriched/ES_cot.parquet,data/public_markets/sources/features__enriched__ES_cot.parquet,ADVANCED_DAILY,COT_FEATURES,RESEARCH_ONLY,POSITIONING_FEATURE,CAUSAL_WEEKLY_FEATURE,DERIVED_FEATURE_BUILD,scripts/build_cot_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,250273,1493,22,timestamp_utc,1997-09-16T00:00:00+00:00,2026-05-26T00:00:00+00:00,UTC_AWARE,3f7cde5f4a8ecd62489a894bbf0bf129d1efff414b48df69655ec22eeac92b80,ba3dc465622da33861f67cd432178b84063d05f64acfbb98c1783fd67b24536e,"symbol:string; knowledge_date:timestamp[ns]; release_lag_days:int64; comm_net_pct_oi:double; noncomm_net_pct_oi:double; nonrept_net_pct_oi:double; comm_net_z_156w:double; noncomm_net_z_156w:double; comm_net_pctl_156w:double; noncomm_net_pctl_156w:double; comm_net_chg_1w:double; noncomm_net_chg_1w:double; comm_net_pct_oi_chg_1w:double; noncomm_net_pct_oi_chg_1w:double; comm_net_chg_4w:double; noncomm_net_chg_4w:double; comm_net_pct_oi_chg_4w:double; noncomm_net_pct_oi_chg_4w:double; comm_spec_divergence:double; comm_spec_divergence_z_156w:double; spec_long_share:double; timestamp_utc:timestamp[ns, tz=UTC]",Friday knowledge dates govern weekly feature availability.
PMKT_74EF29CB61E89691,features/enriched/ES_F_px.parquet,data/public_markets/sources/features__enriched__ES_F_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,662324,4879,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,d79adc678212c304afc7c0c328c6afe3347c80aa87b5c1e60429481002547f11,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_E38B0971364F8B5E,features/enriched/GC_cot.parquet,data/public_markets/sources/features__enriched__GC_cot.parquet,ADVANCED_DAILY,COT_FEATURES,RESEARCH_ONLY,POSITIONING_FEATURE,CAUSAL_WEEKLY_FEATURE,DERIVED_FEATURE_BUILD,scripts/build_cot_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,314963,1918,22,timestamp_utc,1986-01-15T00:00:00+00:00,2026-05-26T00:00:00+00:00,UTC_AWARE,3f7cde5f4a8ecd62489a894bbf0bf129d1efff414b48df69655ec22eeac92b80,7fd18781785f9f3d8bb6f6b096c9f8dd8b3d3755b57bf238d797aba4e3ceba33,"symbol:string; knowledge_date:timestamp[ns]; release_lag_days:int64; comm_net_pct_oi:double; noncomm_net_pct_oi:double; nonrept_net_pct_oi:double; comm_net_z_156w:double; noncomm_net_z_156w:double; comm_net_pctl_156w:double; noncomm_net_pctl_156w:double; comm_net_chg_1w:double; noncomm_net_chg_1w:double; comm_net_pct_oi_chg_1w:double; noncomm_net_pct_oi_chg_1w:double; comm_net_chg_4w:double; noncomm_net_chg_4w:double; comm_net_pct_oi_chg_4w:double; noncomm_net_pct_oi_chg_4w:double; comm_spec_divergence:double; comm_spec_divergence_z_156w:double; spec_long_share:double; timestamp_utc:timestamp[ns, tz=UTC]",Friday knowledge dates govern weekly feature availability.
PMKT_7553DCE3E18A1D96,features/enriched/GC_F_px.parquet,data/public_markets/sources/features__enriched__GC_F_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,645391,4878,16,timestamp_utc,2007-01-02T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,8958257df7f9a82ec96031136ea5524ee0eb4ae9dbb5baab0af3720897de708a,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_5D4E1D6A71A8EE7B,features/enriched/GLD_px.parquet,data/public_markets/sources/features__enriched__GLD_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,664377,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,d8a30c7764f9617e792806c7f220fc90829ea558371e61fbac80a99792b431db,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_636A5563E670CADA,features/enriched/IEF_px.parquet,data/public_markets/sources/features__enriched__IEF_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,664194,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,47bfd561ec3b53fed4dfaf4740e4bfb8f4b7e8c6129c4638aecbd9bc02fb7685,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_BD35A0601EF7C983,features/enriched/IWM_px.parquet,data/public_markets/sources/features__enriched__IWM_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,671766,4878,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,6c7c66f463596dcf67d2434083f50d4d66bb6467e0c5778187e362a34ed7e958,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
PMKT_44DF7B7893E2AEE6,features/enriched/macro.parquet,data/public_markets/sources/features__enriched__macro.parquet,ADVANCED_DAILY,MACRO_FEATURES,RESEARCH_ONLY,REGIME_FEATURE,CAUSAL_DAILY_FEATURE,DERIVED_FEATURE_BUILD,scripts/build_macro_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,1563224,7086,61,date,2007-01-01T00:00:00+00:00,2026-05-26T00:00:00+00:00,DATE_NAIVE,5650b648ebe16f41195df8ede0bd74b50e8da14a0142d49747fd53943535dc44,7c1fb0490a10e19e2f926b775b5e57d3e415236eee64081868d5cbf90936c76c,date:timestamp[ns]; DCOILWTICO_level:double; DCOILWTICO_chg_1d:double; DCOILWTICO_chg_5d:double; DCOILWTICO_chg_21d:double; DCOILWTICO_logchg_1d:double; DCOILWTICO_logchg_5d:double; DCOILWTICO_logchg_21d:double; DCOILWTICO_z_252d:double; DEXUSEU_level:double; DEXUSEU_chg_1d:double; DEXUSEU_chg_5d:double; DEXUSEU_chg_21d:double; DEXUSEU_logchg_1d:double; DEXUSEU_logchg_5d:double; DEXUSEU_logchg_21d:double; DEXUSEU_z_252d:double; DGS10_level:double; DGS10_chg_1d:double; DGS10_chg_5d:double; DGS10_chg_21d:double; DGS10_z_252d:double; DGS2_level:double; DGS2_chg_1d:double; DGS2_chg_5d:double; DGS2_chg_21d:double; DGS2_z_252d:double; DPCREDIT_level:double; DPCREDIT_chg_1d:double; DPCREDIT_chg_5d:double; DPCREDIT_chg_21d:double; DPCREDIT_z_252d:double; EFFR_level:double; EFFR_chg_1d:double; EFFR_chg_5d:double; EFFR_chg_21d:double; EFFR_z_252d:double; IORB_level:double; IORB_chg_1d:double; IORB_chg_5d:double; IORB_chg_21d:double; IORB_z_252d:double; SOFR_level:double; SOFR_chg_1d:double; SOFR_chg_5d:double; SOFR_chg_21d:double; SOFR_z_252d:double; T10Y2Y_level:double; T10Y2Y_chg_1d:double; T10Y2Y_chg_5d:double; T10Y2Y_chg_21d:double; T10Y2Y_z_252d:double; VIXCLS_level:double; VIXCLS_chg_1d:double; VIXCLS_chg_5d:double; VIXCLS_chg_21d:double; VIXCLS_logchg_1d:double; VIXCLS_logchg_5d:double; VIXCLS_logchg_21d:double; VIXCLS_z_252d:double; VIXCLS_pctl_252d:double,Release-lag rules govern daily feature availability.
PMKT_5ED0901BF4F0C93C,features/enriched/NQ_cot.parquet,data/public_markets/sources/features__enriched__NQ_cot.parquet,ADVANCED_DAILY,COT_FEATURES,RESEARCH_ONLY,POSITIONING_FEATURE,CAUSAL_WEEKLY_FEATURE,DERIVED_FEATURE_BUILD,scripts/build_cot_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,235625,1406,22,timestamp_utc,1999-06-22T00:00:00+00:00,2026-05-26T00:00:00+00:00,UTC_AWARE,3f7cde5f4a8ecd62489a894bbf0bf129d1efff414b48df69655ec22eeac92b80,ba243160e4b18d4cd5f17260bd2ecab86aece22635897def29b3e32bb04b98f4,"symbol:string; knowledge_date:timestamp[ns]; release_lag_days:int64; comm_net_pct_oi:double; noncomm_net_pct_oi:double; nonrept_net_pct_oi:double; comm_net_z_156w:double; noncomm_net_z_156w:double; comm_net_pctl_156w:double; noncomm_net_pctl_156w:double; comm_net_chg_1w:double; noncomm_net_chg_1w:double; comm_net_pct_oi_chg_1w:double; noncomm_net_pct_oi_chg_1w:double; comm_net_chg_4w:double; noncomm_net_chg_4w:double; comm_net_pct_oi_chg_4w:double; noncomm_net_pct_oi_chg_4w:double; comm_spec_divergence:double; comm_spec_divergence_z_156w:double; spec_long_share:double; timestamp_utc:timestamp[ns, tz=UTC]",Friday knowledge dates govern weekly feature availability.
PMKT_CC16C84E4F75A58B,features/enriched/NQ_F_px.parquet,data/public_markets/sources/features__enriched__NQ_F_px.parquet,ADVANCED_DAILY,PRICE_FEATURES,RESEARCH_ONLY,RISK_AND_REGIME_FEATURE,UNADJUSTED_CLOSE_DERIVATION,DERIVED_FEATURE_BUILD,scripts/build_price_features.py,DEMONSTRATION_ONLY,RETAINED_IN_PLACE,663493,4879,16,timestamp_utc,2007-01-03T00:00:00+00:00,2026-05-22T00:00:00+00:00,UTC_AWARE,bcd3744d11777f92e984b7624405b5144fe3729883b00a48508ef6316cfcc586,93f10dcb9d32987f75139dc5e82de3a61807b62631f35541a9d52af880c7662d,"symbol:string; mom_5:double; mom_21:double; mom_63:double; mom_126:double; mom_252:double; rv_21:double; rv_63:double; volvol_63:double; semivol_dn_21:double; skew_63:double; kurt_63:double; dist_from_high_252:double; ofi_signed:double; eta:double; timestamp_utc:timestamp[ns, tz=UTC]",Momentum and volatility features support risk research; dividend-adjusted PME uses the core tier.
