"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","document_context","1","DOCUMENT","EXECUTIVE SUMMARY","","DOCUMENT","","1","document","REVIEW OF THIRD QUARTER 2024–25 FISCAL YEAR PERFORMANCE FOR UC RETIREMENT, ENDOWMENT, AND WORKING CAPITAL ASSETS","","","","Office of the Chief Investment Officer of the Regents (UC Investments)","","","","","","March 31, 2025","","","","","","","","","","","REVIEW OF THIRD QUARTER 2024–25 FISCAL YEAR PERFORMANCE FOR UC","actual","","",""
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","1","NARRATIVE","","EXECUTIVE SUMMARY","Blue and Gold Endowment Pool","","1","portfolio","Blue and Gold Endowment Pool","","","","","","","","","","March 31, 2025","","billion","aum","Market Value","$6.5","","","","","","stood at $6.5 billion as of March 31, 2025, down from $6.9 billion in the prior fiscal year.","actual","","",""
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","1","NARRATIVE","","EXECUTIVE SUMMARY","the pension","","1","fund","the pension","","","","","","","","","","March 31, 2025","","billion","aum","Pension Assets","$101.8","","","","","","years, the pension grew by 96 percent, from $52 billion to $101.8 billion as of March 31, 2025.","actual","","",""
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","1","NARRATIVE","","EXECUTIVE SUMMARY","the UC Retirement Savings Program","","1","fund","the UC Retirement Savings Program","","","","","","","","","","March 31, 2025","","billion","aum","Assets","$40","","","","","","growing from $19.8 billion to $40 billion. The plan is the second largest public defined","actual","","",""
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","1","NARRATIVE","","EXECUTIVE SUMMARY","UC endowment","","1","portfolio","UC endowment","","","","","","","","","","March 31, 2025","","billion","aum","Endowment Assets","$29.8","","","","","","Blue and Gold Endowment Pool, stood at $29.8 billion, up from $29.5 billion in the prior fiscal","actual","","",""
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","1","NARRATIVE","","EXECUTIVE SUMMARY","UC's retirement assets","","1","reporting_entity","UC's retirement assets (pension and Retirement Savings Program)","","","","","","","","","","March 31, 2025","","billion","aum","Retirement Assets","$141.8","","","","","","currently stand at $141.8 billion, having grown from $71.9 billion in 2014. Over those eleven","actual","","",""
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","1","NARRATIVE","","EXECUTIVE SUMMARY","University of California's investment portfolios","","1","reporting_entity","University of California's investment portfolios","","","","","","","","","the third quarter of the 2024–25 fiscal year","","","billion","aum","Total Investment Portfolios","$184.7","","","","","","year at $184.7 billion, a $4.9 billion increase over the previous fiscal year.","actual","","",""
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","2","TABLE","","Figure 1. General Endowment Pool as of March 31, 2025","Absolute Return","1 Year","1","asset_class","Absolute Return","Private Assets","","","","","","","","","March 31, 2025","1 Year","","return","Return","15.4","%","","","","","Absolute Return $351 11.8 15.4 7.5 9.8 5.5 6.1 5.9 - -","actual","","",""
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","2","TABLE","","Figure 1. General Endowment Pool as of March 31, 2025","Absolute Return","10 Year","1","asset_class","Absolute Return","Private Assets","","","","","","","","","March 31, 2025","10 Year","","return","Return","5.5","%","","","","","Absolute Return $351 11.8 15.4 7.5 9.8 5.5 6.1 5.9 - -","actual","","",""
"2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","2","TABLE","","Figure 1. General Endowment Pool as of March 31, 2025","Absolute Return","15 Year","1","asset_class","Absolute Return","Private Assets","","","","","","","","","March 31, 2025","15 Year","","return","Return","6.1","%","","","","","Absolute Return $351 11.8 15.4 7.5 9.8 5.5 6.1 5.9 - -","actual","","",""
