"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_4C4F0C09B27AEEC5A46288CD","MERGE","Narrative figures stated as fact for a named pool are eligible on every page of this document (both lanes extracted them on page 1); a pool's or plan's stated total assets is aum under performance_observation, never nav, which belongs to a capital-account table. subject_type: a pool or the owner's plan-level aggregate is portfolio, matching how both lanes typed Endowment, Blue & Gold, Pension, Total Plan and Short Term in the figures.","2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","performance_observation","1","NARRATIVE","EXECUTIVE SUMMARY","EXECUTIVE SUMMARY","Blue and Gold Endowment Pool","","1","portfolio","Blue and Gold Endowment Pool","","","","","","","","","","March 31, 2025","","billion","aum","stood at","$6.5","","","","","","stood at $6.5 billion as of March 31, 2025, down from $6.9 billion in the prior fiscal year.","actual","","",""
"PAIR_10F435BD311C4344DD5773CB","MERGE","document_context: subject_name is the printed report title, manager_name the full printed 'Office of the Chief Investment Officer of the Regents (UC Investments)' rather than its parenthesised short form, investor_name the asset owner the page names, and source_table blank because a DOCUMENT row is not read out of a table.","2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","document_context","1","DOCUMENT","EXECUTIVE SUMMARY","","DOCUMENT","","1","document","REVIEW OF THIRD QUARTER 2024–25 FISCAL YEAR PERFORMANCE FOR UC RETIREMENT, ENDOWMENT, AND WORKING CAPITAL ASSETS","","","","Office of the Chief Investment Officer of the Regents (UC Investments)","University of California","","","","","March 31, 2025","","","","","","","","","","","REVIEW OF THIRD QUARTER 2024–25 FISCAL YEAR PERFORMANCE FOR UC","actual","","",""
"PAIR_A519FF6200F73FA8FAB75DB6","MERGE","subject_type: a pool or the owner's plan-level aggregate is portfolio, matching how both lanes typed Endowment, Blue & Gold, Pension, Total Plan and Short Term in the figures.","2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","performance_observation","1","NARRATIVE","EXECUTIVE SUMMARY","EXECUTIVE SUMMARY","pension","","1","portfolio","pension","","","","","","","","","","March 31, 2025","third quarter of the 2024–25 fiscal year","","return","return","3.6","%","","","","","was up 4.2 percent, while the pension returned 3.6 percent and working capital returned","actual","","",""
"PAIR_88AC9F8FE75D588D5B96622F","MERGE","Narrative figures stated as fact for a named pool are eligible on every page of this document (both lanes extracted them on page 1); a pool's or plan's stated total assets is aum under performance_observation, never nav, which belongs to a capital-account table. subject_type: a pool or the owner's plan-level aggregate is portfolio, matching how both lanes typed Endowment, Blue & Gold, Pension, Total Plan and Short Term in the figures.","2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","performance_observation","1","NARRATIVE","EXECUTIVE SUMMARY","EXECUTIVE SUMMARY","pension","","2","portfolio","pension","","","","","","","","","","March 31, 2025","","billion","aum","grew to","$101.8","","","","","","billion to $101.8 billion as of March 31, 2025.","actual","","",""
"PAIR_96253036672464BE53565E2B","REJECT","Duplicate of the same printed sentence published from B as row label 'pension'; the leading article is grammar, not part of the printed name.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_9E3CA05075EF6138A50DA0E9","MERGE","Narrative figures stated as fact for a named pool are eligible on every page of this document (both lanes extracted them on page 1); a pool's or plan's stated total assets is aum under performance_observation, never nav, which belongs to a capital-account table.","2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","performance_observation","1","NARRATIVE","EXECUTIVE SUMMARY","EXECUTIVE SUMMARY","UC Retirement Savings Program","","1","portfolio","UC Retirement Savings Program","","","","","","","","","","March 31, 2025","","billion","aum","growing to","$40","","","","","","growing from $19.8 billion to $40 billion. The plan is the second largest public defined","actual","","",""
"PAIR_2FBFE555524C0139AE2D5C3C","MERGE","subject_type: a pool or the owner's plan-level aggregate is portfolio, matching how both lanes typed Endowment, Blue & Gold, Pension, Total Plan and Short Term in the figures.","2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","performance_observation","1","NARRATIVE","EXECUTIVE SUMMARY","EXECUTIVE SUMMARY","UC endowment","","1","portfolio","UC endowment","","","","","","","","","","March 31, 2025","third quarter of the 2024–25 fiscal year","","return","return","4.2","%","","","","","was up 4.2 percent, while the pension returned 3.6 percent and working capital returned","actual","","",""
"PAIR_64A908349FCF78DF94D29270","MERGE","Narrative figures stated as fact for a named pool are eligible on every page of this document (both lanes extracted them on page 1); a pool's or plan's stated total assets is aum under performance_observation, never nav, which belongs to a capital-account table. subject_type: a pool or the owner's plan-level aggregate is portfolio, matching how both lanes typed Endowment, Blue & Gold, Pension, Total Plan and Short Term in the figures.","2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","performance_observation","1","NARRATIVE","EXECUTIVE SUMMARY","EXECUTIVE SUMMARY","UC endowment","","2","portfolio","UC endowment","","","","","","","","","","March 31, 2025","","billion","aum","stood at","$29.8","","","","","","Blue and Gold Endowment Pool, stood at $29.8 billion, up from $29.5 billion in the prior fiscal","actual","","",""
"PAIR_1ED8C3CD473A7B6A681B252D","REJECT","Duplicate of the same printed sentence published from A under the full printed name. subject_name takes the full printed name: the page prints 'University of California's investment portfolios', never the abbreviation 'UC investment portfolios'.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_1273F7D98C036DA37D0F31B1","MERGE","subject_name and source_row_label take the wording the page prints: the sentence reads ""UC's retirement assets"", so the possessive stays. Narrative figures stated as fact for a named pool are eligible on every page of this document (both lanes extracted them on page 1); a pool's or plan's stated total assets is aum under performance_observation, never nav, which belongs to a capital-account table.","2026-08-22.2","SRC384","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","performance_observation","1","NARRATIVE","EXECUTIVE SUMMARY","EXECUTIVE SUMMARY","UC's retirement assets","","1","portfolio","UC's retirement assets","","","","","","","","","","March 31, 2025","","billion","aum","stand at","$141.8","","","","","","currently stand at $141.8 billion, having grown from $71.9 billion in 2014. Over those eleven","actual","","",""
