"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_3246C29EFBC8D2C1449596BF","MERGE","Page 1 prints FORM N-2 as the form heading (A) and also prints the effective date April 11, 2025, which page 2 repeats as the PROSPECTUS date (B). The document names Apollo S3 RIC Management, L.P. as the Adviser and rule 4 puts manager_name only on this row. Neither lane was complete: A blanked manager_name and as_of_date; B blanked the FORM N-2 heading and put the document title in text_raw, duplicating subject_name. The settled convention on this route (SRC607 and SRC612 finals) leaves text_raw blank on document_context.","2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","ADJUDICATED","document_context","1","DOCUMENT","FORM N-2","DOCUMENT","DOCUMENT","","1","document","Apollo S3 Private Markets Fund","","","","Apollo S3 RIC Management, L.P.","","","","","","April 11, 2025","","","","","","","","","","","APOLLO S3 PRIVATE MARKETS FUND","actual","","","","","","","",""
"PAIR_6F59614F14DAC29239400278","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: Investment Company Act of 1940, as amended (the 1940 Act). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_AF21A0A3F72CEC8AA84681FE","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: will serve as the Fund investment adviser (the Adviser). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_EF4A5A1A17E9393400037589","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: the Fund Board of Trustees (the Board). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A1B511D57ED5CFAF0B871DA6","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: alongside private market funds and/or other private market firms (Co-Investments). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_3D6B0AC2C0576ED3D09C1D7E","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: Apollo Global Securities, LLC (the Distributor), printed in footnote (1). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_738C132993AAF16BAC38DD7F","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: exchange traded funds (ETFs). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_EA253EB343B06F82C6AB2CC4","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: Apollo S3 Private Markets Fund (the Fund). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_19A68C120B806C98ECB738E3","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: a portfolio of liquid assets (Liquid Assets). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A9EA0EC6352C4F0891A85FF8","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: at the net asset value (NAV) per Share on that day. A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8A71D4FC830D1878E1D0FB01","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: creation of new vehicles or securities (Non-Traditional Secondary Investments). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_41674932A32957FE94B050D9","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: private markets funds managed by various unaffiliated asset managers (Portfolio Funds). A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_55FD59E2B26D363A31702268","ACCEPT_A","Confirmed on the page-2 image, which prints the parenthetical definition: (Primary Investments or Primaries); each term defined in the one parenthetical is its own printed definition. A printed defined term is one printed definition, the grain this route gives definition_context, and the SRC612 final settled that reading for defined terms. B did not read the body definitions on this page.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
