"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_509E616D5D008BCCDDB36AD7","ACCEPT_B","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. evidence_quote: A joined the two printed lines of a wrapped Peer Universe cell into one quote; a quote is one printed line and is never joined. B cites the printed line the value sits on.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_6ADC7DCB91733C9ADEFDD9FA","MERGE","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. evidence_quote: A joined the two printed lines of a wrapped Peer Universe cell into one quote; a quote is one printed line and is never joined. B cites the printed line the value sits on. metric_value_raw corrected from page-001.png: the image prints 5,082,149,000, the TXT layer splits the numeral as '5 ,082,149,000' and both lanes copied that through. The split is an artifact, not the page: the TXT renders the same printed number two ways in one row (e.g. '1 9,771,000' and '19,771,000' for Non-US Equity, whose Adjustments cell is a dash so the two money columns must be equal), and every corrected figure is confirmed by the printed totals (asset-class CAFR sums to the printed 372,313,000, assets to 40,814,922,000, the fixed-income block to 87,464,000 and 12,942,517,000, and CAFR+Adjustments=Adjusted Base on all four adjusted rows). notes carries IMAGE_ONLY: because no TXT line prints the value in its page form.","2026-08-22.2","SRC028","91068b29d6128f34c2cb9f612208cc934849cc65200842ad7c017de0b59d0eb5","Fee_Report","06-statements-and-economics","CORE","ADJUDICATED","fee_observation","1","TABLE","PSERS Base Management Fees – External Management","PSERS Base Management Fees – External Management","Absolute Return","Adjusted External Net Assets @ 6/30/17","1","asset_class","Absolute Return","","","","","","","","","","June 30, 2017","","","nav_aum_denominator","Adjusted External Net Assets @ 6/30/17","5,082,149,000","","","","","","Absolute Return 7 8,202,000 ( 2,625,000) 75,577,000 5 ,082,149,000 149 123 Greenwich Associates Public Funds greater","actual","IMAGE_ONLY: page-001.png prints 5,082,149,000; the TXT layer splits the numeral as 5 ,082,149,000.","",""
"PAIR_9CD35A625D9DB01BCD3C075F","MERGE","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. source_column_label/metric_name: the printed header is 'Adjustments*' where the asterisk is the footnote marker keying '* Portable alpha manager fees misclassified as Absolute Return fees...'. Footnote markers are dropped from labels, so B's 'Adjustments' is right. evidence_quote: A joined the two printed lines of a wrapped Peer Universe cell into one quote; a quote is one printed line and is never joined. B cites the printed line the value sits on. metric_value_raw corrected from page-001.png: the image prints (2,625,000), the TXT layer splits the numeral as '( 2,625,000)' and both lanes copied that through. The split is an artifact, not the page: the TXT renders the same printed number two ways in one row (e.g. '1 9,771,000' and '19,771,000' for Non-US Equity, whose Adjustments cell is a dash so the two money columns must be equal), and every corrected figure is confirmed by the printed totals (asset-class CAFR sums to the printed 372,313,000, assets to 40,814,922,000, the fixed-income block to 87,464,000 and 12,942,517,000, and CAFR+Adjustments=Adjusted Base on all four adjusted rows). notes carries IMAGE_ONLY: because no TXT line prints the value in its page form.","2026-08-22.2","SRC028","91068b29d6128f34c2cb9f612208cc934849cc65200842ad7c017de0b59d0eb5","Fee_Report","06-statements-and-economics","CORE","ADJUDICATED","fee_observation","1","TABLE","PSERS Base Management Fees – External Management","PSERS Base Management Fees – External Management","Absolute Return","Adjustments","1","asset_class","Absolute Return","","","","","","","","","","June 30, 2017","","","offset","Adjustments","(2,625,000)","","","","","","Absolute Return 7 8,202,000 ( 2,625,000) 75,577,000 5 ,082,149,000 149 123 Greenwich Associates Public Funds greater","actual","IMAGE_ONLY: page-001.png prints (2,625,000); the TXT layer splits the numeral as ( 2,625,000).","",""
"PAIR_5144391A76D1A00FD2A8767A","MERGE","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. evidence_quote: A joined the two printed lines of a wrapped Peer Universe cell into one quote; a quote is one printed line and is never joined. B cites the printed line the value sits on. metric_value_raw corrected from page-001.png: the image prints 78,202,000, the TXT layer splits the numeral as '7 8,202,000' and both lanes copied that through. The split is an artifact, not the page: the TXT renders the same printed number two ways in one row (e.g. '1 9,771,000' and '19,771,000' for Non-US Equity, whose Adjustments cell is a dash so the two money columns must be equal), and every corrected figure is confirmed by the printed totals (asset-class CAFR sums to the printed 372,313,000, assets to 40,814,922,000, the fixed-income block to 87,464,000 and 12,942,517,000, and CAFR+Adjustments=Adjusted Base on all four adjusted rows). notes carries IMAGE_ONLY: because no TXT line prints the value in its page form.","2026-08-22.2","SRC028","91068b29d6128f34c2cb9f612208cc934849cc65200842ad7c017de0b59d0eb5","Fee_Report","06-statements-and-economics","CORE","ADJUDICATED","fee_observation","1","TABLE","PSERS Base Management Fees – External Management","PSERS Base Management Fees – External Management","Absolute Return","CAFR","1","asset_class","Absolute Return","","","","","","","","","","June 30, 2017","","","management_fee","CAFR","78,202,000","","","","","","Absolute Return 7 8,202,000 ( 2,625,000) 75,577,000 5 ,082,149,000 149 123 Greenwich Associates Public Funds greater","actual","IMAGE_ONLY: page-001.png prints 78,202,000; the TXT layer splits the numeral as 7 8,202,000.","",""
"PAIR_693D0AC73FEEE16724B2EB2A","ACCEPT_B","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. evidence_quote: A joined the two printed lines of a wrapped Peer Universe cell into one quote; a quote is one printed line and is never joined. B cites the printed line the value sits on.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_EAF89FAB83A51A4FDC5279B4","ACCEPT_B","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. evidence_quote: A joined the two printed lines of a wrapped Peer Universe cell into one quote; a quote is one printed line and is never joined. B cites the printed line the value sits on.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_443744D331AE73873C0DD900","MERGE","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. metric_value_raw corrected from page-001.png: the image prints 6,757,000, the TXT layer splits the numeral as '6 ,757,000' and both lanes copied that through. The split is an artifact, not the page: the TXT renders the same printed number two ways in one row (e.g. '1 9,771,000' and '19,771,000' for Non-US Equity, whose Adjustments cell is a dash so the two money columns must be equal), and every corrected figure is confirmed by the printed totals (asset-class CAFR sums to the printed 372,313,000, assets to 40,814,922,000, the fixed-income block to 87,464,000 and 12,942,517,000, and CAFR+Adjustments=Adjusted Base on all four adjusted rows). notes carries IMAGE_ONLY: because no TXT line prints the value in its page form.","2026-08-22.2","SRC028","91068b29d6128f34c2cb9f612208cc934849cc65200842ad7c017de0b59d0eb5","Fee_Report","06-statements-and-economics","CORE","ADJUDICATED","fee_observation","1","TABLE","PSERS Base Management Fees – External Management","PSERS Base Management Fees – External Management","Commodities","Adjusted Base Mgmt Fees","1","asset_class","Commodities","","","","","","","","","","June 30, 2017","","","management_fee","Adjusted Base Mgmt Fees","6,757,000","","","","","","Commodities 4 ,132,000 2 ,625,000 6 ,757,000 9 90,835,000 68 75 eVestment All Commodities","actual","IMAGE_ONLY: page-001.png prints 6,757,000; the TXT layer splits the numeral as 6 ,757,000.","",""
"PAIR_956C47C2CE531EAE3AAB6076","MERGE","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. metric_value_raw corrected from page-001.png: the image prints 990,835,000, the TXT layer splits the numeral as '9 90,835,000' and both lanes copied that through. The split is an artifact, not the page: the TXT renders the same printed number two ways in one row (e.g. '1 9,771,000' and '19,771,000' for Non-US Equity, whose Adjustments cell is a dash so the two money columns must be equal), and every corrected figure is confirmed by the printed totals (asset-class CAFR sums to the printed 372,313,000, assets to 40,814,922,000, the fixed-income block to 87,464,000 and 12,942,517,000, and CAFR+Adjustments=Adjusted Base on all four adjusted rows). notes carries IMAGE_ONLY: because no TXT line prints the value in its page form.","2026-08-22.2","SRC028","91068b29d6128f34c2cb9f612208cc934849cc65200842ad7c017de0b59d0eb5","Fee_Report","06-statements-and-economics","CORE","ADJUDICATED","fee_observation","1","TABLE","PSERS Base Management Fees – External Management","PSERS Base Management Fees – External Management","Commodities","Adjusted External Net Assets @ 6/30/17","1","asset_class","Commodities","","","","","","","","","","June 30, 2017","","","nav_aum_denominator","Adjusted External Net Assets @ 6/30/17","990,835,000","","","","","","Commodities 4 ,132,000 2 ,625,000 6 ,757,000 9 90,835,000 68 75 eVestment All Commodities","actual","IMAGE_ONLY: page-001.png prints 990,835,000; the TXT layer splits the numeral as 9 90,835,000.","",""
"PAIR_8DA73D8187B10BDE9DE2C796","MERGE","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. source_column_label/metric_name: the printed header is 'Adjustments*' where the asterisk is the footnote marker keying '* Portable alpha manager fees misclassified as Absolute Return fees...'. Footnote markers are dropped from labels, so B's 'Adjustments' is right. metric_value_raw corrected from page-001.png: the image prints 2,625,000, the TXT layer splits the numeral as '2 ,625,000' and both lanes copied that through. The split is an artifact, not the page: the TXT renders the same printed number two ways in one row (e.g. '1 9,771,000' and '19,771,000' for Non-US Equity, whose Adjustments cell is a dash so the two money columns must be equal), and every corrected figure is confirmed by the printed totals (asset-class CAFR sums to the printed 372,313,000, assets to 40,814,922,000, the fixed-income block to 87,464,000 and 12,942,517,000, and CAFR+Adjustments=Adjusted Base on all four adjusted rows). notes carries IMAGE_ONLY: because no TXT line prints the value in its page form.","2026-08-22.2","SRC028","91068b29d6128f34c2cb9f612208cc934849cc65200842ad7c017de0b59d0eb5","Fee_Report","06-statements-and-economics","CORE","ADJUDICATED","fee_observation","1","TABLE","PSERS Base Management Fees – External Management","PSERS Base Management Fees – External Management","Commodities","Adjustments","1","asset_class","Commodities","","","","","","","","","","June 30, 2017","","","offset","Adjustments","2,625,000","","","","","","Commodities 4 ,132,000 2 ,625,000 6 ,757,000 9 90,835,000 68 75 eVestment All Commodities","actual","IMAGE_ONLY: page-001.png prints 2,625,000; the TXT layer splits the numeral as 2 ,625,000.","",""
"PAIR_39020435F68D040FB5335634","MERGE","source_section: the page prints one heading above the table and B recorded it; A left it blank on all 87 rows. A printed heading above the table is source_section, and the same string is the table's only title, so both fields carry it. metric_value_raw corrected from page-001.png: the image prints 4,132,000, the TXT layer splits the numeral as '4 ,132,000' and both lanes copied that through. The split is an artifact, not the page: the TXT renders the same printed number two ways in one row (e.g. '1 9,771,000' and '19,771,000' for Non-US Equity, whose Adjustments cell is a dash so the two money columns must be equal), and every corrected figure is confirmed by the printed totals (asset-class CAFR sums to the printed 372,313,000, assets to 40,814,922,000, the fixed-income block to 87,464,000 and 12,942,517,000, and CAFR+Adjustments=Adjusted Base on all four adjusted rows). notes carries IMAGE_ONLY: because no TXT line prints the value in its page form.","2026-08-22.2","SRC028","91068b29d6128f34c2cb9f612208cc934849cc65200842ad7c017de0b59d0eb5","Fee_Report","06-statements-and-economics","CORE","ADJUDICATED","fee_observation","1","TABLE","PSERS Base Management Fees – External Management","PSERS Base Management Fees – External Management","Commodities","CAFR","1","asset_class","Commodities","","","","","","","","","","June 30, 2017","","","management_fee","CAFR","4,132,000","","","","","","Commodities 4 ,132,000 2 ,625,000 6 ,757,000 9 90,835,000 68 75 eVestment All Commodities","actual","IMAGE_ONLY: page-001.png prints 4,132,000; the TXT layer splits the numeral as 4 ,132,000.","",""
