"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_833767C0467943EEE61CD164","CONTEXT_CONFLICT","YES","1","document_context","Our Institutional Valuation Methodology","DOCUMENT","","1","","","1","1","manager_name"
"PAIR_C85208CB17BD443F4EFEAD50","B_ONLY","YES","1","valuation_observation","INSTITUTIONAL METHODOLOGY","Independent valuation advisor","","1","valuer","","","6",""
"PAIR_81A3B14D692B2A747782A358","B_ONLY","YES","1","valuation_observation","Our Institutional Valuation Methodology","Independent valuations","","1","independent_review","","","8",""
"PAIR_586EB90CB0B38D06732D6C11","CLASSIFICATION_CONFLICT","YES","1","valuation_observation","FREQUENT REVALUATIONS","NAV calculation frequency","","1","frequency","","2","2","source_section|subject_type|subject_name|evidence_quote"
"PAIR_7192B6CA9B03B95B490CC674","B_ONLY","YES","1","valuation_observation","Our Institutional Valuation Methodology","NAV per share","","1","method","","","9",""
"PAIR_21AEF940441C07C49927E175","B_ONLY","YES","1","valuation_observation","FREQUENT REVALUATIONS","NAV sponsor frequency","","1","frequency","","","3",""
"PAIR_933CBA1B7C00773571564ED3","B_ONLY","YES","1","valuation_observation","FREQUENT REVALUATIONS","Peer NAV frequency","","1","frequency","","","4",""
"PAIR_0D07055A419946D53FF27FFD","VALUE_CONFLICT","YES","1","valuation_observation","INSTITUTIONAL METHODOLOGY","Valuation guidelines oversight","","1","oversight","","3","5","source_section|source_row_label|metric_name|metric_value_raw"
"PAIR_FEE67872833D97770DDF68CE","B_ONLY","YES","1","valuation_observation","INSTITUTIONAL METHODOLOGY","Valuation principle","","1","method","","","7",""
"PAIR_170E20B1F751DD5C5AD00D12","B_ONLY","YES","2","valuation_observation","INDEPENDENT APPRAISALS","Administrator NAV frequency","","1","frequency","","","20",""
"PAIR_34AF23614DBB0D2A26AD1CC6","B_ONLY","YES","2","valuation_observation","DEBT MARK TO MARKET","Borrowing amount basis","","1","method","","","14",""
"PAIR_CD7C5E41C3DECCB628505085","B_ONLY","YES","2","valuation_observation","DEBT MARK TO MARKET","Borrowing valuation policy","","1","method","","","15",""
"PAIR_EDCA6A25008B646B85AE6553","B_ONLY","YES","2","valuation_observation","INDEPENDENT APPRAISALS","Capitalization and discount rates","","1","method","","","21",""
"PAIR_BCA5113FEBC3082E919196AC","B_ONLY","YES","2","valuation_observation","INDEPENDENT APPRAISALS","Class-specific expense accruals","","1","method","","","22",""
"PAIR_027501CF361D7790312C65D6","B_ONLY","YES","2","valuation_observation","INDEPENDENT APPRAISALS","Comparative transactions","","1","method","","","23",""
"PAIR_EDEB2C72B5977AFEA90BE3C8","B_ONLY","YES","2","valuation_observation","INDEPENDENT APPRAISALS","Daily NAV interest expense","","1","method","","","24",""
"PAIR_48C346FAD1F4151F24135D23","B_ONLY","YES","2","valuation_observation","INDEPENDENT APPRAISALS","Daily NAV portfolio income","","1","method","","","25",""
"PAIR_C6D77117B2340DBA20A83A1F","A_ONLY","YES","2","valuation_observation","DEBT MARK TO MARKET","Debt (borrowings) valuation method","","1","method","","5","",""
"PAIR_135DC813D47D7C106711B6CD","B_ONLY","YES","2","valuation_observation","DEBT MARK TO MARKET","Debt mark-to-market adjustment","","1","method","","","16",""
"PAIR_09817A6722494D373F04A595","B_ONLY","YES","2","valuation_observation","INDEPENDENT APPRAISALS","Discounted cash flow analysis","","1","method","","","26",""
"PAIR_590C99F6E74B4D0FB34861DB","B_ONLY","YES","2","valuation_observation","APPRAISAL BASED METHODOLOGY — PROOF POINT","Disposition count","","1","fair_value","","","10",""
