"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","document_context","1","DOCUMENT","","California State Teachers Retirement System (CalSTRS)","DOCUMENT","","1","document","Semi-Annual Private Equity Executive Summary (Open Session)","","","","","California State Teachers Retirement System (CalSTRS)","CalSTRS PE Program","","","","","","","","","","","","","","","California State Teachers Retirement System (CalSTRS)","actual","","","","","","","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","definition_context","2","FOOTNOTE","Why Invest in Private Equity?","Why Invest in Private Equity?","Meketa Capital Markets Assumptions","","1","","","","","","","","","","","","","","","","","","","","As of January 2025. Meketa updates expectations for asset class returns each January for changes in capital markets, including factors such as interest rates, credit spreads, cap rates and equity prices.","","","As of January 2025. Meketa updates expectations for asset class returns each January for changes in capital markets, including factors such as interest rates, credit spreads, cap rates and equity prices.","actual","","","","1","","","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","definition_context","2","FOOTNOTE","Why Invest in Private Equity?","Why Invest in Private Equity?","Surveys of institutional investors","","1","","","","","","","","","","","","","","","","","","","","Source: McKinsey Global Private Markets Report (May 2025).","","","Source: McKinsey Global Private Markets Report (May 2025).","actual","","","","2","","","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","2","NARRATIVE","Why Invest in Private Equity?","Why Invest in Private Equity?","CalSTRS portfolio","","1","portfolio","CalSTRS portfolio","","","","","","","","","","","since program inception","","return","returned","13%","%","","","","","CalSTRS portfolio returned over 13% per year since program inception.","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","definition_context","3","FOOTNOTE","Industry Trends","Industry Trends","Industry Trends","","1","","","","","","","","","","","","","","","","","","","","S&P Global Market Intelligence.","","","S&P Global Market Intelligence.","actual","","","","1","","","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","definition_context","3","FOOTNOTE","Industry Trends","Industry Trends","Moderation in returns","","1","","","","","","","","","","","","","","","","","","","","State Street Private Equity Index.","","","State Street Private Equity Index.","actual","","","","2","","","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","definition_context","5","FOOTNOTE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom Benchmark","","1","","","","","","","","","","","","","","","","","","","","Custom Benchmark as of July 2019 is MSCI ACWI IMI plus 1.5%. Calculated by State Street. Utilized to assess Program performance for periods of 10 years or more. The Custom Benchmark is customized for certain investment restrictions such as tobacco.","","","Custom Benchmark as of July 2019 is MSCI ACWI IMI plus 1.5%. Calculated by State Street.","actual","","","","2","","","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","definition_context","5","FOOTNOTE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Excess vs. Custom Benchmark","","1","","","","","","","","","","","","","","","","","","","","Arrows indicate program outperformance or underperformance against the respective benchmark.","","","Arrows indicate program outperformance or underperformance against the respective benchmark.","actual","","","","3","","","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","definition_context","5","FOOTNOTE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Performance","","1","","","","","","","","","","","","","","","","","","","","Reflects the customized PE Index methodology discussed in the updated Private Equity Investment Policy. Utilized to assess Program performance for periods less than 10years. Calculated by State Street.","","","Reflects the customized PE Index methodology discussed in the updated Private Equity Investment Policy.","actual","","","","1","","","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","CalSTRS PE Program","1 Year (%)","1","portfolio","CalSTRS PE Program","","","","","","","","","","March 31, 2025","1 Year","","return","Performance","8.5","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","CalSTRS PE Program","10 Year (%)","1","portfolio","CalSTRS PE Program","","","","","","","","","","March 31, 2025","10 Year","","return","Performance","12.6","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","CalSTRS PE Program","3 Year (%)","1","portfolio","CalSTRS PE Program","","","","","","","","","","March 31, 2025","3 Year","","return","Performance","5.2","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","CalSTRS PE Program","5 Year (%)","1","portfolio","CalSTRS PE Program","","","","","","","","","","March 31, 2025","5 Year","","return","Performance","16.6","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","CalSTRS PE Program","Since Inception (%)","1","portfolio","CalSTRS PE Program","","","","","","","","","","March 31, 2025","Since Inception","","return","Performance","13.1","%","","","","","CalSTRS PE Program 8.5 5.2 16.6 12.6 13.1","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom Benchmark","1 Year (%)","1","benchmark","Custom Benchmark","","","","","","","","","","March 31, 2025","1 Year","","return","Performance","7.8","%","","","","","Custom Benchmark 7.8 8.3 16.4 10.1 NA","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom Benchmark","10 Year (%)","1","benchmark","Custom Benchmark","","","","","","","","","","March 31, 2025","10 Year","","return","Performance","10.1","%","","","","","Custom Benchmark 7.8 8.3 16.4 10.1 NA","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom Benchmark","3 Year (%)","1","benchmark","Custom Benchmark","","","","","","","","","","March 31, 2025","3 Year","","return","Performance","8.3","%","","","","","Custom Benchmark 7.8 8.3 16.4 10.1 NA","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom Benchmark","5 Year (%)","1","benchmark","Custom Benchmark","","","","","","","","","","March 31, 2025","5 Year","","return","Performance","16.4","%","","","","","Custom Benchmark 7.8 8.3 16.4 10.1 NA","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom State Street Index","1 Year (%)","1","benchmark","Custom State Street Index","","","","","","","","","","March 31, 2025","1 Year","","return","Performance","7.0","%","","","","","Custom State Street Index 7.0 4.2 15.4 12.0 13.5","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom State Street Index","10 Year (%)","1","benchmark","Custom State Street Index","","","","","","","","","","March 31, 2025","10 Year","","return","Performance","12.0","%","","","","","Custom State Street Index 7.0 4.2 15.4 12.0 13.5","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom State Street Index","3 Year (%)","1","benchmark","Custom State Street Index","","","","","","","","","","March 31, 2025","3 Year","","return","Performance","4.2","%","","","","","Custom State Street Index 7.0 4.2 15.4 12.0 13.5","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom State Street Index","5 Year (%)","1","benchmark","Custom State Street Index","","","","","","","","","","March 31, 2025","5 Year","","return","Performance","15.4","%","","","","","Custom State Street Index 7.0 4.2 15.4 12.0 13.5","actual","","","","","unstated","unstated","",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","performance_observation","5","TABLE","Performance (as of March 31, 2025)","Performance (as of March 31, 2025)","Custom State Street Index","Since Inception (%)","1","benchmark","Custom State Street Index","","","","","","","","","","March 31, 2025","Since Inception","","return","Performance","13.5","%","","","","","Custom State Street Index 7.0 4.2 15.4 12.0 13.5","actual","","","","","unstated","unstated","",""
