"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_CA95E4CE12451E2E1BA32939","CLASSIFICATION_CONFLICT","YES","1","document_context","Semi-Annual Private Equity Executive Summary (Open Session)","DOCUMENT","","1","","","1","1","source_table|subject_name|asset_class|manager_name|portfolio_name|as_of_date"
"PAIR_413C05B77153EC4D5D4315DB","CLASSIFICATION_CONFLICT","YES","10","definition_context","Key Policy Parameters","1","","1","","","166","152","source_row_label|subject_type"
"PAIR_5D3267AA6585D39FC845435A","CLASSIFICATION_CONFLICT","YES","10","definition_context","Key Policy Parameters","2","","1","","","167","153","source_row_label|source_occurrence|subject_type"
"PAIR_6B64250E431A023F944DD7E0","CLASSIFICATION_CONFLICT","YES","10","definition_context","Key Policy Parameters","3","","1","","","168","154","source_row_label|subject_type"
"PAIR_60CB9F52D58511009172A31E","CLASSIFICATION_CONFLICT","YES","10","definition_context","Key Policy Parameters","4","","1","","","169","155","source_row_label|source_occurrence|subject_type"
"PAIR_AFA2FDC152E693A10E5B59C7","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Buyouts","CalSTRS Interim Target (%)","1","target_allocation","","146","125","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_9A1BA721281377F85A983C1A","B_ONLY","YES","10","allocation_observation","Key Policy Parameters","Buyouts","NAV ($M)","1","aum","","","126",""
"PAIR_8D317FF653F4C0EA66B93B01","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Buyouts","Percent of Total NAV (%)","1","actual_allocation","","147","127","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_480168D5E0DA3FB2F55EF0A7","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Buyouts","Target Range (%)","1","target_allocation","","148","128","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_A6CDFDB83D8231E8938146DE","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Debt Related","CalSTRS Interim Target (%)","1","target_allocation","","149","129","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_2EA66CCFC18418DDF7575833","B_ONLY","YES","10","allocation_observation","Key Policy Parameters","Debt Related","NAV ($M)","1","aum","","","130",""
"PAIR_EA6F01513FCDDDFDCE3EA9BE","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Debt Related","Percent of Total NAV (%)","1","actual_allocation","","150","131","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_234E1C76B9E21876A521C3D3","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Debt Related","Target Range (%)","1","target_allocation","","151","132","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_0A6497A9F998050D89D61E98","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Longer-Term Strategy","CalSTRS Interim Target (%)","1","target_allocation","","152","133","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_9DFC616B7216832ABAC10AE0","B_ONLY","YES","10","allocation_observation","Key Policy Parameters","Longer-Term Strategy","NAV ($M)","1","aum","","","134",""
"PAIR_56690E3F00C8255A55CDB68B","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Longer-Term Strategy","Percent of Total NAV (%)","1","actual_allocation","","153","135","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_C3559ED491DCE4DB712FB24B","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Longer-Term Strategy","Target Range (%)","1","target_allocation","","154","136","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_64D9A7A856CA77DB49D757C7","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Multi-Strategy","CalSTRS Interim Target (%)","1","target_allocation","","155","137","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_DCFFF3131E8F1D785A32EDB5","B_ONLY","YES","10","allocation_observation","Key Policy Parameters","Multi-Strategy","NAV ($M)","1","aum","","","138",""
"PAIR_A98D24F8BDCBF3C817186C96","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Multi-Strategy","Percent of Total NAV (%)","1","actual_allocation","","156","139","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_DA304E74AC8AD43E7EB862D8","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Multi-Strategy","Target Range (%)","1","target_allocation","","157","140","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_FFF76E4170A9DE51D92DDB83","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Special Mandates","CalSTRS Interim Target (%)","1","target_allocation","","158","141","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_3F02821E965DA7D5B3D66E27","B_ONLY","YES","10","allocation_observation","Key Policy Parameters","Special Mandates","NAV ($M)","1","aum","","","142",""
"PAIR_6274DDE3E54AA9C966E26A48","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Special Mandates","Percent of Total NAV (%)","1","actual_allocation","","159","143","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_1A467A39E9E19AAD5B0137BB","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Special Mandates","Target Range (%)","1","target_allocation","","160","144","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_541A1F183C10F3D21566AEBB","CONTEXT_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Total Program","CalSTRS Interim Target (%)","1","target_allocation","","161","145","asset_class|as_of_date|metric_name|definition_keys"
"PAIR_7B29BB7E455036016A195660","B_ONLY","YES","10","allocation_observation","Key Policy Parameters","Total Program","NAV ($M)","1","aum","","","146",""
"PAIR_1CC492E996F7091AABA11B0A","CONTEXT_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Total Program","Percent of Total NAV (%)","1","actual_allocation","","162","147","asset_class|as_of_date|metric_name|definition_keys"
"PAIR_1A45E193EDA31173929D0D8C","CLASSIFICATION_CONFLICT","YES","10","allocation_observation","Key Policy Parameters","Venture Capital","CalSTRS Interim Target (%)","1","target_allocation","","163","148","subject_type|asset_class|as_of_date|metric_name|definition_keys"
"PAIR_8B25D11DDA147AF58529B254","B_ONLY","YES","10","allocation_observation","Key Policy Parameters","Venture Capital","NAV ($M)","1","aum","","","149",""
