"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","1","REFERENCE_ONLY","YES","Semi-Annual Private Equity Executive Summary (Open Session)","document_context","1","1","Cover slide: title block, presenter logo and date only. The document_context row is bookkeeping and does not make the page eligible. Both lanes agreed on the status and the count; only the structure name differed, and the page's own title block is 'Semi-Annual Private Equity Executive Summary (Open Session)'."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","2","ELIGIBLE_DATA_EXTRACTED","YES","Why Invest in Private Equity?","definition_context | performance_observation","3","3","Meketa capital-markets return assumptions and the LP-survey allocation statistic are the asset manager's/peer-survey own figures, not a CalSTRS entity measure, so only the CalSTRS since-inception return figure and the two footnotes were taken."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","3","ELIGIBLE_DATA_EXTRACTED","YES","Industry Trends","definition_context","2","2","Two printed footnotes, 'S&P Global Market Intelligence.' and 'State Street Private Equity Index.' The narrative figures on the page ($425 billion of industry fundraising, nearly $3 trillion raised 2019-2021, $565 million net cash flow, 7.6% and 8.7% trailing US PE returns) name industry aggregates or a net cash flow, none of which has an allowed category for this document type; both lanes excluded them. Only the structure name differed and the printed heading is 'Industry Trends', the superscript being a footnote marker."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","4","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: narrative commentary contains no populated values in an allowed category | NO_ELIGIBLE_REASON: qualitative outlook commentary only, no printed figures, dates, or footnotes of any kind on this page."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","5","ELIGIBLE_DATA_EXTRACTED","YES","Performance (as of March 31, 2025)","definition_context | performance_observation","26","26",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","6","ELIGIBLE_DATA_EXTRACTED","YES","Performance by Strategy","allocation_observation | definition_context | performance_observation","52","52","Nine printed rows by five printed period columns is 45 value cells, plus four printed footnotes, plus three shares of NAV printed in the page's own narrative that neither lane extracted: 'Buyouts (77% of program NAV)' and 'Venture (8% of NAV) and Special Mandates (4% of NAV)'. Those three are stated as fact and the same shares are tabulated on page 10, so they are added."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","7","ELIGIBLE_DATA_EXTRACTED","YES","Investment Structure (Fund / Co-Investment)","allocation_observation | performance_observation","17","17","Three printed rows by five printed period columns is 15 value cells, plus the two shares printed in 'Co-Investment exposure grew from 22% one year ago to 24% currently.' The '$1 billion of leverage' and 'approximately $480 million had been drawn on a credit facility' sentences have no allowed category and both lanes excluded them."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","8","ELIGIBLE_DATA_EXTRACTED","YES","Geographic Exposures","definition_context | performance_observation","26","26",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","9","ELIGIBLE_DATA_EXTRACTED","YES","Implementation","definition_context | fund_economics_observation","21","21","The chart prints twenty data labels, $6.9 through $5.3, over vintage years 2006 to 2025 under a printed axis reading 'Commitments ($B)', plus the printed bullet 'The Private Equity Team aims for one-fourth of 2025 deployment to be in co-investments.' B declared the page NO_ELIGIBLE_DATA; the printed labels are stated commitment amounts, so that zero is wrong and A's twenty rows stand."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","10","ELIGIBLE_DATA_EXTRACTED","YES","Key Policy Parameters","allocation_observation | definition_context | fund_economics_observation","31","31","Seven printed rows by four printed value columns is 28 cells, less the 'NA' in Total Program / Target Range, is 27 value cells, plus four printed footnotes. A skipped the whole printed 'NAV ($M)' column and so counted 24; B's 31 matches the page."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","11","ELIGIBLE_DATA_EXTRACTED","YES","Summary","allocation_observation | fund_economics_observation","3","3","One printed sentence carries three values: 'Current NAV ($56.2 billion) is 16.1% of the Total Fund, versus the long-term target of 14%.' Both lanes wrote three rows for it under different labels, so three rows publish, not six."
