"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","1","REFERENCE_ONLY","YES","California State Teachers Retirement System (CalSTRS)","document_context","1","1","Cover page: title, date, and program name only; document identity captured in the document_context row."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","2","ELIGIBLE_DATA_EXTRACTED","YES","Why Invest in Private Equity?","definition_context | performance_observation","3","3","Meketa capital-markets return assumptions and the LP-survey allocation statistic are the asset manager's/peer-survey own figures, not a CalSTRS entity measure, so only the CalSTRS since-inception return figure and the two footnotes were taken."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","3","ELIGIBLE_DATA_EXTRACTED","YES","Industry Trends","definition_context","2","2","NO_ELIGIBLE_REASON: the $425 billion fundraising total, the $3 trillion 2019-2021 fundraising total, and the trailing US PE return figures describe the private-equity market/an index, not CalSTRS; the $565 million net cash flow figure is a CalSTRS fact but has no allowed record_family or metric_category on this route. Only the two footnotes were taken."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","4","NO_ELIGIBLE_DATA","YES","Go Forward Commentary","","0","0","NO_ELIGIBLE_REASON: qualitative outlook commentary only, no printed figures, dates, or footnotes of any kind on this page."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","5","ELIGIBLE_DATA_EXTRACTED","YES","Performance (as of March 31, 2025)","definition_context | performance_observation","26","26",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","6","ELIGIBLE_DATA_EXTRACTED","YES","Performance by Strategy","definition_context | performance_observation","49","49",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","7","ELIGIBLE_DATA_EXTRACTED","YES","Investment Structure (Fund / Co-Investment)","allocation_observation | performance_observation","17","17","NO_ELIGIBLE_REASON: the $1 billion co-investment leverage allocation and the $480 million credit-facility draw are CalSTRS facts but have no allowed record_family (outstanding_balance/financing_observation) on this route, so only the co-investment exposure percentages and the performance table were taken."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","8","ELIGIBLE_DATA_EXTRACTED","YES","Geographic Exposures","definition_context | performance_observation","26","26",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","9","NO_ELIGIBLE_DATA","YES","Implementation","","0","0","NO_ELIGIBLE_REASON: the only quantitative statement is the co-investment deployment target printed as the word fraction ""one-fourth,"" not a printed number; no other figures or footnotes on this page."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","10","ELIGIBLE_DATA_EXTRACTED","YES","Key Policy Parameters","allocation_observation | definition_context","31","31","Target Range for Total Program is printed as NA, so no record; NAV/percent/target rows for the six strategy buckets and Total Program were taken."
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","B","11","ELIGIBLE_DATA_EXTRACTED","YES","Summary","allocation_observation | performance_observation","3","3",""
