"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","1","REFERENCE_ONLY","YES","Semi-Annual Private Equity Executive Summary (Open Session)","document_context","1","1","cover page; document_context bookkeeping row"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","2","ELIGIBLE_DATA_EXTRACTED","YES","Why Invest in Private Equity?","definition_context | performance_observation","3","3",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","3","ELIGIBLE_DATA_EXTRACTED","YES","Industry Trends1","definition_context","2","2","definitions extracted; industry and market figures are external statistics, and CalSTRS cash flow is outside the allowed Institutional_Report categories"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","4","NO_ELIGIBLE_DATA","YES","Go Forward Commentary","","0","0","NO_ELIGIBLE_REASON: narrative commentary contains no populated values in an allowed category"
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","5","ELIGIBLE_DATA_EXTRACTED","YES","Performance (as of March 31, 2025)","definition_context | performance_observation","26","26",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","6","ELIGIBLE_DATA_EXTRACTED","YES","Performance by Strategy1,2","definition_context | performance_observation","49","49",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","7","ELIGIBLE_DATA_EXTRACTED","YES","Investment Structure (Fund / Co-Investment)","fund_economics_observation | performance_observation","17","17",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","8","ELIGIBLE_DATA_EXTRACTED","YES","Geographic Exposures","definition_context | performance_observation","26","26",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","9","ELIGIBLE_DATA_EXTRACTED","YES","Implementation","definition_context | fund_economics_observation","21","21",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","10","ELIGIBLE_DATA_EXTRACTED","YES","Key Policy Parameters","allocation_observation | definition_context","24","24",""
"2026-09-01.2","SRC602","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","Institutional_Report","03-institutional-report","CORE","A","11","ELIGIBLE_DATA_EXTRACTED","YES","Summary","allocation_observation | fund_economics_observation","3","3",""
