quality_result_id,run_id,record_table,record_id,fund_id,rule_id,severity,status,actual_value,expected_value,difference,tolerance,source_document_id,synthetic_parameter_set_id,checked_at,notes
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R01_NONNEGATIVE_BALANCES,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R01_NONNEGATIVE_BALANCES,error,PASS,0,0,0,0,SRC035,,1970-01-01T00:00:00Z,"minimum of paid-in capital, distributions, and NAV"
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R02_TVPI_COMPONENTS,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R02_TVPI_COMPONENTS,error,SKIP,,,,,SRC035,,1970-01-01T00:00:00Z,required reported or recomputed value is missing
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R03_DPI_RECOMPUTE,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R03_DPI_RECOMPUTE,error,SKIP,,,,,SRC035,,1970-01-01T00:00:00Z,required reported or recomputed value is missing
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R04_RVPI_RECOMPUTE,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R04_RVPI_RECOMPUTE,error,SKIP,,,,,SRC035,,1970-01-01T00:00:00Z,required reported or recomputed value is missing
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R05_TVPI_RECOMPUTE,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R05_TVPI_RECOMPUTE,error,PASS,1.95,1.94952517898,0.00047482102,0.0100007718309,SRC035,,1970-01-01T00:00:00Z,tvpi compared with distributions plus nav divided by paid-in capital; tolerance widened by 0.00500077183092 for the printed precision of the inputs
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R06_COMMITMENT_RECONCILIATION,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R06_COMMITMENT_RECONCILIATION,warning,SKIP,,,,,SRC035,,1970-01-01T00:00:00Z,"commitment, paid-in capital, unfunded commitment, or recallable treatment is missing"
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R07_NAV_ROLLFORWARD,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R07_NAV_ROLLFORWARD,error,SKIP,,,,,SRC035,,1970-01-01T00:00:00Z,one or more NAV roll-forward components are missing
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R08_XIRR_RECOMPUTE,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R08_XIRR_RECOMPUTE,error,SKIP,,,,,SRC035,,1970-01-01T00:00:00Z,cash flows plus ending NAV omit a negative value or a positive value
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R09_VINTAGE_DATE,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R09_VINTAGE_DATE,error,PASS,2007,2021,-14,0,SRC035,,1970-01-01T00:00:00Z,vintage year must fall on or before the as-of year
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R10_FUND_SIZE_BOUND,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R10_FUND_SIZE_BOUND,warning,SKIP,,,,,SRC035,,1970-01-01T00:00:00Z,fund size or LP commitment is missing
QR_EXTRACTED_QC_V1_FP_631018aee601270b_R11_PROVENANCE_REQUIREMENTS,EXTRACTED_QC_V1,fund_periods,FP_631018aee601270b,FUND_0004,R11_PROVENANCE_REQUIREMENTS,error,PASS,complete,complete,,,SRC035,,1970-01-01T00:00:00Z,EXTRACTED provenance evidence requirements
