"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_CEFE716EFD9DBB4CE3D7FCA7","B_ONLY","YES","1","document_context","DOCUMENT","DOCUMENT","","1","","","","1",""
"PAIR_9846FCA630A6D1622888634D","B_ONLY","YES","1","subscription_reference","","LUBERT-ADLER REAL ESTATE FUND VII, L.P.","","1","","subscription_fund","","2",""
"PAIR_86B4387926181A551798FB80","A_ONLY","YES","29","subscription_reference","","1. Subscription","","1","","fund_jurisdiction","2","",""
"PAIR_763AF8A719B08F1D9989F18A","A_ONLY","YES","29","subscription_reference","","1. Subscription","","2","","subscription_fund","3","",""
"PAIR_43DAC662B4B217E84E3ED84A","B_ONLY","YES","29","subscription_reference","1. Subscription","a Delaware limited partnership","","1","","fund_jurisdiction","","5",""
"PAIR_5CD547EF4CE661CC9D1C891D","A_ONLY","YES","29","document_context","DOCUMENT","DOCUMENT","","1","","","1","",""
"PAIR_343856EA9B38C018345A5709","B_ONLY","YES","29","subscription_reference","1. Subscription","Lubert-Adler Real Estate Fund VII, L.P.","","1","","subscription_fund","","6",""
"PAIR_0621CB10385B487767DF23FF","VALUE_CONFLICT","YES","29","subscription_reference","","To: Lubert-Adler Group VII, L.P.","","1","","general_partner","4","4","source_row_label|subject_type|text_raw"
"PAIR_3BA0E8CABFD95DF89F05426B","B_ONLY","YES","3","subscription_reference","","Lubert-Adler Group VII, L.P.","","1","","general_partner","","3",""
"PAIR_2065DB1F2E126F9DD49B0113","B_ONLY","YES","41","subscription_reference","IN WITNESS WHEREOF","as of this 11 day of July, 2014","","1","","execution_date","","7",""
"PAIR_39C78FD8C8A353FC5BBC4EBB","A_ONLY","YES","41","subscription_reference","","Date","","1","","execution_date","5","",""
"PAIR_BB40C53FFF5ABBDD08A7B0F7","B_ONLY","YES","41","subscription_reference","IN WITNESS WHEREOF","Date","","2","","execution_date","","8",""
"PAIR_2BC60A260DAEB1C201BCA612","B_ONLY","YES","41","subscription_reference","IN WITNESS WHEREOF","Lubert-Adler Group VII, L.P.","","1","","general_partner","","9",""
"PAIR_A2E35433B593FC2898C0BCE7","VALUE_CONFLICT","YES","41","subscription_reference","","The foregoing subscription is accepted by Lubert-Adler Group VII, L.P.","","1","","accepted_commitment","6","10","source_structure_type|source_section|source_table|subject_name|text_raw|condition_raw|evidence_quote"
"PAIR_27E10396E32E82A0FD5F1C77","VALUE_CONFLICT","YES","41","subscription_reference","","U.S. Dollar amount of Interests purchased","","1","","requested_commitment","7","11","source_structure_type|source_section|source_table|subject_name|text_raw"
"PAIR_6DF1D9883A56DBA35A96B9D1","B_ONLY","YES","43","subscription_reference","IN WITNESS WHEREOF","as of this 11 day of July, 2014","","1","","execution_date","","12",""
"PAIR_8CF0520E010A8C085E7B9F1C","B_ONLY","YES","43","subscription_reference","IN WITNESS WHEREOF","Date","","2","","execution_date","","13",""
"PAIR_94D4CABA13EDF0418C460CD5","B_ONLY","YES","43","subscription_reference","IN WITNESS WHEREOF","Lubert-Adler Group VII, L.P.","","1","","general_partner","","14",""
"PAIR_D50506B6FB450183D0723991","B_ONLY","YES","43","subscription_reference","IN WITNESS WHEREOF","The foregoing subscription is accepted by Lubert-Adler Group VII, L.P.","","1","","accepted_commitment","","15",""
"PAIR_7E02CA61BF9EFF1F5442B28A","B_ONLY","YES","43","subscription_reference","IN WITNESS WHEREOF","U.S. Dollar amount of Interests purchased","","1","","requested_commitment","","16",""
