"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_E237DAAC10369DC863DADEE6","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16a Legal fees","(a) Revenue and expenses per books","1","fund_expense","","","2",""
"PAIR_27DA8A068BCD161AD8EC435D","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16a Legal fees","(b) Net investment income","1","fund_expense","","","3",""
"PAIR_54332E2B35B0831DD57F9C22","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16a Legal fees","(c) Adjusted net income","1","fund_expense","","","4",""
"PAIR_86A72C2E5CEECB2F70207772","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16a Legal fees","(d) Disbursements for charitable purposes","1","fund_expense","","","5",""
"PAIR_847BBABCE7A73765A79F42DC","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16a Legal fees (attach schedule)","(a) Revenue and expenses per books","1","fund_expense","","2","",""
"PAIR_BE3ED66D0ABBFC3F53061DDD","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16a Legal fees (attach schedule)","(b) Net investment income","1","fund_expense","","3","",""
"PAIR_D49BC55AA4C21B6A2AD3D582","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16a Legal fees (attach schedule)","(c) Adjusted net income","1","fund_expense","","4","",""
"PAIR_44B695BCA94D6E2141B49E76","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16a Legal fees (attach schedule)","(d) Disbursements for charitable purposes (cash basis only)","1","fund_expense","","5","",""
"PAIR_691DD52AB5CA0A70019B7459","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16b Accounting fees","(a) Revenue and expenses per books","1","fund_expense","","","6",""
"PAIR_C1B62305BEDDDF04C7F3192D","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16b Accounting fees","(b) Net investment income","1","fund_expense","","","7",""
"PAIR_25E9BF3069ADF9B9A76E6707","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16b Accounting fees","(c) Adjusted net income","1","fund_expense","","","8",""
"PAIR_E33705BAE04A085B71910A9F","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16b Accounting fees","(d) Disbursements for charitable purposes","1","fund_expense","","","9",""
"PAIR_1BCBE4E94518CFF9A084136D","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16b Accounting fees (attach schedule)","(a) Revenue and expenses per books","1","fund_expense","","6","",""
"PAIR_B125797072EA9F7C29D61F95","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16b Accounting fees (attach schedule)","(b) Net investment income","1","fund_expense","","7","",""
"PAIR_A6685813593505358A25676A","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16b Accounting fees (attach schedule)","(c) Adjusted net income","1","fund_expense","","8","",""
"PAIR_8FDE9CF89A5A25A5BD0B2304","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16b Accounting fees (attach schedule)","(d) Disbursements for charitable purposes (cash basis only)","1","fund_expense","","9","",""
"PAIR_00E7C473FD23721D499667CA","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16c Other professional fees","(a) Revenue and expenses per books","1","fund_expense","","","10",""
"PAIR_5CAFE77E042B6BB7146A91A3","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16c Other professional fees","(b) Net investment income","1","fund_expense","","","11",""
"PAIR_FBA7CB7DEE38C3D20F7329AC","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16c Other professional fees","(c) Adjusted net income","1","fund_expense","","","12",""
"PAIR_F7E941C488BF7876F9CE7E46","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","16c Other professional fees","(d) Disbursements for charitable purposes","1","fund_expense","","","13",""
"PAIR_1FBDE53FDDB7897A7C0CFB13","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16c Other professional fees (attach schedule)","(a) Revenue and expenses per books","1","fund_expense","","10","",""
"PAIR_537EE494AAC5B53DB91D9E09","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16c Other professional fees (attach schedule)","(b) Net investment income","1","fund_expense","","11","",""
"PAIR_2664377A6742DDF62C3A8026","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16c Other professional fees (attach schedule)","(c) Adjusted net income","1","fund_expense","","12","",""
"PAIR_C4957EC4C672668B0B8C19DD","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","16c Other professional fees (attach schedule)","(d) Disbursements for charitable purposes (cash basis only)","1","fund_expense","","13","",""
"PAIR_DA81B2A0C8809C273B4B49A7","CLASSIFICATION_CONFLICT","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","17 Interest","(a) Revenue and expenses per books","1","interest_expense","","14","14","source_section|source_table|subject_name|evidence_quote"
"PAIR_58DD0457FAAADF86CD5ABA92","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","17 Interest","(b) Net investment income","1","interest_expense","","","15",""
"PAIR_F85CFD8DB7A18A2F469FB36C","A_ONLY","YES","1","financial_statement_observation","Analysis of Revenue and Expenses","17 Interest","(d) Disbursements for charitable purposes (cash basis only)","1","interest_expense","","15","",""
"PAIR_91E0BB1A6E2586B40A97C3EE","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","18 Taxes","(a) Revenue and expenses per books","1","fund_expense","","","16",""
"PAIR_335AA8D516E062DC1039330D","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","18 Taxes","(b) Net investment income","1","fund_expense","","","17",""
"PAIR_D69EC42F91C51C0A3FAD6AC4","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","18 Taxes","(c) Adjusted net income","1","fund_expense","","","18",""
"PAIR_F42BAAE470710EAB1607FC80","B_ONLY","YES","1","financial_statement_observation","Part I Analysis of Revenue and Expenses","18 Taxes","(d) Disbursements for charitable purposes","1","fund_expense","","","19",""
