"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_847BBABCE7A73765A79F42DC","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate. LABEL RULING, applied to every row of this return: source_row_label, source_column_label and metric_name take the complete printed text of the line and of the column heading, including printed parentheticals such as (attach schedule), (see instructions) and (cash basis only); those are printed words of the label, not trailing colons or footnote markers, so trimming them loses printed text. STRUCTURE RULING, applied to every row of this return: source_section takes the part designator printed in the heading bar (Part I) and source_table takes the table title printed beside it (Analysis of Revenue and Expenses); B copied the concatenation into both fields, which stores one fact twice and puts a section designator inside the table name. B leads only on evidence_quote, which does not carry the row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_BE3ED66D0ABBFC3F53061DDD","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate, under the LABEL and STRUCTURE rulings for this return: complete printed line and column headings including printed parentheticals, part designator in source_section, table title in source_table.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_D49BC55AA4C21B6A2AD3D582","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate, under the LABEL and STRUCTURE rulings for this return: complete printed line and column headings including printed parentheticals, part designator in source_section, table title in source_table.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_44B695BCA94D6E2141B49E76","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate. A's column heading (d) Disbursements for charitable purposes (cash basis only) is the complete printed heading; B stops at purposes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E237DAAC10369DC863DADEE6","REJECT","duplicate of the same printed cell, published from A's row under the LABEL and STRUCTURE rulings for this return: A carries the complete printed line and column headings including the printed parentheticals and keeps the part designator in source_section, where B trims the labels and copies the concatenated heading into both source_section and source_table. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_27DA8A068BCD161AD8EC435D","REJECT","duplicate of the same printed cell, published from A's row under the LABEL and STRUCTURE rulings for this return. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_54332E2B35B0831DD57F9C22","REJECT","duplicate of the same printed cell, published from A's row under the LABEL and STRUCTURE rulings for this return. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_86A72C2E5CEECB2F70207772","REJECT","duplicate of the same printed cell, published from A's row under the LABEL and STRUCTURE rulings for this return. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_1BCBE4E94518CFF9A084136D","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate, under the LABEL and STRUCTURE rulings for this return.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_B125797072EA9F7C29D61F95","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate, under the LABEL and STRUCTURE rulings for this return.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A6685813593505358A25676A","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate, under the LABEL and STRUCTURE rulings for this return.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8FDE9CF89A5A25A5BD0B2304","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate. A's column heading is the complete printed (d) Disbursements for charitable purposes (cash basis only).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_691DD52AB5CA0A70019B7459","REJECT","duplicate of the same printed cell, published from A's row under the LABEL and STRUCTURE rulings for this return. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_C1B62305BEDDDF04C7F3192D","REJECT","duplicate of the same printed cell, published from A's row under the LABEL and STRUCTURE rulings for this return. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_25E9BF3069ADF9B9A76E6707","REJECT","duplicate of the same printed cell, published from A's row under the LABEL and STRUCTURE rulings for this return. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E33705BAE04A085B71910A9F","REJECT","duplicate of the same printed cell, published from A's row under the LABEL and STRUCTURE rulings for this return. One printed cell is one row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_1FBDE53FDDB7897A7C0CFB13","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate, under the LABEL and STRUCTURE rulings for this return.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_537EE494AAC5B53DB91D9E09","ACCEPT_A","A holds the printed cell and B's row for the same cell is rejected as the trimmed duplicate, under the LABEL and STRUCTURE rulings for this return.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
