record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
holding,as_of_date,"Schedule valuation/reporting date printed by source; e.g. December 31, 2025; August 31, 2021/2022; December 31, 2023/2024",Schedule valuation or holdings date applying to the row.,SRC407,9,9,9,100.0,7,0.8,HIGH,Essential temporal key for all positions.,CORE,,SRC407,1,Document-level context; may be inherited by repeating positions. SRC499 contains an unfilled period-end field.
investment_position,position_name,Private Equity Investments [row label]; Name of Issuer; Investments [fund row]; Name of issuer; Title of the issue or description of the investment; Investment Name; SECURITY; SECURITY; NAME; NAME,Exact printed name or description of the investment/holding.,SRC407,9,9,9,100.0,36408,4045.3,HIGH,"Primary position identity for joins, concentration and look-through.",MERGED,investment_name,SRC407,1,"One row per printed private-equity investment. SRC499 is template-only, so adds no populated observations."
investment_position,position_category,Direct Investments/Co-Investments; Primary Investments; Early Secondary Investments; Secondary Investments; Money Market Funds; Investment Pools; named Pool headings; DOMESTIC COMMON STOCKS; FOREIGN COMMON STOCKS; CREDIT; PRIVATE EQUITY; VENTURE; INFRASTRUCTURE; REAL ESTATE; etc.; DOMESTIC COMMON STOCKS; FOREIGN COMMON STOCKS; CREDIT; PRIVATE EQUITY; VENTURE; INFRASTRUCTURE; REAL ESTATE; etc.; section headings such as EQUITIES; FIXED INCOME; PRIVATE FUND INVESTMENTS; derivative contract sections; section headings such as EQUITIES; FIXED INCOME; PRIVATE FUND INVESTMENTS; derivative contract sections,Printed schedule section or investment-type bucket applying to a position.,SRC407,9,9,6,66.7,36097,6016.2,HIGH,"Separates primary, secondary, co-investment and other exposure without one field per category.",MERGED,investment_type,SRC407,1,Inherited from printed section heading; money-market rows excluded from 384 PE-position count.
investment_position,geographic_region,Geographic Region,Printed geographic region associated with the position.,SRC407,9,9,1,11.1,384,384.0,HIGH,Geographic concentration and exposure analysis.,MERGED,geography,SRC407,1,"North America, Europe, Rest of World in this source."
investment_position,acquisition_date,Acquisition Date,Printed date the position or portfolio interest was acquired.,SRC407,9,9,1,11.1,384,384.0,HIGH,"Position age, pacing and secondary acquisition analysis.",DROP,,SRC407,1,"MM/DD/YYYY. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema."
investment_position,cost,Cost; COST; COST,Printed accounting cost or allocated acquisition cost for the position.,SRC407,9,9,3,33.3,5961,1987.0,HIGH,Cost basis versus current value; supports unrealized value analysis downstream without computing it here.,MERGED,cost_raw,SRC407,1,Footnote says allocated cost may not equal actual cost of each interest because portfolios are acquired for a single price.
investment_position,fair_value,"Fair Value; Market Value; Market Value; Value (U.S. dollars); September 30, 2022 Market Value; FAIR VALUE; FAIR VALUE; FAIR VALUE; FAIR VALUE",Printed fair value or market value of the position at the schedule date.,SRC407,9,9,9,100.0,36408,4045.3,HIGH,Core holding valuation and exposure field.,MERGED,fair_value_raw,SRC407,1,Private equity positions use NAV practical expedient or fair valuation as described in notes. SRC499 is template-only.
investment_position,unfunded_flag,(f) committed capital but the investment has not been fully funded,Printed indicator that committed capital remains not fully funded for the position.,SRC407,9,9,1,11.1,326,326.0,MEDIUM,Identifies future funding obligations and liquidity exposure.,DROP,,SRC407,1,"Footnote marker, not a printed amount. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema."
investment_position,non_income_producing_flag,(d) Non-income producing security,Printed indicator that the position is non-income producing.,SRC407,9,9,1,11.1,237,237.0,MEDIUM,Distinguishes income-producing versus non-income-producing exposures.,DROP,,SRC407,1,"Footnote marker. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema."
investment_position,collateral_pledged_flag,(g) indirectly pledged as collateral,Printed indicator that all or a portion of the position is pledged as collateral.,SRC407,9,9,1,11.1,293,293.0,MEDIUM,Financing and encumbrance risk.,DROP,,SRC407,1,"Footnote marker tied to revolving credit agreement. Final: excluded for low document prevalence, source-specific semantics, redundancy, template-only low value, or because it belongs to another reporting grain rather than the compact holding schema."
