"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_64F9093E0E6656877FF8EC6C","MERGE","source_section is the page's own printed blue heading `Notes to Financial Statements (continued)`; `Financial Section` is the document-part running header above it and A's value was a sentence fragment; one-sided row confirmed printed on page 1 from the page image.","2026-08-22.2","SRC152","3c5ea49df11ea7acd103759a4d84ab994abbe40fe6b9770ac1f2a723929dc717","Financials","01-financials","CORE","ADJUDICATED","document_context","1","DOCUMENT","Notes to Financial Statements (continued)","","DOCUMENT","","1","document","PSERS","","","","","","","","","","June 30, 2017 and 2016","","","","","","","","","","","PSERS | PAGE 51","actual","","","","","","","",""
"PAIR_F82485692D38CCB479C1E2CF","REJECT","Printed rate is an index-plus-spread formula (`1 month LIBOR plus 40 basis points`, page 1). financing_observation carries only metric_value_raw and unit, with no field for the index base, so any single number here misstates the printed rate; B's value `1 month LIBOR plus 40` puts wording in the value column. No other Financials family accepts a rate formula.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_BA4A1ECEBBB9D5D127013FF3","MERGE","source_section is the page's own printed blue heading `Notes to Financial Statements (continued)`; `Financial Section` is the document-part running header above it and A's value was a sentence fragment; metric_name `line of credit advances` is the printed measure, never the period; value keeps the printed currency symbol; one-sided row confirmed printed on page 1 from the page image.","2026-08-22.2","SRC152","3c5ea49df11ea7acd103759a4d84ab994abbe40fe6b9770ac1f2a723929dc717","Financials","01-financials","CORE","ADJUDICATED","financing_observation","1","NARRATIVE","Notes to Financial Statements (continued)","i. Fair Value Levels","line of credit advances","2016","1","other_printed_scope","line of credit advances","","","","","","","","","","June 30, 2016","","","outstanding_balance","line of credit advances","$132,000,000","","","","","","At June 30, 2016, $132,000,000 in line of credit advances","actual","","","","","","","",""
"PAIR_3BFA8ED59A2F9D952022FE13","MERGE","source_section is the page's own printed blue heading `Notes to Financial Statements (continued)`; `Financial Section` is the document-part running header above it and A's value was a sentence fragment; metric_name `Fair Value` is the printed measure, never the period; value keeps the printed currency symbol.; Source review: p1: Fair Value (The statement or note reports this line and its valuation column separately.) | p1: Fair Value (Printed heading or definition supporting the source-reviewed qualifier.)","2026-08-22.2","SRC152","3c5ea49df11ea7acd103759a4d84ab994abbe40fe6b9770ac1f2a723929dc717","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","1","NARRATIVE","Notes to Financial Statements (continued)","i. Fair Value Levels","Other domestic short-term investments","2016","1","asset_class","Other domestic short-term investments","","","","","","","","","","June 30, 2016","","","investment_fair_value","Fair Value","$64,943,000","","","","Fair Value","","and $64,943,000 for the years ended 2017 and 2016,","actual","","","","","","","statement_line",""
"PAIR_D2E012148AB1AAB2E1A8B011","MERGE","source_section is the page's own printed blue heading `Notes to Financial Statements (continued)`; `Financial Section` is the document-part running header above it and A's value was a sentence fragment; metric_name `Fair Value` is the printed measure, never the period; value keeps the printed currency symbol.; Source review: p1: Fair Value (The statement or note reports this line and its valuation column separately.) | p1: Fair Value (Printed heading or definition supporting the source-reviewed qualifier.)","2026-08-22.2","SRC152","3c5ea49df11ea7acd103759a4d84ab994abbe40fe6b9770ac1f2a723929dc717","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","1","NARRATIVE","Notes to Financial Statements (continued)","i. Fair Value Levels","Other domestic short-term investments","2016","2","asset_class","Other domestic short-term investments","","","","","","","","","","June 30, 2016","","","investment_fair_value","Fair Value","$104,205,000","","","","Fair Value","","$129,996,000 and $104,205,000 for the fiscal years","actual","","","","","","","statement_line",""
"PAIR_346415615440BDFEE3AD0D29","MERGE","source_section is the page's own printed blue heading `Notes to Financial Statements (continued)`; `Financial Section` is the document-part running header above it and A's value was a sentence fragment; metric_name `Fair Value` is the printed measure, never the period; value keeps the printed currency symbol.; Source review: p1: Fair Value (The statement or note reports this line and its valuation column separately.) | p1: Fair Value (Printed heading or definition supporting the source-reviewed qualifier.)","2026-08-22.2","SRC152","3c5ea49df11ea7acd103759a4d84ab994abbe40fe6b9770ac1f2a723929dc717","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","1","NARRATIVE","Notes to Financial Statements (continued)","i. Fair Value Levels","Other domestic short-term investments","2017","1","asset_class","Other domestic short-term investments","","","","","","","","","","June 30, 2017","","","investment_fair_value","Fair Value","$20,660,000","","","","Fair Value","","• Other domestic short-term investments of $20,660,000","actual","","","","","","","statement_line",""
"PAIR_E9287606FB88D39C50F8F9C0","MERGE","source_section is the page's own printed blue heading `Notes to Financial Statements (continued)`; `Financial Section` is the document-part running header above it and A's value was a sentence fragment; metric_name `Fair Value` is the printed measure, never the period; value keeps the printed currency symbol.; Source review: p1: Fair Value (The statement or note reports this line and its valuation column separately.) | p1: Fair Value (Printed heading or definition supporting the source-reviewed qualifier.)","2026-08-22.2","SRC152","3c5ea49df11ea7acd103759a4d84ab994abbe40fe6b9770ac1f2a723929dc717","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","1","NARRATIVE","Notes to Financial Statements (continued)","i. Fair Value Levels","Other domestic short-term investments","2017","2","asset_class","Other domestic short-term investments","","","","","","","","","","June 30, 2017","","","investment_fair_value","Fair Value","$129,996,000","","","","Fair Value","","$129,996,000 and $104,205,000 for the fiscal years","actual","","","","","","","statement_line",""
"PAIR_2104FF10C7E436DB86D849E3","MERGE","source_section is the page's own printed blue heading `Notes to Financial Statements (continued)`; `Financial Section` is the document-part running header above it and A's value was a sentence fragment; metric_name `Fair Value` is the printed measure, never the period; value keeps the printed currency symbol.; Source review: p1: Fair Value (The statement or note reports this line and its valuation column separately.) | p1: Fair Value (Printed heading or definition supporting the source-reviewed qualifier.)","2026-08-22.2","SRC152","3c5ea49df11ea7acd103759a4d84ab994abbe40fe6b9770ac1f2a723929dc717","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","1","NARRATIVE","Notes to Financial Statements (continued)","i. Fair Value Levels","PSERS Short-Term Investment Fund","2016","1","fund","PSERS Short-Term Investment Fund","","","","","","","","","","June 30, 2016","","","investment_fair_value","Fair Value","$23,944,000","","","","Fair Value","","and $23,944,000 for the years ended 2017 and 2016,","actual","","","","","","","statement_line",""
"PAIR_AFFEA230A1A6C4AFE8EB2F76","MERGE","source_section is the page's own printed blue heading `Notes to Financial Statements (continued)`; `Financial Section` is the document-part running header above it and A's value was a sentence fragment; metric_name `Fair Value` is the printed measure, never the period; value keeps the printed currency symbol.; Source review: p1: Fair Value (The statement or note reports this line and its valuation column separately.) | p1: Fair Value (Printed heading or definition supporting the source-reviewed qualifier.)","2026-08-22.2","SRC152","3c5ea49df11ea7acd103759a4d84ab994abbe40fe6b9770ac1f2a723929dc717","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","1","NARRATIVE","Notes to Financial Statements (continued)","i. Fair Value Levels","PSERS Short-Term Investment Fund","2016","2","fund","PSERS Short-Term Investment Fund","","","","","","","","","","June 30, 2016","","","investment_fair_value","Fair Value","$89,125,000","","","","Fair Value","","and $89,125,000 for the fiscal years ended 2017 and","actual","","","","","","","statement_line",""
"PAIR_EE72623685DA689D6EC32F0B","MERGE","source_section is the page's own printed blue heading `Notes to Financial Statements (continued)`; `Financial Section` is the document-part running header above it and A's value was a sentence fragment; metric_name `Fair Value` is the printed measure, never the period; value keeps the printed currency symbol.; Source review: p1: Fair Value (The statement or note reports this line and its valuation column separately.) | p1: Fair Value (Printed heading or definition supporting the source-reviewed qualifier.)","2026-08-22.2","SRC152","3c5ea49df11ea7acd103759a4d84ab994abbe40fe6b9770ac1f2a723929dc717","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","1","NARRATIVE","Notes to Financial Statements (continued)","i. Fair Value Levels","PSERS Short-Term Investment Fund","2017","1","fund","PSERS Short-Term Investment Fund","","","","","","","","","","June 30, 2017","","","investment_fair_value","Fair Value","$62,257,000","","","","Fair Value","","• PSERS Short-Term Investment Fund of $62,257,000","actual","","","","","","","statement_line",""
