allocation_id,portfolio_id,as_of_date,fund_id,strategy,sub_strategy,target_weight,minimum_weight,maximum_weight,commitment_amount,nav_amount,unfunded_amount,expected_return,expected_volatility,liquidity_score,provenance_type,source_document_id,synthetic_parameter_set_id,optimization_run_id,record_status,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0001,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0001,Diversified Alternatives,,0.0010581616,0.0000000000,0.0500000000,349825873.096101,315026748.334650,25943505.272612,0.0441753286,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,multi_asset,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0002,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0002,Diversified Alternatives,,0.0010582011,0.0000000000,0.0500000000,228209692.089036,61408542.497991,4564193.841781,0.0188614745,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,multi_asset,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0003,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0003,Secondary Investments,,0.0010582011,0.0000000000,0.0500000000,243470807.146070,96541878.355929,4869416.142921,0.0198288970,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,private_equity,secondaries,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0004,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0004,Growth Equity,,0.0010582011,0.0000000000,0.0500000000,3000000.000000,127927.150000,441457.000000,0.0645646641,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,private_equity,growth,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0005,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0005,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,5000000.000000,765912.000000,4250000.000000,0.0061377032,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0006,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0006,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,500000.000000,273598.000000,0.000000,0.0230876312,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0007,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0007,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,1000000.000000,1337358.000000,0.000000,0.0532259953,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0008,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0008,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,2000000.000000,2000000.000000,0.000000,0.0017149666,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0009,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0009,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,2000000.000000,500000.000000,1500000.000000,0.0023531040,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0010,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0010,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,5000000.000000,5066868.000000,0.000000,0.0225101198,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0011,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0011,Natural Resources,,0.0010582011,0.0000000000,0.0500000000,2500000.000000,3357542.000000,376612.000000,0.0645910867,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,natural_resources,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0012,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0012,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,2000000.000000,809911.000000,1200000.000000,0.0044180005,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0013,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0013,Buyout,,0.0010582011,0.0000000000,0.0500000000,7000000.000000,343000.000000,140000.000000,0.0692561634,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,private_equity,buyout,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0014,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0014,Growth Equity,,0.0010582011,0.0000000000,0.0500000000,5000000.000000,6450024.000000,427248.000000,0.0706969189,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,private_equity,growth,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0015,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0015,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,5000000.000000,1261542.000000,41135.000000,0.0836986097,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0016,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0016,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,7000000.000000,4319631.000000,1191088.000000,0.0902023741,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0017,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0017,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,5000000.000000,824129.000000,4096590.000000,-0.0160151713,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0018,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0018,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,2000000.000000,100000.000000,0.000000,-0.0326113038,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0019,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0019,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,2500000.000000,5706239.000000,0.000000,0.1267967535,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0020,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0020,Venture Capital,,0.0010582011,0.0000000000,0.0500000000,2500000.000000,3647426.000000,500000.000000,0.2258382052,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,venture_capital,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0021,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0021,Growth Equity,,0.0010582011,0.0000000000,0.0500000000,5000000.000000,4330465.738094,100000.000000,0.0194906846,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,private_equity,growth,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0022,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0022,Infrastructure,,0.0010582011,0.0000000000,0.0500000000,5000000.000000,1577891.000000,3186958.000000,-0.0297356654,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,infrastructure,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0023,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0023,Natural Resources,,0.0010582011,0.0000000000,0.0500000000,7000000.000000,3597627.000000,3343203.000000,0.0010705344,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,natural_resources,,,
ALLOC_PORTFOLIO_INTEGRATED_DEMO_20260605_FUND_0024,PORTFOLIO_INTEGRATED_DEMO,2026-06-05,FUND_0024,Buyout,,0.0010582011,0.0000000000,0.0500000000,5000000.000000,13898978.048700,100000.000000,0.1431374503,,,DERIVED,,INTEGRATED_COMPLETION_V1,BOUNDED_EQUAL_WEIGHT_V1;quality_run=INTEGRATED_QC_V1,ACTIVE,,private_equity,buyout,,
