"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_74427FC05CDB1F18FB7D681A","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Committed","1","commitment","","2","2","source_section|evidence_quote"
"PAIR_AB00ABC19482253A5443C778","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Contributed","1","paid_in_capital","","3","3","source_section|evidence_quote"
"PAIR_9789B7029C1534A1087AE01F","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Distributed","1","distribution","","4","4","source_section|evidence_quote"
"PAIR_3DF2E0521CEE8A5D8FA577EB","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","IRR (%)","1","irr","","5","5","source_section|metric_name|evidence_quote"
"PAIR_484040D5F3973F173EB31185","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Remaining Value","1","nav","","6","6","source_section|evidence_quote"
"PAIR_A7778823745F1F0106B7C382","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","TVPI (X)","1","tvpi","","7","7","source_section|metric_name|evidence_quote"
"PAIR_941981C3277BF6C395F712FC","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Unfunded","1","unfunded_commitment","","8","8","source_section|evidence_quote"
"PAIR_D86D7BC8423AFCCBF0A08EF6","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","Committed","1","commitment","","9","9","source_section|evidence_quote"
"PAIR_EB235371D0FA969E66FFFA96","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","Contributed","1","paid_in_capital","","10","10","source_section|evidence_quote"
"PAIR_C839FBA6747C49162927CDBA","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","Distributed","1","distribution","","11","11","source_section|evidence_quote"
"PAIR_5F87E5F12350F4024A087852","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","IRR (%)","1","irr","","12","12","source_section|metric_name|evidence_quote"
"PAIR_2C5C2C041EAB56C7955831C8","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","Remaining Value","1","nav","","13","13","source_section|evidence_quote"
"PAIR_CCE542688805DFAAFA796EF0","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","TVPI (X)","1","tvpi","","14","14","source_section|metric_name|evidence_quote"
"PAIR_746DA74EE111A8B5F45257A2","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","Unfunded","1","unfunded_commitment","","15","15","source_section|evidence_quote"
"PAIR_319B8D246F7D947D6AC82AE7","CONTEXT_CONFLICT","YES","1","document_context","Fund Performance: Sorted By Vintage And Strategy","DOCUMENT","","1","","","1","1","source_section|source_table|investor_name|portfolio_name|evidence_quote"
"PAIR_BD7574A94E931D2EC79639BF","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Endeavour Capital Fund III, L.P.","Committed","1","commitment","","16","16","source_section|evidence_quote"
"PAIR_E5221DC33206C5AE15171DDE","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Endeavour Capital Fund III, L.P.","Contributed","1","paid_in_capital","","17","17","source_section|evidence_quote"
"PAIR_DE3DDA6172188BF67810F902","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Endeavour Capital Fund III, L.P.","Distributed","1","distribution","","18","18","source_section|evidence_quote"
"PAIR_0F2A9EC5BC364623D920A377","CONTEXT_CONFLICT","YES","1","fund_economics_observation","Fund Performance: Sorted By Vintage And Strategy","Endeavour Capital Fund III, L.P.","IRR (%)","1","irr","","19","19","source_section|metric_name|evidence_quote"
