"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_74427FC05CDB1F18FB7D681A","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Committed","1","fund","Adventure Fund I, L.P.","","Growth Equity","","","","","2007","","","December 31, 2021","","","commitment","Committed","$3,000,000","","","","","","Adventure Fund I, L.P. 2007 Growth Equity $3,000,000 $2,558,543 $0 $4,987,944 $0 1.95 11.97","actual","","",""
"PAIR_AB00ABC19482253A5443C778","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Contributed","1","fund","Adventure Fund I, L.P.","","Growth Equity","","","","","2007","","","December 31, 2021","","","paid_in_capital","Contributed","$2,558,543","","","","","","Adventure Fund I, L.P. 2007 Growth Equity $3,000,000 $2,558,543 $0 $4,987,944 $0 1.95 11.97","actual","","",""
"PAIR_9789B7029C1534A1087AE01F","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Distributed","1","fund","Adventure Fund I, L.P.","","Growth Equity","","","","","2007","","","December 31, 2021","","","distribution","Distributed","$4,987,944","","","","","","Adventure Fund I, L.P. 2007 Growth Equity $3,000,000 $2,558,543 $0 $4,987,944 $0 1.95 11.97","actual","","",""
"PAIR_3DF2E0521CEE8A5D8FA577EB","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; metric_name is the printed column header in full, 'IRR (%)'; B trimmed the printed qualifier; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","IRR (%)","1","fund","Adventure Fund I, L.P.","","Growth Equity","","","","","2007","","","December 31, 2021","","","irr","IRR (%)","11.97","%","","","","","Adventure Fund I, L.P. 2007 Growth Equity $3,000,000 $2,558,543 $0 $4,987,944 $0 1.95 11.97","actual","","",""
"PAIR_484040D5F3973F173EB31185","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Remaining Value","1","fund","Adventure Fund I, L.P.","","Growth Equity","","","","","2007","","","December 31, 2021","","","nav","Remaining Value","$0","","","","","","Adventure Fund I, L.P. 2007 Growth Equity $3,000,000 $2,558,543 $0 $4,987,944 $0 1.95 11.97","actual","","",""
"PAIR_A7778823745F1F0106B7C382","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; metric_name is the printed column header in full, 'TVPI (X)'; B trimmed the printed qualifier; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","TVPI (X)","1","fund","Adventure Fund I, L.P.","","Growth Equity","","","","","2007","","","December 31, 2021","","","tvpi","TVPI (X)","1.95","x","","","","","Adventure Fund I, L.P. 2007 Growth Equity $3,000,000 $2,558,543 $0 $4,987,944 $0 1.95 11.97","actual","","",""
"PAIR_941981C3277BF6C395F712FC","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","Adventure Fund I, L.P.","Unfunded","1","fund","Adventure Fund I, L.P.","","Growth Equity","","","","","2007","","","December 31, 2021","","","unfunded_commitment","Unfunded","$0","","","","","","Adventure Fund I, L.P. 2007 Growth Equity $3,000,000 $2,558,543 $0 $4,987,944 $0 1.95 11.97","actual","","",""
"PAIR_D86D7BC8423AFCCBF0A08EF6","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","Committed","1","fund","DFJ Frontier Fund II, L.P.","","Venture Capital","","","","","2007","","","December 31, 2021","","","commitment","Committed","$5,000,000","","","","","","DFJ Frontier Fund II, L.P. 2007 Venture Capital $5,000,000 $5,000,000 $0 $1,786,462 $5,066,868 1.37 3.59","actual","","",""
"PAIR_EB235371D0FA969E66FFFA96","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","Contributed","1","fund","DFJ Frontier Fund II, L.P.","","Venture Capital","","","","","2007","","","December 31, 2021","","","paid_in_capital","Contributed","$5,000,000","","","","","","DFJ Frontier Fund II, L.P. 2007 Venture Capital $5,000,000 $5,000,000 $0 $1,786,462 $5,066,868 1.37 3.59","actual","","",""
"PAIR_C839FBA6747C49162927CDBA","MERGE","Verified against page-1 image. source_section is the exact printed section heading, 'Performance Analysis', which every page prints under the program name and above the table; the trailing '| As of December 31, 2021' is a date and is excluded. A left it blank, and on the context row used the table title instead; subject_type corrected to 'fund' on a row both lanes typed 'investment': the label names a vehicle (L.P., LLC, or a named fund) in a fund schedule carrying Vintage, Strategy and capital-account columns, and a vehicle is 'fund' while 'investment' is a holding inside one. The 'By Investment' column header names the program's relationship to these funds, not what they are, and a whole table of 'investment' is the documented sign the label was not read. Agreement between the lanes does not settle a classification, and SRC063 in this shard types the same kind of object 'fund'; evidence_quote is the full printed line, which proves the value; B quoted the bare figure only.","2026-08-22.2","SRC035","efccda783490f37c841b4335300e864503edab8861c88ea4aff51b0e1ff3a189","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","1","TABLE","Performance Analysis","Fund Performance: Sorted By Vintage And Strategy","DFJ Frontier Fund II, L.P.","Distributed","1","fund","DFJ Frontier Fund II, L.P.","","Venture Capital","","","","","2007","","","December 31, 2021","","","distribution","Distributed","$1,786,462","","","","","","DFJ Frontier Fund II, L.P. 2007 Venture Capital $5,000,000 $5,000,000 $0 $1,786,462 $5,066,868 1.37 3.59","actual","","",""
