"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","allocation_observation","1","NARRATIVE","","H I G H L I G H T S Fund & Performance Overview","Senior Secured","","1","asset_class","Senior Secured","","","","","","","","","","March 31, 2026","","","actual_allocation","Senior Secured","~97.8%","%","","","","","~97.8%","actual","REPAIRED_VALUE_FORMAT","","","6","","","",""
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","document_context","1","DOCUMENT","H I G H L I G H T S Fund & Performance Overview","","DOCUMENT","","1","document","Antares Private Credit Fund (ABDC) 1Q 2026 Quarterly Update","","","","Antares","","Antares Private Credit Fund (ABDC)","2024","","March 31, 2026","March 31, 2026","","","","","","","","","","","Antares Private Credit Fund (ABDC)","actual","","","","","","","",""
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","1","NARRATIVE","","H I G H L I G H T S Fund & Performance Overview","Investments","","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","April 30, 2026","","M","aum","Investments","~$2,057.7","","","","","","~$2,057.7M","actual","","","","3","","","portfolio_total",""
"2026-09-01.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","definition_context","2","FOOTNOTE","1Q 2026 PERFORMANCE UPDATE","Total Net Return Summary","Total return (not annualized)","","1","","","","","","","","","","","","","","","","","","","","Current performance may be higher or lower than the performance quoted above. Past performance is not a reliable indicator of future performance and future results may vary materially. Returns shown are representative of total returns and are not annualized, except for inception to date. Total return (not annualized) is calculated as the change in net assets per share during the period, plus distributions per share (assuming distributions are reinvested in accordance with the Fund's distribution reinvestment plan), divided by the net assets per share at the beginning of the period.","","Returns shown are representative of total returns and are not annualized, except for inception to date.","Returns shown are representative of total returns and are not annualized, except for inception to date.","actual","","","","METHODOLOGY","","","",""
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","2","TABLE","","Distribution Summary","As of April 30, 2026","Annualized Distribution Rate","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","April 30, 2026","","","yield","Annualized Distribution Rate","9.00%","%","","","","","As of April 30, 2026 $24.69 $0.19 9.00%","actual","REPAIRED_VALUE_FORMAT","","","2","","","",""
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","2","TABLE","","Distribution Summary","As of April 30, 2026","NAV Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","April 30, 2026","","","fair_value","NAV Per Share","$24.69","","","","","","As of April 30, 2026 $24.69 $0.19 9.00%","actual","","","","","","","unstated",""
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","2","TABLE","","Distribution Summary","As of February 28, 2026","Annualized Distribution Rate","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","February 28, 2026","","","yield","Annualized Distribution Rate","9.25%","%","","","","","As of February 28, 2026 $24.67 $0.19 9.25%","actual","REPAIRED_VALUE_FORMAT","","","2","","","",""
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","2","TABLE","","Distribution Summary","As of February 28, 2026","NAV Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","February 28, 2026","","","fair_value","NAV Per Share","$24.67","","","","","","As of February 28, 2026 $24.67 $0.19 9.25%","actual","","","","","","","unstated",""
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","2","TABLE","","Distribution Summary","As of January 31, 2026","Annualized Distribution Rate","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","January 31, 2026","","","yield","Annualized Distribution Rate","9.50%","%","","","","","As of January 31, 2026 $25.07 $0.18 9.50%","actual","REPAIRED_VALUE_FORMAT","","","2","","","",""
"2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","A","performance_observation","2","TABLE","","Distribution Summary","As of January 31, 2026","NAV Per Share","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","January 31, 2026","","","fair_value","NAV Per Share","$25.07","","","","","","As of January 31, 2026 $25.07 $0.18 9.50%","actual","","","","","","","unstated",""
