"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","document_context","2","DOCUMENT","Report on Certain Specified Data","","DOCUMENT","","1","document","Report on Certain Specified Data","","","","University of Texas/Texas A&M Investment Management Company (UTIMCO)","The University of Texas System","Permanent University Fund","","","","June 30, 2025","","","","","","","","","","","PERMANENT UNIVERSITY FUND","actual","","A","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","2","NARRATIVE","Market Value and Book Value of the PUF","Market Value and Book Value of the PUF","Permanent University Fund","Book Value","1","portfolio","Permanent University Fund","","","","","","","","","","June 30, 2025","","billion","ending_capital","Book Value","$33.6","","","","","","On June 30, 2025 the market value and book value of the PUF was $39.5 billion and $33.6 billion,","actual","","A","VERIFIED_ONE_SIDED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","2","NARRATIVE","Market Value and Book Value of the PUF","Market Value and Book Value of the PUF","Permanent University Fund","Market Value","1","portfolio","Permanent University Fund","","","","","","","","","","June 30, 2025","","billion","nav","Market Value","$39.5","","","","","","On June 30, 2025 the market value and book value of the PUF was $39.5 billion and $33.6 billion,","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","AMAZON.COM INC","Market Value","1","investment","AMAZON.COM INC","","","","","","","","","","June 30, 2025","","","fair_value","Market Value","36,096,459.48","","","","","","AMAZON.COM INC 36,096,459.48 13.53% 0.09%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","AMAZON.COM INC","Total Return","1","investment","AMAZON.COM INC","","","","","","","","July 1, 2024","June 30, 2025","June 30, 2025","July 1, 2024 through June 30, 2025","","return","Total Return","13.53%","%","","","","","AMAZON.COM INC 36,096,459.48 13.53% 0.09%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","BROADCOM INC","Market Value","1","investment","BROADCOM INC","","","","","","","","","","June 30, 2025","","","fair_value","Market Value","37,364,884.66","","","","","","BROADCOM INC 37,364,884.66 73.61% 0.09%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","BROADCOM INC","Total Return","1","investment","BROADCOM INC","","","","","","","","July 1, 2024","June 30, 2025","June 30, 2025","July 1, 2024 through June 30, 2025","","return","Total Return","73.61%","%","","","","","BROADCOM INC 37,364,884.66 73.61% 0.09%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","ISHARES MSCI EMERGING MARKETS EX CHINA ETF","Market Value","1","investment","ISHARES MSCI EMERGING MARKETS EX CHINA ETF","","","","","","","","","","June 30, 2025","","","fair_value","Market Value","208,715,053.77","","","","","","ISHARES MSCI EMERGING MARKETS EX CHINA ETF 208,715,053.77 9.78% 0.53%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","ISHARES MSCI EMERGING MARKETS EX CHINA ETF","Total Return","1","investment","ISHARES MSCI EMERGING MARKETS EX CHINA ETF","","","","","","","","July 1, 2024","June 30, 2025","June 30, 2025","July 1, 2024 through June 30, 2025","","return","Total Return","9.78%","%","","","","","ISHARES MSCI EMERGING MARKETS EX CHINA ETF 208,715,053.77 9.78% 0.53%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","META PLATFORMS INC","Market Value","1","investment","META PLATFORMS INC","","","","","","","","","","June 30, 2025","","","fair_value","Market Value","33,420,784.66","","","","","","META PLATFORMS INC 33,420,784.66 46.87% 0.08%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","META PLATFORMS INC","Total Return","1","investment","META PLATFORMS INC","","","","","","","","July 1, 2024","June 30, 2025","June 30, 2025","July 1, 2024 through June 30, 2025","","return","Total Return","46.87%","%","","","","","META PLATFORMS INC 33,420,784.66 46.87% 0.08%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","MICROSOFT CORP","Market Value","1","investment","MICROSOFT CORP","","","","","","","","","","June 30, 2025","","","fair_value","Market Value","69,100,700.11","","","","","","MICROSOFT CORP 69,100,700.11 12.14% 0.18%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","MICROSOFT CORP","Total Return","1","investment","MICROSOFT CORP","","","","","","","","July 1, 2024","June 30, 2025","June 30, 2025","July 1, 2024 through June 30, 2025","","return","Total Return","12.14%","%","","","","","MICROSOFT CORP 69,100,700.11 12.14% 0.18%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","NVIDIA CORP","Market Value","1","investment","NVIDIA CORP","","","","","","","","","","June 30, 2025","","","fair_value","Market Value","44,057,455.50","","","","","","NVIDIA CORP 44,057,455.50 27.93% 0.11%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","NVIDIA CORP","Total Return","1","investment","NVIDIA CORP","","","","","","","","July 1, 2024","June 30, 2025","June 30, 2025","July 1, 2024 through June 30, 2025","","return","Total Return","27.93%","%","","","","","NVIDIA CORP 44,057,455.50 27.93% 0.11%","actual","","A+B+ADJUDICATOR","RESOLVED"
"2026-08-22.2","SRC356","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","PHILIP MORRIS INTERNATIONAL INC","Market Value","1","investment","PHILIP MORRIS INTERNATIONAL INC","","","","","","","","","","June 30, 2025","","","fair_value","Market Value","43,583,649.74","","","","","","PHILIP MORRIS INTERNATIONAL INC 43,583,649.74 86.77% 0.11%","actual","","A+B+ADJUDICATOR","RESOLVED"
