"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_967E8F7FA079CF1387F814E8","VALUE_CONFLICT","YES","2","document_context","","DOCUMENT","","1","","","3","3","source_section|source_table|subject_name|investor_name|text_raw|evidence_quote"
"PAIR_A8D776A0177853E721834D31","EXACT","YES","2","definition_context","Investment Objectives","Investment Objectives","","1","","","1","1",""
"PAIR_80DAF4E1A6C48FC93D8FBC74","CONTEXT_CONFLICT","YES","2","definition_context","Market Value and Book Value of the PUF","Market Value and Book Value of the PUF","","1","","","2","2","as_of_date|definition_keys"
"PAIR_0FC50268B338DAFF86D58D9C","B_ONLY","YES","2","fund_economics_observation","Market Value and Book Value of the PUF","Market Value and Book Value of the PUF","Book Value","1","nav","","","4",""
"PAIR_75B0B9C7575C93EED43BA21A","B_ONLY","YES","2","fund_economics_observation","Market Value and Book Value of the PUF","Market Value and Book Value of the PUF","Market Value","1","nav","","","5",""
"PAIR_D4CA5C7E42FC3C309C8E0A3F","A_ONLY","YES","2","fund_economics_observation","Market Value and Book Value of the PUF","Permanent University Fund","Book Value","1","ending_capital","","4","",""
"PAIR_895B6C14D8A391AA5DE14680","A_ONLY","YES","2","performance_observation","Market Value and Book Value of the PUF","Permanent University Fund","Market Value","1","aum","","5","",""
"PAIR_C1335C9608E40E1CC59CF304","B_ONLY","YES","3","performance_observation","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","AMAZON.COM INC","June 30, 2025","1","aum","","","7",""
"PAIR_254C2D90F96C5B910A1AFD2C","CONTEXT_CONFLICT","YES","3","performance_observation","Investment Performance of the Ten Largest Stock Holdings","AMAZON.COM INC","Market Value","1","fair_value","","7","9","source_section|source_table|source_column_label|definition_keys"
"PAIR_E1C8C3621522991E50F7417B","CONTEXT_CONFLICT","YES","3","performance_observation","Investment Performance of the Ten Largest Stock Holdings","AMAZON.COM INC","Total Return","1","return","","8","8","source_section|source_table|source_column_label|period_start|period_end|horizon|definition_keys"
"PAIR_C766B38F1E456C69F9A43333","B_ONLY","YES","3","performance_observation","Investment Performance of the Ten Largest Stock Holdings – July 1, 2024 through June 30, 2025.","BROADCOM INC","June 30, 2025","1","aum","","","10",""
"PAIR_5A38C1A6B9F12649884A096F","CONTEXT_CONFLICT","YES","3","performance_observation","Investment Performance of the Ten Largest Stock Holdings","BROADCOM INC","Market Value","1","fair_value","","9","12","source_section|source_table|source_column_label|definition_keys"
"PAIR_5AA0786721DB1E3A84FBD570","CONTEXT_CONFLICT","YES","3","performance_observation","Investment Performance of the Ten Largest Stock Holdings","BROADCOM INC","Total Return","1","return","","10","11","source_section|source_table|source_column_label|period_start|period_end|horizon|definition_keys"
"PAIR_BB365A5ECC0CB33F2E479F67","VALUE_CONFLICT","YES","3","definition_context","Investment Performance of the Ten Largest Stock Holdings","Investment Performance of the Ten Largest Stock Holdings","","1","","","6","6","source_section|source_table|source_row_label|as_of_date|text_raw|definition_keys"
