"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","document_context","1","DOCUMENT","","CAPITAL ACCOUNT","DOCUMENT","","1","document","Antin Infrastructure Partners II LP","","","","","Northumberland County Council","","","","","31/03/2017","","","","","","","","","","","INVESTEE FUND ANTIN INFRASTRUCTURE PARTNERS II LP","actual","","","","","","","",""
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","fund_economics_observation","1","TABLE","","CAPITAL CALLS","Paid-in capital B","Capital Contribution series","1","investor","Northumberland County Council","","","","","","","","","","31/03/2017","","All amounts in euros","paid_in_capital","Paid-in capital B","240","","","","","","Paid-in capital B 240 20,033,688 20,033,928","actual","","","","","","","",""
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","fund_economics_observation","1","TABLE","","CAPITAL CALLS","Paid-in capital B","Loan Commitment series","1","investor","Northumberland County Council","","","","","","","","","","31/03/2017","","All amounts in euros","paid_in_capital","Paid-in capital B","20,033,688","","","","","","Paid-in capital B 240 20,033,688 20,033,928","actual","","","","","","","",""
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","fund_economics_observation","1","TABLE","","CAPITAL CALLS","Paid-in capital B","TOTAL","1","investor","Northumberland County Council","","","","","","","","","","31/03/2017","","All amounts in euros","paid_in_capital","Paid-in capital B","20,033,928","","","","","","Paid-in capital B 240 20,033,688 20,033,928","actual","","","","","","","",""
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","fund_economics_observation","1","TABLE","","COMMITMENT","Initial Commitment A","Capital Contribution series","1","investor","Northumberland County Council","","","","","","","","","","31/03/2017","","All amounts in euros","commitment","Initial Commitment A","240","","","","","","Initial Commitment A 240 23,999,760 24,000,000","actual","","","","","","","",""
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","fund_economics_observation","1","TABLE","","COMMITMENT","Initial Commitment A","Loan Commitment series","1","investor","Northumberland County Council","","","","","","","","","","31/03/2017","","All amounts in euros","commitment","Initial Commitment A","23,999,760","","","","","","Initial Commitment A 240 23,999,760 24,000,000","actual","","","","","","","",""
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","fund_economics_observation","1","TABLE","","COMMITMENT","Initial Commitment A","TOTAL","1","investor","Northumberland County Council","","","","","","","","","","31/03/2017","","All amounts in euros","commitment","Initial Commitment A","24,000,000","","","","","","Initial Commitment A 240 23,999,760 24,000,000","actual","","","","","","","",""
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","fund_economics_observation","1","TABLE","","COMMITMENT","Residual Commitment C=A-B","Loan Commitment series","1","investor","Northumberland County Council","","","","","","","","","","31/03/2017","","All amounts in euros","unfunded_commitment","Residual Commitment C=A-B","3,966,072","","","","","","Residual Commitment C=A-B - 3,966,072 3,966,072","actual","","","","","","","",""
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","fund_economics_observation","1","TABLE","","COMMITMENT","Residual Commitment C=A-B","TOTAL","1","investor","Northumberland County Council","","","","","","","","","","31/03/2017","","All amounts in euros","unfunded_commitment","Residual Commitment C=A-B","3,966,072","","","","","","Residual Commitment C=A-B - 3,966,072 3,966,072","actual","","","","","","","",""
"2026-09-01.2","SRC463","ac5d733acff368c8d0df821d1311f97f2474a707afdae5eeeb7b23ab817372f3","PCAP","06-statements-and-economics","CORE","B","fund_economics_observation","1","TABLE","","DISTRIBUTIONS","Income E","Loan Commitment series","1","investor","Northumberland County Council","","","","","","","","","","31/03/2017","","All amounts in euros","income","Income E","273,234","","","","","","Income E - 273,234 273,234","actual","","","","","","","",""
