"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_C58A7A8A508A2BD9C99EE3DB","A_ONLY","YES","1","fund_economics_observation","CAPITAL CALLS","% of Total Commitment D=B/A","Capital Contribution series","1","ownership_percentage","","2","",""
"PAIR_6935C63010A427D81CCA9261","A_ONLY","YES","1","fund_economics_observation","CAPITAL CALLS","% of Total Commitment D=B/A","Loan Commitment series","1","ownership_percentage","","3","",""
"PAIR_5A1736238826A9D60BE372E2","A_ONLY","YES","1","fund_economics_observation","CAPITAL CALLS","% of Total Commitment D=B/A","TOTAL","1","ownership_percentage","","4","",""
"PAIR_7A069BB208AEFA8168318D1C","VALUE_CONFLICT","YES","1","document_context","CAPITAL ACCOUNT","DOCUMENT","","1","","","1","1","source_section|investor_name|text_raw|evidence_quote"
"PAIR_9F447967D7D4BC07DDBC2880","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","DISTRIBUTIONS","Income E","Loan Commitment series","1","income","","13","10","source_section|subject_type|subject_name|metric_name|basis_raw"
"PAIR_501089EC75121DF938363FE2","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","DISTRIBUTIONS","Income E","TOTAL","1","income","","14","11","source_section|subject_type|subject_name|metric_name|basis_raw"
"PAIR_4A0B8ABD270AFB8DB9492E84","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","COMMITMENT","Initial Commitment A","Capital Contribution series","1","commitment","","8","5","source_section|subject_type|subject_name|metric_name"
"PAIR_8C9252BBAB9521C3DE4233C0","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","COMMITMENT","Initial Commitment A","Loan Commitment series","1","commitment","","9","6","source_section|subject_type|subject_name|metric_name"
"PAIR_DEA02478E915650BDE833C5A","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","COMMITMENT","Initial Commitment A","TOTAL","1","commitment","","10","7","source_section|subject_type|subject_name|metric_name"
"PAIR_CE8E1AA9A3B5A2DB64F4F812","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","SHARE IN LP","Net Asset Value","Capital Contribution series","1","nav","","28","19","source_section|subject_type|subject_name|basis_raw|value_scope"
"PAIR_7D6A9BA7D4C3636EF5E10190","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","SHARE IN LP","Net Asset Value","Loan Commitment series","1","nav","","29","20","source_section|subject_type|subject_name|basis_raw|value_scope"
"PAIR_024D8E69F581D8E7698EDDCF","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","SHARE IN LP","Net Asset Value","TOTAL","1","nav","","30","21","source_section|subject_type|subject_name|basis_raw|value_scope"
"PAIR_298860BBB2B350AE64222FA3","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","NET ASSET VALUE","Net Asset Value (NAV) J","Capital Contribution series","1","nav","","22","16","source_section|subject_type|subject_name|metric_name|basis_raw|value_scope"
"PAIR_F458856DA80D6F3542185805","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","NET ASSET VALUE","Net Asset Value (NAV) J","Loan Commitment series","1","nav","","23","17","source_section|subject_type|subject_name|metric_name|basis_raw|value_scope"
"PAIR_128BD86B651D795E347E7C45","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","NET ASSET VALUE","Net Asset Value (NAV) J","TOTAL","1","nav","","24","18","source_section|subject_type|subject_name|metric_name|basis_raw|value_scope"
"PAIR_4F5DBAF42469DE81FDB2239C","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","SHARE IN LP","Net Asset Value - Last Quarter","Capital Contribution series","1","nav","","31","22","source_section|subject_type|subject_name|as_of_date|horizon|metric_name|basis_raw|value_scope"
"PAIR_07589EE5B33E40AFE7A419A5","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","SHARE IN LP","Net Asset Value - Last Quarter","Loan Commitment series","1","nav","","32","23","source_section|subject_type|subject_name|as_of_date|horizon|metric_name|basis_raw|value_scope"
"PAIR_6DC8FC59C41BC54A8D195415","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","SHARE IN LP","Net Asset Value - Last Quarter","TOTAL","1","nav","","33","24","source_section|subject_type|subject_name|as_of_date|horizon|metric_name|basis_raw|value_scope"
"PAIR_F5B5E7E2688BC01E6673BD9F","A_ONLY","YES","1","fund_economics_observation","DISTRIBUTIONS","Outstanding nominal value I=B-H","Capital Contribution series","1","nav","","15","",""
"PAIR_D50784418E715CDB19021305","A_ONLY","YES","1","fund_economics_observation","DISTRIBUTIONS","Outstanding nominal value I=B-H","Loan Commitment series","1","nav","","16","",""
"PAIR_F21A3264012DE428BB72E42F","A_ONLY","YES","1","fund_economics_observation","DISTRIBUTIONS","Outstanding nominal value I=B-H","TOTAL","1","nav","","17","",""
"PAIR_E29054D3D5D014D69B181B70","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","CAPITAL CALLS","Paid-in capital B","Capital Contribution series","1","paid_in_capital","","5","2","source_section|subject_type|subject_name|metric_name"
"PAIR_04A4BB5718B267B96CEB2AFC","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","CAPITAL CALLS","Paid-in capital B","Loan Commitment series","1","paid_in_capital","","6","3","source_section|subject_type|subject_name|metric_name"
"PAIR_1F2C84847A6BBF156FF680AD","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","CAPITAL CALLS","Paid-in capital B","TOTAL","1","paid_in_capital","","7","4","source_section|subject_type|subject_name|metric_name"
"PAIR_B060FE9D2BB5571E203DD774","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","DISTRIBUTIONS","Reimbursement of Capital F","Loan Commitment series","1","distribution","","18","12","source_section|subject_type|subject_name|metric_name|basis_raw"
"PAIR_8335FFED29A89271D72B489B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","DISTRIBUTIONS","Reimbursement of Capital F","TOTAL","1","distribution","","19","13","source_section|subject_type|subject_name|metric_name|basis_raw"
"PAIR_246206FC55CC0963EAAE0835","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","COMMITMENT","Residual Commitment C=A-B","Loan Commitment series","1","unfunded_commitment","","11","8","source_section|subject_type|subject_name|metric_name"
"PAIR_F50111D95226215A21D5FD98","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","COMMITMENT","Residual Commitment C=A-B","TOTAL","1","unfunded_commitment","","12","9","source_section|subject_type|subject_name|metric_name"
"PAIR_F0CC2A23F8A362FE06EF79D5","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","DISTRIBUTIONS","Total Distribution H=E+F+G","Loan Commitment series","1","distribution","","20","14","source_section|subject_type|subject_name|metric_name|basis_raw"
"PAIR_28694E39D6A4E99A4522661B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","DISTRIBUTIONS","Total Distribution H=E+F+G","TOTAL","1","distribution","","21","15","source_section|subject_type|subject_name|metric_name|basis_raw"
"PAIR_C27D656E7239A961717BCE21","A_ONLY","YES","1","fund_economics_observation","NET ASSET VALUE","Total Value (NAV + Distribution) K=J+H","Capital Contribution series","1","nav","","25","",""
"PAIR_E81F1C6AFE31389442DA3A79","A_ONLY","YES","1","fund_economics_observation","NET ASSET VALUE","Total Value (NAV + Distribution) K=J+H","Loan Commitment series","1","nav","","26","",""
