"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_4B68F81CA8117DEB03883677","MERGE","source_section takes the printed heading above the table; A left it blank on every row of the document and B wrote 'Financial Section', which this document never prints (it is the running header of an unrelated PSERS filing, so it is not source evidence). metric_name follows the table's shape: the rows are the measures and the columns are periods, so the metric is the row label. A used the column header '2016'/'2015', and a period is never a metric name. currency_scale is copied verbatim with its parentheses as the page prints it, instead of B's normalised 'thousands'. horizon stays blank: the column of a statement of financial position names a date, not a measurement period, and as_of_date already carries it. subject_type: a balance-sheet caption naming a kind of asset is asset_class, while the totals and the net-asset line are reporting_entity.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statements of Financial Position","Statements of Financial Position","Cash","2015","1","asset_class","Cash","","","","","","","","","","December 31, 2015","","(In thousands)","cash","Cash","307,916","","","","","","Cash $ 197,115 307,916","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_5A6A129AD97B96FEEE277A66","MERGE","source_section takes the printed heading above the table; A left it blank on every row of the document and B wrote 'Financial Section', which this document never prints (it is the running header of an unrelated PSERS filing, so it is not source evidence). metric_name follows the table's shape: the rows are the measures and the columns are periods, so the metric is the row label. A used the column header '2016'/'2015', and a period is never a metric name. currency_scale is copied verbatim with its parentheses as the page prints it, instead of B's normalised 'thousands'. horizon stays blank: the column of a statement of financial position names a date, not a measurement period, and as_of_date already carries it. subject_type: a balance-sheet caption naming a kind of asset is asset_class, while the totals and the net-asset line are reporting_entity. metric_value_raw keeps the dollar sign the page prints against this cell, closed up to the digits; B stripped it.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statements of Financial Position","Statements of Financial Position","Cash","2016","1","asset_class","Cash","","","","","","","","","","December 31, 2016","","(In thousands)","cash","Cash","$197,115","","","","","","Cash $ 197,115 307,916","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_6FB6A0A6C81A7194448BBDC9","MERGE","The context row stays on page 3 where both lanes filed it: page 1 is a bare cover, and validate-final rejects a page whose only row is the context row, so the contract's 'always page 1' cannot be met here. subject_name and investor_name take the entity exactly as the cited page prints it, in caps; A's 'Financial Statements' is the cover title and is not printed on page 3, and B's 'Financial Section' section heading is not printed anywhere in this document. manager_name and portfolio_name stay blank: no manager is named and a report title is never a portfolio. as_of_date keeps A's verbatim 'December 31, 2016 and 2015'.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","document_context","3","DOCUMENT","Statements of Financial Position","Statements of Financial Position","DOCUMENT","","1","document","BILL & MELINDA GATES FOUNDATION TRUST","","","","","BILL & MELINDA GATES FOUNDATION TRUST","","","","","December 31, 2016 and 2015","","","","","","","","","","","BILL & MELINDA GATES FOUNDATION TRUST","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_EC0A3D46EFC8713C937BB8BE","MERGE","source_section takes the printed heading above the table; A left it blank on every row of the document and B wrote 'Financial Section', which this document never prints (it is the running header of an unrelated PSERS filing, so it is not source evidence). metric_name follows the table's shape: the rows are the measures and the columns are periods, so the metric is the row label. A used the column header '2016'/'2015', and a period is never a metric name. currency_scale is copied verbatim with its parentheses as the page prints it, instead of B's normalised 'thousands'. horizon stays blank: the column of a statement of financial position names a date, not a measurement period, and as_of_date already carries it. the '(note N)' cross-reference is dropped from the row label and subject name the same way a footnote marker is. subject_type: a balance-sheet caption naming a kind of asset is asset_class, while the totals and the net-asset line are reporting_entity.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statements of Financial Position","Statements of Financial Position","Investments","2015","1","asset_class","Investments","","","","","","","","","","December 31, 2015","","(In thousands)","investment_fair_value","Investments","39,175,276","","","","","","Investments (note 3) 40,171,396 39,175,276","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_2F9DDEA0DA2D0CF0AC3ACAB8","MERGE","source_section takes the printed heading above the table; A left it blank on every row of the document and B wrote 'Financial Section', which this document never prints (it is the running header of an unrelated PSERS filing, so it is not source evidence). metric_name follows the table's shape: the rows are the measures and the columns are periods, so the metric is the row label. A used the column header '2016'/'2015', and a period is never a metric name. currency_scale is copied verbatim with its parentheses as the page prints it, instead of B's normalised 'thousands'. horizon stays blank: the column of a statement of financial position names a date, not a measurement period, and as_of_date already carries it. the '(note N)' cross-reference is dropped from the row label and subject name the same way a footnote marker is. subject_type: a balance-sheet caption naming a kind of asset is asset_class, while the totals and the net-asset line are reporting_entity.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statements of Financial Position","Statements of Financial Position","Investments","2016","1","asset_class","Investments","","","","","","","","","","December 31, 2016","","(In thousands)","investment_fair_value","Investments","40,171,396","","","","","","Investments (note 3) 40,171,396 39,175,276","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_ECE81ADD6EB45A471EC8049C","MERGE","source_section takes the printed heading above the table; A left it blank on every row of the document and B wrote 'Financial Section', which this document never prints (it is the running header of an unrelated PSERS filing, so it is not source evidence). metric_name follows the table's shape: the rows are the measures and the columns are periods, so the metric is the row label. A used the column header '2016'/'2015', and a period is never a metric name. currency_scale is copied verbatim with its parentheses as the page prints it, instead of B's normalised 'thousands'. horizon stays blank: the column of a statement of financial position names a date, not a measurement period, and as_of_date already carries it.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statements of Financial Position","Statements of Financial Position","Net assets – unrestricted","2015","1","reporting_entity","Net assets – unrestricted","","","","","","","","","","December 31, 2015","","(In thousands)","net_assets","Net assets – unrestricted","39,514,534","","","","","","Net assets – unrestricted 40,316,940 39,514,534","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_37E53DF8009364B6A4142918","MERGE","source_section takes the printed heading above the table; A left it blank on every row of the document and B wrote 'Financial Section', which this document never prints (it is the running header of an unrelated PSERS filing, so it is not source evidence). metric_name follows the table's shape: the rows are the measures and the columns are periods, so the metric is the row label. A used the column header '2016'/'2015', and a period is never a metric name. currency_scale is copied verbatim with its parentheses as the page prints it, instead of B's normalised 'thousands'. horizon stays blank: the column of a statement of financial position names a date, not a measurement period, and as_of_date already carries it.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statements of Financial Position","Statements of Financial Position","Net assets – unrestricted","2016","1","reporting_entity","Net assets – unrestricted","","","","","","","","","","December 31, 2016","","(In thousands)","net_assets","Net assets – unrestricted","40,316,940","","","","","","Net assets – unrestricted 40,316,940 39,514,534","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_EDD8EBE99D85B05020E441D3","MERGE","source_section takes the printed heading above the table; A left it blank on every row of the document and B wrote 'Financial Section', which this document never prints (it is the running header of an unrelated PSERS filing, so it is not source evidence). metric_name follows the table's shape: the rows are the measures and the columns are periods, so the metric is the row label. A used the column header '2016'/'2015', and a period is never a metric name. currency_scale is copied verbatim with its parentheses as the page prints it, instead of B's normalised 'thousands'. horizon stays blank: the column of a statement of financial position names a date, not a measurement period, and as_of_date already carries it.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statements of Financial Position","Statements of Financial Position","Total assets","2015","1","reporting_entity","Total assets","","","","","","","","","","December 31, 2015","","(In thousands)","total_assets","Total assets","39,637,444","","","","","","Total assets $ 40,644,584 39,637,444","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_23D2E16CB525023F3E6A1E7E","MERGE","source_section takes the printed heading above the table; A left it blank on every row of the document and B wrote 'Financial Section', which this document never prints (it is the running header of an unrelated PSERS filing, so it is not source evidence). metric_name follows the table's shape: the rows are the measures and the columns are periods, so the metric is the row label. A used the column header '2016'/'2015', and a period is never a metric name. currency_scale is copied verbatim with its parentheses as the page prints it, instead of B's normalised 'thousands'. horizon stays blank: the column of a statement of financial position names a date, not a measurement period, and as_of_date already carries it. metric_value_raw keeps the dollar sign the page prints against this cell, closed up to the digits; B stripped it.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statements of Financial Position","Statements of Financial Position","Total assets","2016","1","reporting_entity","Total assets","","","","","","","","","","December 31, 2016","","(In thousands)","total_assets","Total assets","$40,644,584","","","","","","Total assets $ 40,644,584 39,637,444","actual","","A+B+ADJUDICATOR","RESOLVED"
"PAIR_C052E9C2719CCB0BF665D4F6","MERGE","source_section takes the printed heading above the table; A left it blank on every row of the document and B wrote 'Financial Section', which this document never prints (it is the running header of an unrelated PSERS filing, so it is not source evidence). metric_name follows the table's shape: the rows are the measures and the columns are periods, so the metric is the row label. A used the column header '2016'/'2015', and a period is never a metric name. currency_scale is copied verbatim with its parentheses as the page prints it, instead of B's normalised 'thousands'. horizon stays blank: the column of a statement of financial position names a date, not a measurement period, and as_of_date already carries it.","2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","financial_statement_observation","3","TABLE","Statements of Financial Position","Statements of Financial Position","Total liabilities","2015","1","reporting_entity","Total liabilities","","","","","","","","","","December 31, 2015","","(In thousands)","total_liabilities","Total liabilities","122,910","","","","","","Total liabilities 327,644 122,910","actual","","A+B+ADJUDICATOR","RESOLVED"
