"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","1","REFERENCE_ONLY","YES","","","0","0","A bare cover: the entity name over 'Financial Statements', 'December 31, 2016 and 2015' and '(With Independent Auditors' Report Thereon)'. It prints no figure of any kind, so the zero both lanes reached is right and the label is REFERENCE_ONLY, which is what a cover is, rather than the NO_ELIGIBLE_DATA both lanes used for a page that prints substantive figures falling outside the allowed categories."
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","2","REFERENCE_ONLY","YES","","","0","0","The Independent Auditors' Report: scope, management responsibility, auditors' responsibility and opinion, plus the firm's address and the report date. Audit-opinion boilerplate with no figures, so REFERENCE_ONLY rather than NO_ELIGIBLE_DATA."
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","3","ELIGIBLE_DATA_EXTRACTED","YES","Statements of Financial Position","document_context | financial_statement_observation","11","11","Counted from page-003.png: the Statements of Financial Position print two columns, 2016 and 2015, against five rows in an allowed category, Cash, Investments, Total assets, Total liabilities and Net assets - unrestricted, which is ten cells, plus the single document_context row both lanes filed here. Both lanes reached the same eleven. The three receivable rows, the two payable rows, the excise-tax rows and the Total liabilities and net assets balancing line map to no allowed financial_statement_observation category. The Federal current excise tax receivable prints a dash for 2016, which produces nothing in any case."
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","4","ELIGIBLE_DATA_EXTRACTED","YES","Statements of Activities","financial_statement_observation","8","8","Counted from page-004.png: the Statements of Activities print two columns against four rows in an allowed category, Contributions, Investment income (losses) net, and the beginning and end of year Unrestricted net assets lines, which is A's eight. B's ten adds Change in net assets, which is a movement and not a balance and has no category. Grants to the Bill and Melinda Gates Foundation is printed under the Expenses heading and both lanes excluded it: the distribution category belongs to the capital-account vocabulary beside commitment and paid_in_capital, and a charitable grant expense is not that, so the exclusion stands. The revenue, expense and tax totals map to no category."
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","5","ELIGIBLE_DATA_EXTRACTED","YES","Statements of Cash Flows","financial_statement_observation","6","6","Counted from page-005.png: of the seventeen printed cash-flow lines only three carry an allowed category, Stock and noncash contributions, Cash beginning of year and Cash end of year, giving A's six cells. B's twenty adds cash-flow subtotals and the excise-tax payment typed as cash, which they are not (they are movements, not the balance), Purchases of investments typed as investment_cost, which is the carrying cost of investments held and not the cash paid for them, Change in net assets typed as net_assets, and the combined realized and unrealized gains line, for which the vocabulary carries each half separately and nothing for the sum."
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","6","REFERENCE_ONLY","YES","","","0","0","Organization, Basis of Financial Presentation, Cash, Investments, and the Level 1 and Level 2 input definitions. Accounting-policy narrative and definitions with no printed figure, so REFERENCE_ONLY rather than NO_ELIGIBLE_DATA."
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","7","ELIGIBLE_DATA_EXTRACTED","YES","(e) Contributed Services | (h) Contributions Received","financial_statement_observation","9","9","Counted from page-007.png. B declared the page empty because 'narrative values are not structured source observations in this route', which is a statement about form and not about category, and the contract counts every printed figure stating a fact about the reporting entity as one row. The page prints nine: contributed services of $452,972 and $479,231, third-party management fees of $47,089 and $50,105, Warren Buffett's Berkshire Hathaway share contributions of $2,173,415 and $2,154,350, and cash contributions of $62,000, $29,608 and $220,000. A had seven, having dropped the two Buffett figures as repeats of the page 5 cash-flow line; deduplication is within a page, not across pages, and those two are recovered here."
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","8","ELIGIBLE_DATA_EXTRACTED","YES","(3) Investments","financial_statement_observation","93","93","Counted from page-008.png by row across the six value columns Level 1, Level 2, Level 3, Gross fair value, Netting and Net fair value, dashes producing nothing: three for Cash equivalents, thirty-six across the eleven Equities rows, twenty-two across the six Debt rows, four for Commingled, three for Physical Commodities, five for Derivative contracts, six for the fair-value total, two for Private investments measured at net asset value, six for Total investment assets and five for Derivative liabilities. Both lanes reached ninety-three independently."
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","9","ELIGIBLE_DATA_EXTRACTED","YES","(3) Investments | Investment income (losses) comprises the following for the years ended December 31, 2016 and 2015","financial_statement_observation","97","97","Counted from page-009.png: ninety cells in the December 31, 2015 half of the same schedule, read the same way as page 8 and three fewer than 2016 because Physical Commodities was not held that year and Cash equivalents carries a fourth populated column; one for the printed sentence giving unfunded commitments of $289,396; and six from the Investment income (losses) table, being Investment management expenses, the Other line under the printed Investment expenses heading, and the Investment income (losses) net total, at two years each. Interest and dividend income and Other investment income are gross components of that net line with no category of their own, and the combined realized and unrealized gains line has a category for each half and none for the sum, so those six cells produce nothing. The unfunded-commitment sentence reached the comparison twice under two different labels and is kept once."
"2026-08-22.2","SRC377","2a3ff4eb15e88df08d12b0ffd4696117b642b6f1ff19ee5fb8bd8d1a3a025988","Financials","01-financials","CORE","ADJUDICATED","10","REFERENCE_ONLY","YES","","","0","0","Private-investment liquidity and redemption narrative, the Level 3 holdings discussion, and the opening description of note 4 on derivative financial instruments. The only figure is a 10-90 day waiting period, which is neither monetary nor a rate, so the page is reference narrative and the zero both lanes reached is right."
