cashflow_id,fund_id,lp_id,lp_name,share_class_name,file_id,cashflow_event_id,date_role,date_raw,date_precision,cashflow_date,report_date,due_date,cashflow_type,amount,currency,amount_base_currency,base_currency,fx_rate,recallable_amount,provenance_type,source_page,source_anchor,synthetic_parameter_set_id,defect_expected,record_status
CF_FUND_SYNTH_000093_001,FUND_SYNTH_000093,,,,,CFE_FUND_SYNTH_000093_001,cashflow,2012-02-15,day,2012-02-15,2012-02-05,2012-02-15,capital_call,-34.07,USD,-34.07,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000168_001,FUND_SYNTH_000168,,,,,CFE_FUND_SYNTH_000168_001,cashflow,2012-02-15,day,2012-02-15,2012-02-05,2012-02-15,capital_call,-31.45,USD,-31.45,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000168_LP_SYNTH_000168_01_001,FUND_SYNTH_000168,LP_SYNTH_000168_01,Synthetic Institutional LP 0168-01,,,CFE_FUND_SYNTH_000168_LP_SYNTH_000168_01_001,cashflow,2012-02-15,day,2012-02-15,2012-02-05,2012-02-15,capital_call,-4.40,USD,-4.40,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000168_LP_SYNTH_000168_02_001,FUND_SYNTH_000168,LP_SYNTH_000168_02,Synthetic Institutional LP 0168-02,,,CFE_FUND_SYNTH_000168_LP_SYNTH_000168_02_001,cashflow,2012-02-15,day,2012-02-15,2012-02-05,2012-02-15,capital_call,-2.83,USD,-2.83,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000373_001,FUND_SYNTH_000373,,,,,CFE_FUND_SYNTH_000373_001,cashflow,2012-02-15,day,2012-02-15,2012-02-05,2012-02-15,capital_call,-170.75,EUR,-170.75,EUR,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000120_001,FUND_SYNTH_000120,,,,,CFE_FUND_SYNTH_000120_001,cashflow,2012-02-16,day,2012-02-16,2012-02-06,2012-02-16,capital_call,-56.96,USD,-56.96,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000120_LP_SYNTH_000120_01_001,FUND_SYNTH_000120,LP_SYNTH_000120_01,Synthetic Institutional LP 0120-01,,,CFE_FUND_SYNTH_000120_LP_SYNTH_000120_01_001,cashflow,2012-02-16,day,2012-02-16,2012-02-06,2012-02-16,capital_call,-7.97,USD,-7.97,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000120_LP_SYNTH_000120_02_001,FUND_SYNTH_000120,LP_SYNTH_000120_02,Synthetic Institutional LP 0120-02,,,CFE_FUND_SYNTH_000120_LP_SYNTH_000120_02_001,cashflow,2012-02-16,day,2012-02-16,2012-02-06,2012-02-16,capital_call,-5.13,USD,-5.13,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000226_001,FUND_SYNTH_000226,,,,,CFE_FUND_SYNTH_000226_001,cashflow,2012-02-16,day,2012-02-16,2012-02-06,2012-02-16,capital_call,-88.25,USD,-88.25,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
CF_FUND_SYNTH_000091_001,FUND_SYNTH_000091,,,,,CFE_FUND_SYNTH_000091_001,cashflow,2012-02-17,day,2012-02-17,2012-02-07,2012-02-17,capital_call,-32.22,USD,-32.22,USD,1.00000000,0.00,SYNTHETIC,,,SYNTH_ASSUMED_DEMO_V1,false,ACTIVE
