"work_order","file_id","filename","page_count","canonical_doc_type","source_header_doc_type","route","product_tier","routing_status","routing_reason","issuer","source_sha256","txt_path","pdf_path","image_dir","grid_path"
"1","SRC602","Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf","11","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Meketa Investment Group for California State Teachers' Retirement System","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","data/documents/txt/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.txt","data/documents/pdf/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf","data/documents/images/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025","data/documents/grids/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.csv"
"2","SRC122","Performance_Florida_Growth_Fund_OPPAGA_Review_2025.pdf","12","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Florida OPPAGA (legislative oversight)","26c7e33568e2b061d8b49e4251da2573cf2067e5d5f4c0c726ff15a9fda72f8a","data/documents/txt/Performance_Florida_Growth_Fund_OPPAGA_Review_2025.txt","data/documents/pdf/Performance_Florida_Growth_Fund_OPPAGA_Review_2025.pdf","data/documents/images/Performance_Florida_Growth_Fund_OPPAGA_Review_2025","data/documents/grids/Performance_Florida_Growth_Fund_OPPAGA_Review_2025.csv"
"3","SRC220","Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf","12","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Illinois Municipal Retirement Fund (IMRF)","dfefd35f955cd4413210edc9e1f777e431caff411787b348aa80feca48f97cfc","data/documents/txt/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.txt","data/documents/pdf/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf","data/documents/images/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025","data/documents/grids/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.csv"
"4","SRC357","Performance_UTIMCO_Annual_Report_2025.pdf","13","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of Texas/Texas A&M Investment Management Company (UTIMCO)","9a7638e5c13c06b55e9dc45fa0797149fe4607b5cd951bbf873d2d89e1b1cd89","data/documents/txt/Performance_UTIMCO_Annual_Report_2025.txt","data/documents/pdf/Performance_UTIMCO_Annual_Report_2025.pdf","data/documents/images/Performance_UTIMCO_Annual_Report_2025","data/documents/grids/Performance_UTIMCO_Annual_Report_2025.csv"
"5","SRC395","Performance_UWM_Foundation_Annual_Report_2024.pdf","14","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","UWM Foundation (University of Wisconsin-Milwaukee)","5025e6baed9b1d8bb89b3f6d859aaa020b5a2e583941e033c604c8cea3d27079","data/documents/txt/Performance_UWM_Foundation_Annual_Report_2024.txt","data/documents/pdf/Performance_UWM_Foundation_Annual_Report_2024.pdf","data/documents/images/Performance_UWM_Foundation_Annual_Report_2024","data/documents/grids/Performance_UWM_Foundation_Annual_Report_2024.csv"
"6","SRC185","Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf","15","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","California State Teachers' Retirement System (CalSTRS)","70a686626584fe82f95a73323002e0c9d8edb76b36fe6a9a3cdbf51b386670d8","data/documents/txt/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.txt","data/documents/pdf/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf","data/documents/images/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25","data/documents/grids/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.csv"
"7","SRC038","Performance_MassVentures_Annual_Report_FY2015.pdf","17","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","MassVentures (Massachusetts Technology Development Corporation) / Commonwealth of Massachusetts Executive Office of Housing and Economic Development","c16a9bebd394302f82f7de0eb1c4a4026d6adf53e08a79759de7a762267e511e","data/documents/txt/Performance_MassVentures_Annual_Report_FY2015.txt","data/documents/pdf/Performance_MassVentures_Annual_Report_FY2015.pdf","data/documents/images/Performance_MassVentures_Annual_Report_FY2015","data/documents/grids/Performance_MassVentures_Annual_Report_FY2015.csv"
"8","SRC040","Financials_TEDCO_Maryland_Annual_Report_FY2021.pdf","17","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Maryland Technology Development Corporation (TEDCO)","19285aeb5632d72fab28652362d0c81a940894c064da04e935ea1cdfdbf3e5e3","data/documents/txt/Financials_TEDCO_Maryland_Annual_Report_FY2021.txt","data/documents/pdf/Financials_TEDCO_Maryland_Annual_Report_FY2021.pdf","data/documents/images/Financials_TEDCO_Maryland_Annual_Report_FY2021","data/documents/grids/Financials_TEDCO_Maryland_Annual_Report_FY2021.csv"
"9","SRC222","Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf","17","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Employees Retirement System of Texas (ERS)","716c4cd4fd7a858213434d9f93524c76887f038e85ab0bdae8af7a583ee165ab","data/documents/txt/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.txt","data/documents/pdf/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf","data/documents/images/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023","data/documents/grids/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.csv"
"10","SRC123","Performance_New_Mexico_SIC_Private_Equity_Program_2021.pdf","19","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Mercer (for New Mexico State Investment Council)","e6e12c0ed7e17603638e7bdcb87223cc6626c01cb4d0c86f9eb28b8cd409b2ab","data/documents/txt/Performance_New_Mexico_SIC_Private_Equity_Program_2021.txt","data/documents/pdf/Performance_New_Mexico_SIC_Private_Equity_Program_2021.pdf","data/documents/images/Performance_New_Mexico_SIC_Private_Equity_Program_2021","data/documents/grids/Performance_New_Mexico_SIC_Private_Equity_Program_2021.csv"
