"work_order","file_id","filename","page_count","canonical_doc_type","source_header_doc_type","route","product_tier","routing_status","routing_reason","issuer","source_sha256","txt_path","pdf_path","image_dir","grid_path"
"1","SRC013","PPM_RockStep_Hometown_America_Fund_I.pdf","69","PPM","PPM","05-fund-legal-docs","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","RockStep Capital","3a5101ffe266260aa91941413bd52948ddef264c1c726f024bd40a485997e4f4","data/documents/txt/PPM_RockStep_Hometown_America_Fund_I.txt","data/documents/pdf/PPM_RockStep_Hometown_America_Fund_I.pdf","data/documents/images/PPM_RockStep_Hometown_America_Fund_I","data/documents/grids/PPM_RockStep_Hometown_America_Fund_I.csv"
"2","SRC002","PPM_Worcester_Fund_LLC.pdf","85","PPM","PPM","05-fund-legal-docs","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Worcester Investments","b0799aab9ffd44e2dfe654bf8c1d583999bfb1b19eda37568bc818a87bf57960","data/documents/txt/PPM_Worcester_Fund_LLC.txt","data/documents/pdf/PPM_Worcester_Fund_LLC.pdf","data/documents/images/PPM_Worcester_Fund_LLC","data/documents/grids/PPM_Worcester_Fund_LLC.csv"
"3","SRC014","PPM_Blackcommerce_LLC_SEC_EDGAR.pdf","112","PPM","PPM","05-fund-legal-docs","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Blackcommerce LLC","873bcaeea6eeeff2fa7d5eb2a101091c03a54077588a9ea129e7476bf006c6eb","data/documents/txt/PPM_Blackcommerce_LLC_SEC_EDGAR.txt","data/documents/pdf/PPM_Blackcommerce_LLC_SEC_EDGAR.pdf","data/documents/images/PPM_Blackcommerce_LLC_SEC_EDGAR","data/documents/grids/PPM_Blackcommerce_LLC_SEC_EDGAR.csv"
"4","SRC421","PPM_Apollo_S3_Private_Markets_Fund_Prospectus.pdf","135","PPM","PPM","05-fund-legal-docs","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Apollo S3 Private Markets Fund","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","data/documents/txt/PPM_Apollo_S3_Private_Markets_Fund_Prospectus.txt","data/documents/pdf/PPM_Apollo_S3_Private_Markets_Fund_Prospectus.pdf","data/documents/images/PPM_Apollo_S3_Private_Markets_Fund_Prospectus","data/documents/grids/PPM_Apollo_S3_Private_Markets_Fund_Prospectus.csv"
"5","SRC252","NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.pdf","278","PPM","NAV_Statement","05-fund-legal-docs","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Hines Global Income Trust, Inc.","5adc2d74c8522f4a8ddde3cebf567685ccea34763bea4994a8980d404ffc8968","data/documents/txt/NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.txt","data/documents/pdf/NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.pdf","data/documents/images/NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026","data/documents/grids/NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.csv"
"6","SRC052","NAV_Statement_BREIT_Prospectus_With_Supplements.pdf","501","PPM","NAV_Statement","05-fund-legal-docs","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Blackstone Real Estate Income Trust, Inc. (BREIT)","a7e1c15320496a7bb9281d14b6eb09192109cea9841a33db5bd760f79bef98cd","data/documents/txt/NAV_Statement_BREIT_Prospectus_With_Supplements.txt","data/documents/pdf/NAV_Statement_BREIT_Prospectus_With_Supplements.pdf","data/documents/images/NAV_Statement_BREIT_Prospectus_With_Supplements","data/documents/grids/NAV_Statement_BREIT_Prospectus_With_Supplements.csv"
"7","SRC004","LPA_SCP_Private_Equity_Partners_II_Public_FOIA.pdf","62","LPA","LPA","05-fund-legal-docs","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","SCP Private Equity Partners II, LP","0f54ff66a1917b7de72dd937483953775aa0f4bfd972034dfdeca13332de94f5","data/documents/txt/LPA_SCP_Private_Equity_Partners_II_Public_FOIA.txt","data/documents/pdf/LPA_SCP_Private_Equity_Partners_II_Public_FOIA.pdf","data/documents/images/LPA_SCP_Private_Equity_Partners_II_Public_FOIA","data/documents/grids/LPA_SCP_Private_Equity_Partners_II_Public_FOIA.csv"
"8","SRC608","Subscription_PA_SERS_Insight_Venture_Partners_VIII_Closing_Binder_Redacted.pdf","72","Subscription","Subscription","05-fund-legal-docs","SECONDARY","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania State Employees' Retirement System (released via PA General Assembly Act 5 data request)","76cd44577b199c88029628a26be8239ddd15783a3edb5a2f694285a544e30699","data/documents/txt/Subscription_PA_SERS_Insight_Venture_Partners_VIII_Closing_Binder_Redacted.txt","data/documents/pdf/Subscription_PA_SERS_Insight_Venture_Partners_VIII_Closing_Binder_Redacted.pdf","data/documents/images/Subscription_PA_SERS_Insight_Venture_Partners_VIII_Closing_Binder_Redacted","data/documents/grids/Subscription_PA_SERS_Insight_Venture_Partners_VIII_Closing_Binder_Redacted.csv"
"9","SRC103","DDQ_AIMA_CTA_Chesapeake_Capital.pdf","27","DDQ","DDQ","05-fund-legal-docs","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Chesapeake Capital Corporation (AIMA Illustrative DDQ format)","185d1cfb34a196ca1c0fd885958b1e501417c13607f2f9daa32a62daf2020c69","data/documents/txt/DDQ_AIMA_CTA_Chesapeake_Capital.txt","data/documents/pdf/DDQ_AIMA_CTA_Chesapeake_Capital.pdf","data/documents/images/DDQ_AIMA_CTA_Chesapeake_Capital","data/documents/grids/DDQ_AIMA_CTA_Chesapeake_Capital.csv"
"10","SRC412","DDQ_Hamilton_Lane_Global_Private_Assets_Fund_May2025.pdf","37","DDQ","DDQ","05-fund-legal-docs","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Hamilton Lane (document mirrored by Sygnum Bank)","165556dbc3e81d5c1ce82f3a51c6ea5c2721f1589d3746fe9459b91ac8ef923b","data/documents/txt/DDQ_Hamilton_Lane_Global_Private_Assets_Fund_May2025.txt","data/documents/pdf/DDQ_Hamilton_Lane_Global_Private_Assets_Fund_May2025.pdf","data/documents/images/DDQ_Hamilton_Lane_Global_Private_Assets_Fund_May2025","data/documents/grids/DDQ_Hamilton_Lane_Global_Private_Assets_Fund_May2025.csv"
