"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_3246C29EFBC8D2C1449596BF","VALUE_CONFLICT","YES","1","document_context","DOCUMENT","DOCUMENT","","1","","","1","1","source_section|source_table|manager_name|as_of_date|text_raw"
"PAIR_777C998DF0400EB06C5822B9","A_ONLY","YES","101","definition_context","General Purchase Terms","Business Day","","1","","","147","",""
"PAIR_B6ED1E623BF2EAFDE2BEDD69","A_ONLY","YES","106","definition_context","Repurchase of Shares Process","1934 Act","","1","","","148","",""
"PAIR_1EDE77B60471B00E7B9C96B6","A_ONLY","YES","106","definition_context","Repurchase of Shares Process","Expiration Date","","1","","","149","",""
"PAIR_4A06ED8560970D51636E8D9A","A_ONLY","YES","106","definition_context","Repurchase of Shares Process","Repurchase Date","","1","","","150","",""
"PAIR_2D6101D1087369DCC7FE0312","A_ONLY","YES","106","definition_context","Repurchase of Shares Process","Valuation Date","","1","","","151","",""
"PAIR_CFEF22028AE29DDB719188B0","A_ONLY","YES","108","definition_context","ERISA CONSIDERATIONS","ERISA Plan","","1","","","152","",""
"PAIR_B66DCF9BB336291BEC6DE4D8","A_ONLY","YES","113","definition_context","Derivative Actions, Direct Actions and Exclusive Jurisdiction","DSTA","","1","","","153","",""
"PAIR_EBBFD11EE4A2E63887D06F76","A_ONLY","YES","115","definition_context","MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS","CFCs","","1","","","154","",""
"PAIR_731E3945A01145603A9888E0","A_ONLY","YES","115","definition_context","MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS","PFICs","","1","","","155","",""
"PAIR_DC3754AEF1A0D30306DD9B17","A_ONLY","YES","115","definition_context","MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS","REITs","","1","","","156","",""
"PAIR_0627E42A5A50A4FDE136119D","A_ONLY","YES","115","definition_context","MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS","U.S. Shareholder","","1","","","157","",""
"PAIR_BE2D5A459AB7761789681517","A_ONLY","YES","116","definition_context","Qualification and Taxation as a Regulated Investment Company","Annual Distribution Requirement","","1","","","158","",""
"PAIR_E45D43F5ACD233729BE0D56E","A_ONLY","YES","116","definition_context","Qualification and Taxation as a Regulated Investment Company","Excise Tax Distribution Requirements","","1","","","159","",""
"PAIR_B686CA4997DDF16403CD5B06","A_ONLY","YES","116","definition_context","Qualification and Taxation as a Regulated Investment Company","investment company taxable income","","1","","","160","",""
"PAIR_A6C5A7F6DA11AD9DB81EF07D","A_ONLY","YES","117","definition_context","Qualification and Taxation as a Regulated Investment Company","90% Gross Income Test","","1","","","161","",""
"PAIR_D0871F39C727BAA44A93BDDF","A_ONLY","YES","117","definition_context","Qualification and Taxation as a Regulated Investment Company","Diversification Tests","","1","","","162","",""
