"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","1","REFERENCE_ONLY","YES","DOCUMENT","document_context","1","1","Cover page; document context row only."
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","2","ELIGIBLE_DATA_EXTRACTED","YES","PROSPECTUS","definition_context","20","20",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","3","ELIGIBLE_DATA_EXTRACTED","YES","PROSPECTUS","definition_context","2","2",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","4","REFERENCE_ONLY","NO","","","0","0","Contact/disclaimer page; no allowed legal term or definition record."
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","5","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: table-of-contents page numbers are navigation references outside the PPM legal-term whitelist; no eligible definition or legal term is printed."
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","6","ELIGIBLE_DATA_EXTRACTED","YES","SUMMARY OF OFFERING TERMS","definition_context","17","17","Summary-of-offering-terms definitions extracted from the printed terms table."
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","7","ELIGIBLE_DATA_EXTRACTED","YES","SUMMARY OF OFFERING TERMS","definition_context","8","8","Continuation of summary-of-offering-terms definitions extracted from the printed terms table."
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","8","ELIGIBLE_DATA_EXTRACTED","YES","SUMMARY OF OFFERING TERMS","definition_context","5","5","Private Credit Investments, Subsidiary, Subsidiaries, RIC, and Shareholders definitions extracted; risk-factor narrative excluded."
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","9","NO_ELIGIBLE_DATA","NO","","","0","0","NO_ELIGIBLE_REASON: risk-factor narrative only; PPM risk-factor transcription is excluded and no whitelisted management fee, carry, waterfall, clawback, fee offset, organizational expense, recycling, fund term, term extension, commitment period, or investment period provision is printed."
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","10","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: risk-factor narrative only; PPM risk-factor transcription is excluded and no whitelisted management fee, carry, waterfall, clawback, fee offset, organizational expense, recycling, fund term, term extension, commitment period, or investment period provision is printed."
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","A","11","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: risk-factor narrative only; PPM risk-factor transcription is excluded and no whitelisted management fee, carry, waterfall, clawback, fee offset, organizational expense, recycling, fund term, term extension, commitment period, or investment period provision is printed."
