"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","document_context","1","DOCUMENT","APOLLO S3 PRIVATE MARKETS FUND","","DOCUMENT","","1","document","APOLLO S3 PRIVATE MARKETS FUND","","","","Apollo S3 RIC Management, L.P.","","","","","","April 11, 2025","","","","","","","","","","","APOLLO S3 PRIVATE MARKETS FUND","actual","","","","","","","",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","definition_context","2","FOOTNOTE","","UNTITLED_TABLE_1","Public Offering Price","","1","","","","","","","","","","","","","","","","","","","","Apollo Global Securities, LLC (the “Distributor”) acts as principal underwriter for the Fund’s Shares and serves in that capacity on a reasonable best efforts basis, subject to various conditions. The Distributor is not obligated to sell any specific number of shares. Class S2 Shares and Class I2 Shares are or will be continuously offered at a price per share equal to the NAV per share for such class. Each share class will initially be offered at the then-current NAV. Generally, the stated minimum investment by an investor in the Fund is $25,000 with respect to Class S2 Shares and Class I2 Shares. The minimum additional investment in the Fund is $5,000. The Fund may, in its sole discretion, accept investments below these minimums. Investors subscribing through a given broker/dealer or registered investment adviser may have shares aggregated to meet these minimums, so long as initial investments are not less than $25,000 and incremental contributions are not less than $5,000.","","","The Distributor is not obligated to sell any specific number of shares.","actual","","","","1","","","",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","definition_context","2","FOOTNOTE","","UNTITLED_TABLE_1","Public Offering Price","","2","","","","","","","","","","","","","","","","","","","","The table assumes that all shares are sold in the primary offering, with 1/2 of the gross offering proceeds from the sale of Class S2 shares and 1/2 from the sale of Class I2 shares. The number of shares of each class sold and the relative proportions in which the classes of shares are sold are uncertain and may differ significantly from this assumption.","","","The table assumes that all shares are sold in the primary offering, with 1/2 of the gross offering proceeds from the sale of Class S2 shares and 1/2 from the sale of Class I2 shares.","actual","","","","3","","","",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","definition_context","2","FOOTNOTE","","UNTITLED_TABLE_1","Sales Load","","1","","","","","","","","","","","","","","","","","","","","No upfront sales load will be paid with respect to Class S2 Shares or Class I2 Shares, however, if you buy Class S2 Shares through certain financial intermediaries, they may directly charge you transaction or other fees, including upfront placement fees or brokerage commissions, in such amount as they may determine, provided that financial intermediaries limit such charges to a 3.5% cap on NAV for Class S2 Shares. Transaction fees or other fees assessed by a financial intermediary on Class S2 Shares are not reflected in the fee table and examples. Financial intermediaries will not charge such fees on Class I2 Shares. Your financial intermediary may impose additional charges when you purchase Shares of the Fund. Please consult your financial intermediary for additional information.","","","provided that financial intermediaries limit such charges to a 3.5% cap on NAV for Class S2 Shares.","actual","","","","2","","","",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","legal_term","24","NARRATIVE","SUMMARY OF OFFERING TERMS","","Fees and Expenses","","1","fund","the Fund","","","","","","","","","","","","","","","","","organizational_expense","The Fund will bear certain of its organizational and initial offering costs in connection with this offering. The Fund’s initial offering costs, whether borne by the Adviser or the Fund, are being capitalized and amortized over the 12-month period following the commencement of operations. The Fund’s organizational costs are expensed as incurred.","","","The Fund will bear certain of its organizational and initial offering costs in","actual","","","","","","","",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","legal_term","24","NARRATIVE","SUMMARY OF OFFERING TERMS","","Management Fee","","1","fund","the Fund","","","","","","","","","","","","","","","","","management_fee","In consideration of the advisory services provided by the Adviser, the Fund pays the Adviser a fee of 1.50% on an annualized basis of the value of the Fund’s net assets calculated and accrued monthly as of the last business day of each month and payable monthly (the “Management Fee”). For purposes of determining the Management Fee payable to the Adviser, the value of the Fund’s net assets will be calculated prior to the inclusion of the Management Fee payable to the Adviser and prior to any reduction for any fees and expenses of the Fund for that month. Purchased Shares are incorporated into the beginning of month NAV and included in the computation of the Management Fee payable. The Management Fee will be calculated before giving effect to any repurchase of Shares by the Fund or any distributions by the Fund. The Management Fee will be payable in arrears within 5 business days after the completion of the NAV computation for the month. The Management Fee is paid to the Adviser out of the Fund’s assets, and therefore decreases the net profits or increases the net losses of the Fund.","","","the Adviser a fee of 1.50% on an annualized basis of the value of the Fund’s net","actual","","","","","","","",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","legal_term","27","NARRATIVE","SUMMARY OF OFFERING TERMS","","Term","","1","fund","the Fund","","","","","","","","","","","","","","","","","fund_term","The Fund’s term is perpetual unless the Fund is otherwise terminated under the terms of the Declaration of Trust.","","","The Fund’s term is perpetual unless the Fund is otherwise terminated under the","actual","","","","","","","",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","definition_context","29","FOOTNOTE","SUMMARY OF FEES AND EXPENSES","Estimated Annual Operating Expenses","Acquired Fund Fees and Expenses","","1","","","","","","","","","","","","","","","","","","","","The Acquired Fund Fees and Expenses include the fees and expenses of the Portfolio Funds in which the Fund intends to invest. Some or all of the Portfolio Funds in which the Fund intends to invest generally charge asset-based management fees. The managers of the Portfolio Funds may also receive performance-based compensation if the Portfolio Funds achieve certain profit levels, generally in the form of “carried interest” allocations of profits from the Portfolio Funds, which effectively will reduce the investment returns of the Portfolio Funds. The Portfolio Funds in which the Fund intends to invest generally charge a management fee of 0.75% to 1.50% on committed capital, invested capital or net asset values, and generally charge between 10% and 20% of net profits as a carried interest allocation, subject to a clawback. The “Acquired Fund Fees and Expenses” disclosed above are based on historic returns of the types of Portfolio Funds in which the Fund anticipates investing, which may change substantially over time and, therefore, significantly affect “Acquired Fund Fees and Expenses.” The Acquired Fund Fees and Expenses are based on estimated annualized amounts for the Fund’s fiscal year ending March 31, 2026 and reflects operating expenses of the Portfolio Funds (e.g., management fees, administration fees and professional and other direct, fixed fees and expenses of the Portfolio Funds) after refunds, excluding any performance-based fees or allocations paid by the Portfolio Funds that paid solely on the realization and/or distribution of gains, or on the sum of such gains and unrealized appreciation of assets distributed in-kind, as such fees and allocations for a particular period may be unrelated to the cost of investing in the Portfolio Funds.","","","management fee of 0.75% to 1.50% on committed capital, invested capital or net asset values, and generally charge between","actual","footnote text continues onto page 30","","","4","","","",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","definition_context","29","FOOTNOTE","SUMMARY OF FEES AND EXPENSES","Estimated Annual Operating Expenses","Management Fee","","1","","","","","","","","","","","","","","","","","","","","The Fund pays the Adviser a Management Fee of 1.50% on an annualized basis of the value of the Fund’s net assets calculated and accrued monthly as of the last business day of each month and payable monthly. For purposes of determining the Management Fee payable to the Adviser, the value of the Fund’s net assets will be calculated prior to the inclusion of the Management Fee payable to the Adviser and prior to any reduction for any fees and expenses of the Fund for that month. Purchased Shares are incorporated into the beginning of month NAV and included in the computation of the Management Fee payable. The Management Fee will be calculated before giving effect to any repurchase of Shares by the Fund or any distributions by the Fund.","","","The Fund pays the Adviser a Management Fee of 1.50% on an annualized basis of the value of the Fund’s net assets calculated and accrued monthly as of the last business day of each month and payable monthly.","actual","","","","2","","","",""
"2026-09-01.2","SRC421","8fbaa442a5f926fb750aba15b64a328a8a737995b1492a65e539ab39b5cc165c","PPM","05-fund-legal-docs","CORE","B","definition_context","29","FOOTNOTE","SUMMARY OF FEES AND EXPENSES","Estimated Annual Operating Expenses","Other Expenses","","1","","","","","","","","","","","","","","","","","","","","The Other Expenses include, among other things, professional fees and other expenses that the Fund will bear, including initial and ongoing offering costs, and fees and expenses of the Administrator, Transfer Agent and Custodian. The Other Expenses are based on estimated annualized amounts for the Fund’s fiscal year ending March 31, 2026.","","","The Other Expenses include, among other things, professional fees and other expenses that the Fund will bear, including initial and ongoing offering costs, and fees and expenses of the Administrator, Transfer Agent and Custodian.","actual","","","","3","","","",""
