"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_E35EB6C6C000F6A72B3D3D32","CONTEXT_CONFLICT","YES","10","definition_context","Investment Detail","1","","1","","","632","781","condition_raw"
"PAIR_F801E536D14A81DED5D4BCF1","CONTEXT_CONFLICT","YES","10","definition_context","Investment Detail","2","","1","","","633","782","condition_raw"
"PAIR_ECB62F5FA76D7CE650F60444","CONTEXT_CONFLICT","YES","10","definition_context","Investment Detail","3","","1","","","634","783","condition_raw"
"PAIR_48010D6FE4ABF88CCB422E0F","CONTEXT_CONFLICT","YES","10","definition_context","Investment Detail","4","","1","","","635","784","condition_raw"
"PAIR_43DC4009B63205E5694EAC05","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","1 Year","1","return","","636","785","record_family|source_section|subject_type|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_3003C8D9F8D75792878BE038","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","3 Year","1","return","","637","786","record_family|source_section|subject_type|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_C6E0E03A0F56823F6D473B89","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","5 Year","1","return","","638","787","record_family|source_section|subject_type|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_9FF72EE23D787317DCC582AF","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","7 Year","1","return","","639","788","record_family|source_section|subject_type|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_42D88B70400739044224044E","B_ONLY","YES","10","fund_economics_observation","Investment Detail","Agriculture Total","Commitment","1","commitment","","","789",""
"PAIR_B680EFD5195F3AFEB3FB605D","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","DPI","1","dpi","","640","790","record_family|source_section|subject_type|asset_class|strategy|period_start|unit|evidence_quote"
"PAIR_88C6D44EC9F54DBE2EC0A23D","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","Market Value ($)","1","aum","","641","791","record_family|source_section|source_column_label|subject_type|asset_class|strategy|period_start|currency_scale|metric_category|evidence_quote"
"PAIR_1805BAEE8CA3CF9CA70A77C2","B_ONLY","YES","10","fund_economics_observation","Investment Detail","Agriculture Total","PIC","1","moic","","","792",""
"PAIR_95642440DC20116154A47630","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","Qtr","1","return","","642","793","record_family|source_section|subject_type|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_18B033F7E2132DE13E862DD4","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","RVPI","1","rvpi","","643","794","record_family|source_section|subject_type|asset_class|strategy|period_start|unit|evidence_quote"
"PAIR_30387900E7CA5B9725C77942","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","Since Inception","1","return","","644","796","record_family|source_section|subject_type|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_29678FD3E24EAFE698C4458A","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","Since Inception IRR","1","irr","","645","795","record_family|source_section|source_column_label|subject_type|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_5D9121464F6819DF0C1E6F68","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Agriculture Total","TVPI","1","tvpi","","646","797","record_family|source_section|subject_type|asset_class|strategy|period_start|unit|evidence_quote"
"PAIR_AA173EF9A55287E68B9B2134","B_ONLY","YES","10","fund_economics_observation","Investment Detail","Agriculture Total","Unfunded","1","unfunded_commitment","","","798",""
"PAIR_E5A51DE7349C06B800D6BBAB","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","1 Year","1","return","","647","799","record_family|source_section|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_5E9CB9F7861D1B39845BC5D2","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","3 Year","1","return","","648","800","record_family|source_section|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_16DED00CF780B7D835619A8E","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","5 Year","1","return","","649","801","record_family|source_section|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_34979C29D872AA088F636053","B_ONLY","YES","10","fund_economics_observation","Investment Detail","Blue Road Capital, L.P.","Commitment","1","commitment","","","802",""
"PAIR_E237EA3D04146717B64EDDA1","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","DPI","1","dpi","","650","803","record_family|source_section|asset_class|strategy|period_start|unit|evidence_quote"
"PAIR_6CBEECDBB53A0790D7C842DD","VALUE_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","Market Value ($)","1","aum","","651","804","record_family|source_section|source_column_label|asset_class|strategy|period_start|currency_scale|metric_category|metric_value_raw|evidence_quote"
"PAIR_118A6D0462109C047829EF4A","B_ONLY","YES","10","fund_economics_observation","Investment Detail","Blue Road Capital, L.P.","PIC","1","moic","","","805",""
"PAIR_2F9560D172E7BBB26E246F65","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","Qtr","1","return","","652","806","record_family|source_section|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_3DACB14476F5E330E54A63D3","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","RVPI","1","rvpi","","653","807","record_family|source_section|asset_class|strategy|period_start|unit|evidence_quote"
"PAIR_6A04A3D9AF20E6F9F5B7AA3B","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","Since Inception","1","return","","654","809","record_family|source_section|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_0585ED2470EE71A66199E1EF","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","Since Inception IRR","1","irr","","655","808","record_family|source_section|source_column_label|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_849CA6E7372EC77224CA812B","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Blue Road Capital, L.P.","TVPI","1","tvpi","","656","810","record_family|source_section|asset_class|strategy|period_start|unit|evidence_quote"
"PAIR_242A113D1A508D3A45761817","B_ONLY","YES","10","fund_economics_observation","Investment Detail","Blue Road Capital, L.P.","Unfunded","1","unfunded_commitment","","","811",""
"PAIR_CCCE53EE124DC37CE0D45E94","VALUE_CONFLICT","YES","10","performance_observation","Investment Detail","Bluescape Energy Recapitalization and Restructuring Fund III, L.P.","1 Year","1","return","","657","812","record_family|source_section|asset_class|strategy|period_start|metric_name|metric_value_raw|evidence_quote"
"PAIR_D8D2BDFE79DC1C2C0972E8C4","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Bluescape Energy Recapitalization and Restructuring Fund III, L.P.","3 Year","1","return","","658","813","record_family|source_section|asset_class|strategy|period_start|metric_name|evidence_quote"
"PAIR_4D274FD834A25191994D4CD3","B_ONLY","YES","10","fund_economics_observation","Investment Detail","Bluescape Energy Recapitalization and Restructuring Fund III, L.P.","Commitment","1","commitment","","","814",""
"PAIR_E562E6AD34053AF07288E171","CLASSIFICATION_CONFLICT","YES","10","performance_observation","Investment Detail","Bluescape Energy Recapitalization and Restructuring Fund III, L.P.","DPI","1","dpi","","659","815","record_family|source_section|asset_class|strategy|period_start|unit|evidence_quote"
"PAIR_3A2C86809E16399DD9425D4B","VALUE_CONFLICT","YES","10","performance_observation","Investment Detail","Bluescape Energy Recapitalization and Restructuring Fund III, L.P.","Market Value ($)","1","aum","","660","816","record_family|source_section|source_column_label|asset_class|strategy|period_start|currency_scale|metric_category|metric_value_raw|evidence_quote"
