record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
performance_metric,as_of_date,As of | Periods Ended | period ending,Reporting/measurement date printed for the data.,SRC060,30,30,28,93.3,810,28.93,HIGH,time alignment across reports,CORE,,SRC060,1,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
performance_metric,entity_name,Partnership | Portfolio | By Investment | Class,"Printed name of the fund, portfolio, share class, or benchmark whose result is reported.",SRC060,30,30,29,96.7,1974,68.07,HIGH,fund and portfolio comparison,CORE,,SRC060,1,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
performance_metric,horizon,Current Qtr | 1 YEAR | YTD | Since Inception,Printed measurement horizon or period label.,SRC363,30,30,21,70.0,1168,55.62,HIGH,comparable return series,CORE,,SRC363,1,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
performance_metric,metric_name,Return | IRR | TVPI | DPI | RVPI | PME | Direct Alpha | Sharpe Ratio | Alpha | Beta | NAV per Share | Allocation Effect,"Printed label of an analytically material performance, risk, benchmark, valuation, or attribution metric.",SRC060,30,30,30,100.0,2182,72.73,HIGH,fund/manager/portfolio benchmarking and risk analysis,CORE,,SRC060,2,Checkpoint 30 standardized field created from recurring source labels; all 30 documents rechecked. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling.
performance_metric,metric_value,Return | IRR | TVPI | DPI | RVPI | PME | Direct Alpha | Sharpe Ratio | Alpha | Beta | NAV per Share | Allocation Effect,"Printed value for metric_name, preserving its printed sign, unit, percent, multiple, or currency.",SRC060,30,30,30,100.0,2182,72.73,HIGH,fund/manager/portfolio benchmarking and risk analysis,CORE,,SRC060,2,Checkpoint 30 standardized field created from recurring source labels; all 30 documents rechecked. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling.
performance_metric,unit,% | x | bps | USD | GBP | EUR | $ in millions | $ in bn,"Printed unit, currency, or scale applying to metric_value or another numeric field; capture only when stated.",SRC060,30,30,30,100.0,26369,878.97,HIGH,correct interpretation and cross-document comparability of printed values,CORE,,SRC060,1,Checkpoint 30 standardized from printed units/scales; all 30 documents rechecked.
performance_metric,return_method,TWR | IRR | Total Return,Printed return methodology/type.,SRC060,30,30,28,93.3,364,13.00,HIGH,distinguish time- and money-weighted results,CORE,,SRC060,2,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
performance_metric,gross_net_basis,net of fees | gross of fees | RETURN (NET),Printed gross/net fee basis for the return.,SRC060,30,30,24,80.0,245,10.21,HIGH,gross-to-net comparability,CORE,,SRC060,2,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
performance_metric,annualization_basis,Annualized | annual return | Since inception returns are annualized,Printed indication that a return is annualized or presented as annual return.,SRC363,30,30,13,43.3,143,11.00,HIGH,horizon comparability,CORE,,SRC363,1,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
performance_metric,benchmark_name,Median College and University Endowment | Benchmark | Index,Printed comparison benchmark or peer series name.,SRC363,30,30,17,56.7,2138,125.76,HIGH,benchmarking,CORE,,SRC363,1,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
fund_snapshot,fund_name,Partnership | By Investment | Investments,Printed private-market fund/investment name serving as row identity.,SRC060,30,30,18,60.0,283,15.72,HIGH,fund comparison,CORE,,SRC060,2,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
fund_snapshot,vintage_year,Vintage Year | Vintage,Printed fund vintage year.,SRC060,30,30,16,53.3,104,6.50,HIGH,vintage benchmarking,CORE,,SRC060,1,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
fund_snapshot,strategy,Strategy,Printed strategy classification for the fund/investment.,SRC035,30,30,20,66.7,131,6.55,HIGH,strategy comparison,CORE,,SRC363,2,"Checkpoint 5: synonym labels collapsed into this standardized field. Checkpoint 10: standardized aliases; no publisher-specific columns retained. Checkpoint 15: repeated fund-table variants collapsed; horizons remain row dimensions. Checkpoint 20: aliases collapsed; variable risk metrics retained as rows, not columns. Checkpoint 25: issuer variants collapsed; private-market scalar metrics flagged for long-form metric_name/value compression at final checkpoint. Checkpoint 30 FINAL ACTIVE. Second pass confirmed prior work terminology without adding fields; ILPA 2025 performance standards independently support performance-metric plus cash-flow modeling."
