"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","1","NO_ELIGIBLE_DATA","YES","Financial Statements","document_context","0","0","NO_ELIGIBLE_REASON: cover page contains no populated values in an allowed Financials category."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","2","ELIGIBLE_DATA_EXTRACTED","YES","Balance Sheet","document_context | financial_statement_observation","7","7","Excludes dashes, non-controlled related-party and deficit lines, and unlabeled subtotal rows; OCR punctuation was verified against page-002.png."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","3","ELIGIBLE_DATA_EXTRACTED","YES","Statement of Operations and Deficit","financial_statement_observation","16","16","Excludes dashes, unlabeled expense totals, foreign-exchange and other non-controlled lines, and the fully loaded Net income (loss); the Deficit rollforward is mapped to beginning_capital and ending_capital; OCR punctuation was verified against page-003.png."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","4","ELIGIBLE_DATA_EXTRACTED","YES","Statement of Cash Flows","financial_statement_observation","12","12","Excludes dashes, unlabeled operating and financing subtotals, Net income (loss), and Proceeds from investments; change-in-non-cash items are retained as labeled cash-flow observations; OCR punctuation was verified against page-004.png."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","5","NO_ELIGIBLE_DATA","YES","Statement of Investments","position_observation","0","0","NO_ELIGIBLE_REASON: Number of shares cells for both named position rows are fully black-redacted, and Amount cells are blank; no visible populated value remains to extract."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","6","NO_ELIGIBLE_DATA","YES","Notes to Financial Statements","financial_statement_observation","0","0","NO_ELIGIBLE_REASON: narrative accounting-policy text contains dates and qualitative descriptions but no populated values in an allowed Financials category."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","7","NO_ELIGIBLE_DATA","YES","Notes to Financial Statements (continued)","financial_statement_observation","0","0","NO_ELIGIBLE_REASON: fair-value hierarchy definitions and investment-transaction policy text contain no populated numeric values in an allowed Financials category."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","8","NO_ELIGIBLE_DATA","YES","Notes to Financial Statements (continued)","financial_statement_observation","0","0","NO_ELIGIBLE_REASON: revenue, foreign-exchange, offering-expense, and estimation-policy narrative contains no populated values in an allowed Financials category."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","9","NO_ELIGIBLE_DATA","YES","Related party transactions and balances","financial_statement_observation","0","0","NO_ELIGIBLE_REASON: related-party receivable and payable balances are outside the controlled Financials categories; management-fee text is qualitative only."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","10","ELIGIBLE_DATA_EXTRACTED","YES","Committed capital","fund_economics_observation","1","1","Extracts the stated committed capital; surrounding commitment-period and dissolution dates are context, not additional observations."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","11","ELIGIBLE_DATA_EXTRACTED","YES","Partners' capital account - current year | Partners' capital account - inception to date","financial_statement_observation","28","28","Extracts every populated cell for the named General Partner and PSERS rows in both capital-account tables; excludes each unlabeled total row and capital-account-end-year dashes."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","12","NO_ELIGIBLE_DATA","YES","Carried interest | Distribution to partners","fund_economics_observation","0","0","NO_ELIGIBLE_REASON: distribution and carried-interest waterfall terms contain contractual percentages, timing periods, and qualitative policy text, not populated financial observations in an allowed category."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","13","NO_ELIGIBLE_DATA","YES","Carried interest (continued) | Deposit of amounts with custodian | Indemnification of the General Partner, the Fund Manager, and their affiliates","fund_economics_observation","0","0","NO_ELIGIBLE_REASON: the carried-interest and custodian text contains a contractual 10% subscription term and qualitative indemnification language, not a populated financial observation in an allowed category."
"2026-08-22.2","SRC102","dec577c036c11f70b30193bbfbdf4d478fabfc36f3ef15ae68249a2810f8ddfe","Financials","01-financials","CORE","B","14","NO_ELIGIBLE_DATA","YES","Capital management | Financial instruments | Future accounting changes | Indemnification of the General Partner, the Fund Manager, and their affiliates (continued)","financial_statement_observation","0","0","NO_ELIGIBLE_REASON: indemnification, fair-value, capital-management, and future-accounting narrative contains no populated financial values; the printed dates are policy context only."
