"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","1","REFERENCE_ONLY","YES","Real Estate","document_context","1","1","cover page; document context only"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","2","REFERENCE_ONLY","YES","Table of Contents","","0","0","table of contents; no allowed observations"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","3","ELIGIBLE_DATA_EXTRACTED","YES","Commitments Approved and Executed Since April 1, 2017","fund_economics_observation","4","4",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","4","REFERENCE_ONLY","YES","Table of Contents","","0","0","table of contents; no allowed observations"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","5","ELIGIBLE_DATA_EXTRACTED","YES","Portfolio Snapshot for Real Estate","definition_context | fund_economics_observation","23","23","excluded Active Partnerships count; no allowed Quarterly_Report category"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","6","ELIGIBLE_DATA_EXTRACTED","YES","RE Performance by Investment Structure – 2Q17","allocation_observation | definition_context | performance_observation","90","90","N/A cells are not populated numeric observations"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","7","ELIGIBLE_DATA_EXTRACTED","YES","Benchmark Footnotes for Performance Returns","definition_context","5","5","benchmark footnotes; no allowed observations"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","8","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate By Investment Structure – 2Q17","allocation_observation | definition_context | fund_economics_observation","14","14","excluded repeated pie chart values; table extracted"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","9","ELIGIBLE_DATA_EXTRACTED","YES","RE Performance by Strategic Asset Allocation – 2Q17","definition_context | performance_observation","59","59","all printed performance rows and benchmark footnote definitions extracted"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","10","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate by Strategic Asset Allocation – 2Q17","allocation_observation | definition_context | fund_economics_observation","13","13","extracted table; repeated pie-chart labels excluded"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","11","ELIGIBLE_DATA_EXTRACTED","YES","Preliminary Real Estate Performance – 3Q17","allocation_observation | definition_context | performance_observation","13","13","allocation percentages and preliminary quarter returns extracted"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","12","REFERENCE_ONLY","YES","Table of Contents","","0","0","table of contents; no allowed observations"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","13","ELIGIBLE_DATA_EXTRACTED","YES","Cash Flow Activity | Final -2Q17 ($M) | Prelim -3Q17 ($M)","definition_context | fund_economics_observation","23","23","final and preliminary cash-flow tables extracted; blank cells omitted"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","14","ELIGIBLE_DATA_EXTRACTED","YES","Portfolio Summary for Real Estate","definition_context | fund_economics_observation","36","36","excluded Net Value Changed and Total Exposure; calculated aggregate lines outside allowed categories"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","15","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate Portfolio Cash Flow","fund_economics_observation","20","20","figure values extracted; cumulative line has no individual printed values"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","16","REFERENCE_ONLY","YES","Table of Contents","","0","0","table of contents; no allowed observations"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","17","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate Portfolio Asset Allocation","allocation_observation | definition_context","5","5","excluded Unfunded Commitments and Potential Exposure; exposure measures outside selected allocation categories"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","18","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate – Regional Distribution – 2Q17","allocation_observation | definition_context","14","14","regional percentages extracted; footnote definition retained"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","19","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate-Asset Type Distribution – 2Q17","allocation_observation","14","14","asset-type percentages extracted; no sector grouping assigned"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","20","ELIGIBLE_DATA_EXTRACTED","YES","June 30, 2017 Real Estate ($M)","fund_economics_observation","5","5","excluded nonfinancial impact measures; five allowed financial observations extracted"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","21","REFERENCE_ONLY","YES","Real Estate","","0","0","duplicate cover page; no new observations"
