"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","1","REFERENCE_ONLY","YES","DOCUMENT","document_context","1","1","NO_ELIGIBLE_REASON: cover page, title and presenter only, no allowed values"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","2","REFERENCE_ONLY","YES","Table of Contents","","0","0","NO_ELIGIBLE_REASON: table of contents, no allowed values"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","3","ELIGIBLE_DATA_EXTRACTED","YES","Commitments Approved and Executed Since April 1, 2017","fund_economics_observation","4","4",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","4","REFERENCE_ONLY","YES","Table of Contents","","0","0","NO_ELIGIBLE_REASON: table of contents, no allowed values"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","5","ELIGIBLE_DATA_EXTRACTED","YES","Portfolio Snapshot for Real Estate","definition_context | fund_economics_observation","23","23",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","6","ELIGIBLE_DATA_EXTRACTED","YES","RE Performance by Investment Structure – 2Q17","definition_context | performance_observation","84","84",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","7","ELIGIBLE_DATA_EXTRACTED","YES","Benchmark Footnotes for Performance Returns","definition_context","5","5",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","8","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate By Investment Structure – 2Q17","allocation_observation | definition_context","8","8",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","9","ELIGIBLE_DATA_EXTRACTED","YES","RE Performance by Strategic Asset Allocation – 2Q17","definition_context | performance_observation","59","59",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","10","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate by Strategic Asset Allocation – 2Q17","allocation_observation | definition_context","9","9",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","11","ELIGIBLE_DATA_EXTRACTED","YES","Preliminary Real Estate Performance – 3Q17","definition_context | performance_observation","7","7",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","12","REFERENCE_ONLY","YES","Table of Contents","","0","0","NO_ELIGIBLE_REASON: table of contents, no allowed values"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","13","ELIGIBLE_DATA_EXTRACTED","YES","Cash Flow Activity | Final -2Q17 | Prelim -3Q17","definition_context | fund_economics_observation","23","23",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","14","ELIGIBLE_DATA_EXTRACTED","YES","Portfolio Summary for Real Estate","definition_context | fund_economics_observation","36","36","Net Value Changed and Total Exposure rows have no allowed metric_category and were not extracted"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","15","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate Portfolio Cash Flow","fund_economics_observation","20","20",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","16","REFERENCE_ONLY","YES","Table of Contents","","0","0","NO_ELIGIBLE_REASON: table of contents, no allowed values"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","B","17","ELIGIBLE_DATA_EXTRACTED","YES","Real Estate Portfolio Asset Allocation","allocation_observation | definition_context | performance_observation","7","7","Unfunded Commitments and Potential Exposure bars have no allowed metric_category and were not extracted"
