"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_A3F00350A4352988F51D986D","CLASSIFICATION_CONFLICT","YES","11","ddq_quantitative_observation","FUND ASSETS","List the total assets under management and their respective changes over the last year","Answer","1","aum","","21","34","source_section|source_column_label|source_occurrence|subject_name|metric_name|evidence_quote"
"PAIR_FA5ADA56A57E49F19975D4B0","B_ONLY","YES","11","ddq_quantitative_observation","FUND ASSETS","List the total assets under management and their respective changes over the last year","UNLABELED_COLUMN_1","1","aum","","","33",""
"PAIR_C0ED4FF56E5D8219EBBB95D9","CLASSIFICATION_CONFLICT","YES","11","ddq_quantitative_observation","FUND ASSETS","Please list the size of assets by investment vehicle","Answer","1","aum","","22","35","source_section|source_column_label|subject_name|metric_name"
"PAIR_61204684546E41EA237AB53E","CLASSIFICATION_CONFLICT","YES","11","ddq_quantitative_observation","FUND ASSETS","Please list the size of assets by investment vehicle","Answer","2","aum","","23","36","source_section|source_column_label|subject_name|metric_name"
"PAIR_56FAC7CCB312076E32151F14","CONTEXT_CONFLICT","YES","11","ddq_quantitative_observation","FUND ASSETS","Please list the size of assets by investment vehicle","Answer","3","aum","","24","37","source_section|source_column_label|metric_name"
"PAIR_CC08BA08D389BC256BDF9BC0","CLASSIFICATION_CONFLICT","YES","11","ddq_quantitative_observation","FUND ASSETS","Please list the size of the fund's net assets","Answer","1","aum","","25","38","source_section|source_column_label|subject_name|metric_name|evidence_quote"
"PAIR_06FCCACB843BEFF506B46CBE","B_ONLY","YES","11","ddq_quantitative_observation","FUND ASSETS","What percentage of assets is represented by the largest investor","UNLABELED_COLUMN_1","1","ownership_percentage","","","39",""
"PAIR_0F7BA27DBF951640C8CA43E9","A_ONLY","YES","11","ddq_quantitative_observation","FUND ASSETS","What percentage of assets is represented by the largest investor?","Answer","1","ownership_percentage","","26","",""
"PAIR_E23D586503F426C7E86D0F93","A_ONLY","YES","13","document_context","DOCUMENT","DOCUMENT","","1","","","29","",""
"PAIR_8992E88AF3D5E40E19C33C93","CLASSIFICATION_CONFLICT","YES","13","ddq_quantitative_observation","MANAGER TRACK RECORD","Number of portfolios/accounts managed by the company","Answer","1","aum","","27","40","source_section|source_column_label|subject_name|metric_name"
"PAIR_B979A7B0023EEB2DB727D60E","CLASSIFICATION_CONFLICT","YES","13","ddq_quantitative_observation","MANAGER TRACK RECORD","Total assets managed/advised by the company","Answer","1","aum","","28","41","source_section|source_column_label|subject_type|subject_name|evidence_quote"
"PAIR_019D3D08AF62B4C8F1707957","B_ONLY","YES","14","ddq_quantitative_observation","INVESTMENT STRATEGY","Net Leverage","UNLABELED_COLUMN_1","1","leverage","","","42",""
"PAIR_E022C0E79271388FDFB18A6A","B_ONLY","YES","15","ddq_quantitative_observation","INVESTMENT STRATEGY","How do you deal with redemptions?","UNLABELED_COLUMN_1","1","redemption_notice","","","43",""
"PAIR_42CAACD3ACB840F0FF88DD40","B_ONLY","YES","15","ddq_quantitative_observation","INVESTMENT STRATEGY","How do you deal with redemptions?","UNLABELED_COLUMN_1","2","redemption_notice","","","44",""
"PAIR_EF8825EAD8FFE5A8E98B4B3A","B_ONLY","YES","15","ddq_quantitative_observation","INVESTMENT STRATEGY","How do you deal with redemptions?","UNLABELED_COLUMN_1","3","redemption_notice","","","45",""
"PAIR_FC95CB18FD236C81FEE39057","CLASSIFICATION_CONFLICT","YES","16","ddq_quantitative_observation","RISK MANAGEMENT","Discuss position and stop-loss limits and their management","Answer","1","position_limit","","31","49","source_section|source_column_label|subject_name|metric_name"
"PAIR_6DF6681D1A56E4033F0B0BC3","CLASSIFICATION_CONFLICT","YES","16","ddq_quantitative_observation","RISK MANAGEMENT","Discuss position and stop-loss limits and their management","Answer","2","position_limit","","32","50","source_section|source_column_label|subject_name|metric_name"
"PAIR_3C3DC3B040C073AC5DB76E8E","A_ONLY","YES","16","ddq_quantitative_observation","RISK MANAGEMENT","Discuss position and stop-loss limits and their management","Answer","3","position_limit","","33","",""
"PAIR_4A0E32F3A422A11F264AB215","B_ONLY","YES","16","ddq_quantitative_observation","RISK MANAGEMENT","Discuss position and stop-loss limits and their management","UNLABELED_COLUMN_1","3","position_limit","","","51",""
"PAIR_B53F08338CA965872D620BE6","CLASSIFICATION_CONFLICT","YES","16","ddq_quantitative_observation","LEVERAGE","Discuss your leverage exposure policy and its management over different market cycles","Answer","1","leverage","","30","46","source_section|source_column_label|subject_name|metric_name"
"PAIR_05E5BA87A43E36CEC579825F","B_ONLY","YES","16","ddq_quantitative_observation","LEVERAGE","Discuss your leverage exposure policy and its management over different market cycles","UNLABELED_COLUMN_1","2","leverage","","","47",""
"PAIR_DC702799F1841426844E8C6D","B_ONLY","YES","16","ddq_quantitative_observation","LEVERAGE","Discuss your leverage exposure policy and its management over different market cycles","UNLABELED_COLUMN_1","3","leverage","","","48",""
"PAIR_13C2DA7534FE5D15F437E454","A_ONLY","YES","17","ddq_quantitative_observation","EXTERNAL CONTROLS","Please describe the operational risk management policy","Answer","1","service_provider_count","","34","",""
"PAIR_0F24BC9DF9961A7A8785386E","B_ONLY","YES","17","ddq_quantitative_observation","RISK MANAGEMENT","Please describe the operational risk management policy","UNLABELED_COLUMN_1","1","service_provider_count","","","52",""
"PAIR_D221F60123F6546FFA8F06BA","A_ONLY","YES","19","ddq_quantitative_observation","COMPLIANCE","Who is responsible for compliance in the company?","Answer","1","staff_count","","35","",""
"PAIR_F0C991711A385A191F04E79D","A_ONLY","YES","19","ddq_quantitative_observation","COMPLIANCE","Who is responsible for compliance in the company?","Answer","2","staff_count","","36","",""
"PAIR_1A5D1225F01B8883A7AA5C4D","B_ONLY","YES","4","document_context","DOCUMENT","DOCUMENT","","1","","","","2",""
"PAIR_8B2D8664C5218E2765CCBEA8","B_ONLY","YES","4","ddq_quantitative_observation","COMPANY","Please give a brief history of the company:","UNLABELED_COLUMN_1","1","aum","","","1",""
"PAIR_8ACD747A3CEA222D8A2F24BB","B_ONLY","YES","5","ddq_quantitative_observation","COMPANY","Please list the total assets under management by the company across its different categories of client including the fund:","UNLABELED_COLUMN_1","1","aum","","","3",""
"PAIR_728C2E7921B79A30D17C1294","A_ONLY","YES","6","ddq_quantitative_observation","OWNERSHIP","Describe the company's ownership structure, name of its owners, their percentage ownership, and their role within the company","Answer","1","ownership_percentage","","11","",""
