"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","1","REFERENCE_ONLY","YES","","","0","0","Cover page: the AIMA logo, the title box naming the fund, the publisher, and a distribution note. No quantitative answer, so no row. Label corrected from NO_ELIGIBLE_DATA because a cover is reference matter. This is why the document_context row could not sit here: the pipeline rejects a page whose only record is that row, so it is filed on page 4."
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","2","REFERENCE_ONLY","YES","","","0","0","AIMA's own preface on how to use the questionnaire, plus the copyright and distribution notice. Boilerplate, so the label is corrected from NO_ELIGIBLE_DATA; both lanes had the zero right."
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","3","REFERENCE_ONLY","YES","","","0","0","Table of contents listing the questionnaire's sections against page numbers. Corrected from NO_ELIGIBLE_DATA; the page numbers down the right margin are a contents list, not data."
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","4","ELIGIBLE_DATA_EXTRACTED","YES","COMPANY | INVESTMENT MANAGER INFORMATION","ddq_quantitative_observation | document_context","2","2","My count from page-004.png: one eligible value, the $36 billion the company-history answer prints, plus the document_context row, which is filed here because page 1 is a cover with no observation of its own. A returned zero and did not check the layout. The contact block above prints telephone, fax and postal numbers, which are not quantitative answers in an allowed category."
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","5","ELIGIBLE_DATA_EXTRACTED","YES","COMPANY","ddq_quantitative_observation","1","1","My count from page-005.png: one eligible value, the $36.1 billion total that opens the assets-under-management answer at the foot of the page. Its four category figures complete overleaf and are counted on page 6. A returned zero and did not check the layout. The registration answer prints an SEC file number and an NFA number, which are identifiers, not measures."
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","6","ELIGIBLE_DATA_EXTRACTED","YES","COMPANY | ORGANISATION | OWNERSHIP","ddq_quantitative_observation","13","13","My count from page-006.png: 13. Four category figures completing the assets answer ($15.7bn, $15.0bn, $5.4bn, $1.5bn); three ownership percentages (40%, 6.1%, 5.6%); two employee counts (12,000, 331); four investment-professional counts (125, 30, 43, 52). A's 13 is right. B's 14 added 'more than 5%', the SEC disclosure threshold the sentence uses to introduce the 6.1% holder, which measures no named holder. The years-of-experience answer prints 20 and 8 years, which the DDQ whitelist has no category for."
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","7","ELIGIBLE_DATA_EXTRACTED","YES","FEES | FUND DETAILS","ddq_quantitative_observation","6","6","My count from page-007.png: 6. A 2% management fee, a 20% incentive fee, two notice periods printed in the redemption-fee answer (60 and 40 days), and the 2x and 3x levered versions of the fund printed in the fund-structure answer. A's 2 took only the two fee rates. The 2% withdrawal fee in the same answer has no category on the DDQ whitelist, and the contact details and the October 1, 2003 inception date are not measures."
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","8","ELIGIBLE_DATA_EXTRACTED","YES","INVESTMENT/REDEMPTION AND LOCK UP TERMS","ddq_quantitative_observation","7","7","My count from page-008.png: 7. The $1,000,000 minimum; two notice periods (60 and 40 days); three figures in the cash-proceeds answer (90%, 30 days, 60 days); and the 1 year lock-up. A's 5 took only one figure from the cash-proceeds answer. The three expense-to-equity ratios printed above (0.000057, 0.000043, 0.008) are administrative, custodian and auditor fee ratios, for which the DDQ whitelist has no category; management_fee and performance_fee are the fund's own fee rates and the question excludes them by its own wording."
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","9","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: Biographies of the fund directors and principals. The figures on the page are career years and dates (1991, 1993-1995, nine years), and the DDQ whitelist carries no tenure or experience category. Both lanes were right to take nothing."
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","10","REFERENCE_ONLY","YES","","","0","0","Service-provider directory: prime broker, custodian and auditor names, addresses, telephone and fax numbers. A contact directory is reference matter by the coverage rule, so the label is corrected from NO_ELIGIBLE_DATA; both lanes had the zero right and the label wrong."
