"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_1A5D1225F01B8883A7AA5C4D","MERGE","Verified against page-001.png and page-004.png. The lanes filed the context row on pages 4 and 13 and neither on page 1, so it did not pair; it is merged here as one row. The contract fixes the context row on page 1, but page 1 of this document is a pure cover, printing the title, the publisher and a distribution note and no quantitative answer, and the pipeline rejects a page whose only record is the context row. The two rules cannot both hold for a cover-page document. I placed it on page 4, the first page of the questionnaire body, which prints the document's own identity (Company name, the fund it covers, the correct-as-at date) and carries an observation of its own. Every field is read off page 4: subject_name is the running title its footer prints, manager_name the printed 'Company name' value, as_of_date the printed NB line verbatim in its printed case. B's subject_name came from page 1's cover box, which page 4 does not print.","2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","document_context","4","DOCUMENT","INVESTMENT MANAGER INFORMATION","","DOCUMENT","","1","document","AIMA's Illustrative Questionnaire for Due Diligence Review of Hedge Fund Managers","","","","Bear Stearns Asset Management Inc.","","","","","","MONDAY, 01 MAY 2006","","","","","","","","","","","NB: THE INFORMATION GIVEN HEREIN IS CORRECT AS AT MONDAY, 01 MAY 2006","actual","Filed on page 4, not page 1: page 1 is a cover with no eligible observation and the pipeline rejects a page whose only record is this row. Page 1's cover box names the fund, 'AIMA'S ILLUSTRATIVE QUESTIONNAIRE FOR DUE DILIGENCE OF Bear Stearns High Grade Structured Credit Strategies Fund'.","",""
"PAIR_E23D586503F426C7E86D0F93","REJECT","Verified against page-013.png. A's copy of the same context row, filed on page 13 because that is where it read the manager's total assets. One document_context row per document; it is merged onto page 4.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8B2D8664C5218E2765CCBEA8","MERGE","Verified against page-004.png. A returned zero for this page and did not check its layout; the page prints 'Today, we manage approximately $36 billion in assets', a stated fact about the responding company, so the one-sided row is confirmed from the source. subject_type is 'manager': the label names the management company, and the vocabulary has a word for that, while reporting_entity is for an entity's own aggregate line. subject_name is the fullest form page 4 prints, its 'Company name' value. source_section is the black INVESTMENT MANAGER INFORMATION banner this page prints above the block. source_column_label is UNLABELED_COLUMN_1. The questionnaire is a ruled two-column table, question on the left and answer on the right, and no page prints a header over either column; the contract's rule for a TABLE row with no printed header is UNLABELED_COLUMN_<n> counting the label column as 0. A's 'Answer' appears nowhere on any page. This one field split 56 of the 72 pairs into one-sided rows. metric_name is the printed question, which is this table's row label: the rows are the measures and the single column is unheaded, so the row label names the metric. A's descriptive names are not printed anywhere and the contract forbids paraphrasing the printed words.","2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","ddq_quantitative_observation","4","TABLE","INVESTMENT MANAGER INFORMATION","COMPANY","Please give a brief history of the company","UNLABELED_COLUMN_1","1","manager","Bear Stearns Asset Management Inc.","","","","","","","","","","","","billion","aum","Please give a brief history of the company","$36","","","","","","manage approximately $36 billion in assets across a wide spectrum of","actual","","",""
"PAIR_8ACD747A3CEA222D8A2F24BB","MERGE","Verified against page-005.png. A returned zero for this page. The answer to the total-assets question begins here and prints '$36.1 billion' with its own date; the four category figures that complete the same sentence print overleaf and are recorded on page 6, each row citing the page its own figure sits on. subject_name is 'BSAM', the only form page 5 prints for the manager, because a value must be visible on the page cited. Page 5 prints no black banner, so source_section is blank. source_column_label is UNLABELED_COLUMN_1. The questionnaire is a ruled two-column table, question on the left and answer on the right, and no page prints a header over either column; the contract's rule for a TABLE row with no printed header is UNLABELED_COLUMN_<n> counting the label column as 0. A's 'Answer' appears nowhere on any page. This one field split 56 of the 72 pairs into one-sided rows. metric_name is the printed question, which is this table's row label: the rows are the measures and the single column is unheaded, so the row label names the metric. A's descriptive names are not printed anywhere and the contract forbids paraphrasing the printed words.","2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","ddq_quantitative_observation","5","TABLE","","COMPANY","Please list the total assets under management by the company across its different categories of client including the fund","UNLABELED_COLUMN_1","1","manager","BSAM","","","","","","","","","","March 31, 2006","","billion","aum","Please list the total assets under management by the company across its different categories of client including the fund","$36.1","","","","","","As of March 31, 2006, BSAM managed a total of S36. I billion of assets,","actual","IMAGE_ONLY: page-005.png prints $36.1; the PDF's own text layer renders it S36. I.","",""
"PAIR_BCBB8C92E8B69B4CACA5D73F","MERGE","Verified against page-005.png and page-006.png. Same printed figure both lanes read; they did not pair only because of the column label. source_column_label is UNLABELED_COLUMN_1. The questionnaire is a ruled two-column table, question on the left and answer on the right, and no page prints a header over either column; the contract's rule for a TABLE row with no printed header is UNLABELED_COLUMN_<n> counting the label column as 0. A's 'Answer' appears nowhere on any page. This one field split 56 of the 72 pairs into one-sided rows. metric_name is the printed question, which is this table's row label: the rows are the measures and the single column is unheaded, so the row label names the metric. A's descriptive names are not printed anywhere and the contract forbids paraphrasing the printed words. subject_name is the printed category the figure attaches to, which is what distinguishes the four rows of this one answer; A gave all four the fund's or the manager's name and carried the distinction in an unprinted metric_name instead. currency_scale is the printed magnitude word.","2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","ddq_quantitative_observation","6","TABLE","","COMPANY","Please list the total assets under management by the company across its different categories of client including the fund","UNLABELED_COLUMN_1","1","asset_class","equity products","","","","","","","","","","","","billion","aum","Please list the total assets under management by the company across its different categories of client including the fund","$15.7","","","","","","by the company across its different categories including 515.7 billion in equity products","actual","IMAGE_ONLY: page-006.png prints $15.7; the PDF's own text layer renders it 515.7.","",""
"PAIR_EDAAAD5BDFC0FB5CFE1A7D24","REJECT","Verified against page-006.png. A's copy of the same printed cell, carrying the invented column label 'Answer' and an unprinted metric_name. Settled in the merge of the paired row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_CD191E0576C212DB8157B9BD","MERGE","Verified against page-005.png and page-006.png. Same printed figure both lanes read; they did not pair only because of the column label. source_column_label is UNLABELED_COLUMN_1. The questionnaire is a ruled two-column table, question on the left and answer on the right, and no page prints a header over either column; the contract's rule for a TABLE row with no printed header is UNLABELED_COLUMN_<n> counting the label column as 0. A's 'Answer' appears nowhere on any page. This one field split 56 of the 72 pairs into one-sided rows. metric_name is the printed question, which is this table's row label: the rows are the measures and the single column is unheaded, so the row label names the metric. A's descriptive names are not printed anywhere and the contract forbids paraphrasing the printed words. subject_name is the printed category the figure attaches to, which is what distinguishes the four rows of this one answer; A gave all four the fund's or the manager's name and carried the distinction in an unprinted metric_name instead. currency_scale is the printed magnitude word.","2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","ddq_quantitative_observation","6","TABLE","","COMPANY","Please list the total assets under management by the company across its different categories of client including the fund","UNLABELED_COLUMN_1","2","asset_class","fixed income products","","","","","","","","","","","","billion","aum","Please list the total assets under management by the company across its different categories of client including the fund","$15.0","","","","","","by the company across its different categories including 515.7 billion in equity products, $15.0 billion in fixed income","actual","","",""
"PAIR_EBB76F03D4F8A29E3010D67D","REJECT","Verified against page-006.png. A's copy of the same printed cell, carrying the invented column label 'Answer' and an unprinted metric_name. Settled in the merge of the paired row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_FB4CAE90D2E7AAEE010434A5","MERGE","Verified against page-005.png and page-006.png. Same printed figure both lanes read; they did not pair only because of the column label. source_column_label is UNLABELED_COLUMN_1. The questionnaire is a ruled two-column table, question on the left and answer on the right, and no page prints a header over either column; the contract's rule for a TABLE row with no printed header is UNLABELED_COLUMN_<n> counting the label column as 0. A's 'Answer' appears nowhere on any page. This one field split 56 of the 72 pairs into one-sided rows. metric_name is the printed question, which is this table's row label: the rows are the measures and the single column is unheaded, so the row label names the metric. A's descriptive names are not printed anywhere and the contract forbids paraphrasing the printed words. subject_name is the printed category the figure attaches to, which is what distinguishes the four rows of this one answer; A gave all four the fund's or the manager's name and carried the distinction in an unprinted metric_name instead. currency_scale is the printed magnitude word.","2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","ADJUDICATED","ddq_quantitative_observation","6","TABLE","","COMPANY","Please list the total assets under management by the company across its different categories of client including the fund","UNLABELED_COLUMN_1","3","asset_class","alternative investments","","","","","","","","","","","","billion","aum","Please list the total assets under management by the company across its different categories of client including the fund","$5.4","","","","","","products and $5.4 billion in alternative investments.","actual","","",""
"PAIR_5DE7D7325DB4817D65A70FC5","REJECT","Verified against page-006.png. A's copy of the same printed cell, carrying the invented column label 'Answer' and an unprinted metric_name. Settled in the merge of the paired row.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
