"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","1","NO_ELIGIBLE_DATA","NO","","","0","0","Cover/title page and AIMA copyright/distribution disclaimer -- no printed quantitative fact"
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","2","NO_ELIGIBLE_DATA","NO","","","0","0","NO_ELIGIBLE_REASON: the AIMA introduction/disclaimer narrative on how to use the questionnaire is generic guidance about fund investing (mentions ""return"" and ""sources of return"" only in the abstract); no printed subject-fund quantitative fact"
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","3","NO_ELIGIBLE_DATA","NO","","","0","0","Table of contents -- section titles and page numbers, no printed quantitative fact"
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","4","NO_ELIGIBLE_DATA","NO","","","0","0","Instructions for completing the form, Contact Information (names/address/phone), and start of Company history -- personal identifiers excluded; no whitelisted quantitative fact stated on this page"
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","5","NO_ELIGIBLE_DATA","NO","","","0","0","NO_ELIGIBLE_REASON: the total-assets-under-management figure on this page is corrupted in the PDF's own text layer (""S36. I"" for ""\$36.1""); the identical fact is extracted cleanly from page 13, where it is printed without corruption"
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","6","ELIGIBLE_DATA_EXTRACTED","YES","COMPANY | ORGANISATION | OWNERSHIP","ddq_quantitative_observation","13","13",""
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","7","ELIGIBLE_DATA_EXTRACTED","YES","FEES","ddq_quantitative_observation","2","2",""
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","8","ELIGIBLE_DATA_EXTRACTED","YES","INVESTMENT/REDEMPTION AND LOCK UP TERMS","ddq_quantitative_observation","5","5",""
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","9","NO_ELIGIBLE_DATA","NO","","","0","0","NO_ELIGIBLE_REASON: Fund Directors biography (Ralph Cioffi, mentioning years such as 1985-1991) and Fund Administrator contact details are personal names and service-provider contact identifiers, excluded scope; no whitelisted quantitative fact"
"2026-08-22.2","SRC107","440fe73f9d712e511d30234a8466716627c6336e7e0990ca47a396b40bc7cd15","DDQ","05-fund-legal-docs","CORE","A","10","NO_ELIGIBLE_DATA","NO","","","0","0","NO_ELIGIBLE_REASON: Prime Broker, Custodian and Auditor contact details (addresses referencing numbered streets/suites) are personal names and broker/service-provider identifiers, excluded scope; no whitelisted quantitative fact"
