"work_order","file_id","filename","page_count","canonical_doc_type","source_header_doc_type","route","product_tier","routing_status","routing_reason","issuer","source_sha256","txt_path","pdf_path","image_dir","grid_path"
"1","SRC375","Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.pdf","2","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of Virginia Investment Management Company (UVIMCO)","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","data/documents/txt/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.txt","data/documents/pdf/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.pdf","data/documents/images/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights","data/documents/grids/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.csv"
"2","SRC216","Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf","3","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Office of the New York State Comptroller, New York State Common Retirement Fund","5c03d8f73453f799cd0bff82f0d4a880e783247918a72dd35e8cdd352a6d2a50","data/documents/txt/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.txt","data/documents/pdf/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf","data/documents/images/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026","data/documents/grids/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.csv"
"3","SRC192","Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf","5","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Utah Retirement Systems (URS)","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","data/documents/txt/Reporting_Utah_URS_Investment_Policies_ACFR_2021.txt","data/documents/pdf/Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf","data/documents/images/Reporting_Utah_URS_Investment_Policies_ACFR_2021","data/documents/grids/Reporting_Utah_URS_Investment_Policies_ACFR_2021.csv"
"4","SRC356","Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.pdf","5","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of Texas/Texas A&M Investment Management Company (UTIMCO)","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","data/documents/txt/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.txt","data/documents/pdf/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.pdf","data/documents/images/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025","data/documents/grids/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.csv"
"5","SRC389","Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.pdf","6","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of South Carolina Foundations","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","data/documents/txt/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.txt","data/documents/pdf/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.pdf","data/documents/images/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025","data/documents/grids/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.csv"
"6","SRC602","Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf","11","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Meketa Investment Group for California State Teachers' Retirement System","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","data/documents/txt/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.txt","data/documents/pdf/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf","data/documents/images/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025","data/documents/grids/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.csv"
"7","SRC122","Performance_Florida_Growth_Fund_OPPAGA_Review_2025.pdf","12","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Florida OPPAGA (legislative oversight)","26c7e33568e2b061d8b49e4251da2573cf2067e5d5f4c0c726ff15a9fda72f8a","data/documents/txt/Performance_Florida_Growth_Fund_OPPAGA_Review_2025.txt","data/documents/pdf/Performance_Florida_Growth_Fund_OPPAGA_Review_2025.pdf","data/documents/images/Performance_Florida_Growth_Fund_OPPAGA_Review_2025","data/documents/grids/Performance_Florida_Growth_Fund_OPPAGA_Review_2025.csv"
"8","SRC220","Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf","12","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Illinois Municipal Retirement Fund (IMRF)","dfefd35f955cd4413210edc9e1f777e431caff411787b348aa80feca48f97cfc","data/documents/txt/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.txt","data/documents/pdf/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf","data/documents/images/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025","data/documents/grids/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.csv"
"9","SRC357","Performance_UTIMCO_Annual_Report_2025.pdf","13","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of Texas/Texas A&M Investment Management Company (UTIMCO)","9a7638e5c13c06b55e9dc45fa0797149fe4607b5cd951bbf873d2d89e1b1cd89","data/documents/txt/Performance_UTIMCO_Annual_Report_2025.txt","data/documents/pdf/Performance_UTIMCO_Annual_Report_2025.pdf","data/documents/images/Performance_UTIMCO_Annual_Report_2025","data/documents/grids/Performance_UTIMCO_Annual_Report_2025.csv"
"10","SRC395","Performance_UWM_Foundation_Annual_Report_2024.pdf","14","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","UWM Foundation (University of Wisconsin-Milwaukee)","5025e6baed9b1d8bb89b3f6d859aaa020b5a2e583941e033c604c8cea3d27079","data/documents/txt/Performance_UWM_Foundation_Annual_Report_2024.txt","data/documents/pdf/Performance_UWM_Foundation_Annual_Report_2024.pdf","data/documents/images/Performance_UWM_Foundation_Annual_Report_2024","data/documents/grids/Performance_UWM_Foundation_Annual_Report_2024.csv"
