"file_id","source_page","row_index","source_row_label","column_index","column_x","source_column_label","value_raw"
"SRC176","4","1","MSCI All Country World IMI","1","330","First Quarter","6.79%"
"SRC176","4","1","MSCI All Country World IMI","2","417","1-Year","15.37%"
"SRC176","4","1","MSCI All Country World IMI","3","507","3-Year1","5.07%"
"SRC176","4","1","MSCI All Country World IMI","4","596","5-Year1","8.55%"
"SRC176","4","1","MSCI All Country World IMI","5","685","10-Year1","4.23%"
"SRC176","4","2","MSCI All Country World","1","330","First Quarter","6.91%"
"SRC176","4","2","MSCI All Country World","2","417","1-Year","15.04%"
"SRC176","4","2","MSCI All Country World","3","507","3-Year1","5.08%"
"SRC176","4","2","MSCI All Country World","4","596","5-Year1","8.37%"
"SRC176","4","2","MSCI All Country World","5","685","10-Year1","4.00%"
"SRC176","4","3","Dow Jones U.S. Total Stock Market","1","330","First Quarter","5.79%"
"SRC176","4","3","Dow Jones U.S. Total Stock Market","2","417","1-Year","18.06%"
"SRC176","4","3","Dow Jones U.S. Total Stock Market","3","507","3-Year1","9.68%"
"SRC176","4","3","Dow Jones U.S. Total Stock Market","4","596","5-Year1","13.11%"
"SRC176","4","3","Dow Jones U.S. Total Stock Market","5","685","10-Year1","7.63%"
"SRC176","4","4","Russell 3000","1","330","First Quarter","5.74%"
"SRC176","4","4","Russell 3000","2","417","1-Year","18.07%"
"SRC176","4","4","Russell 3000","3","507","3-Year1","9.76%"
"SRC176","4","4","Russell 3000","4","596","5-Year1","13.18%"
"SRC176","4","4","Russell 3000","5","685","10-Year1","7.54%"
"SRC176","4","5","S&P 500","1","330","First Quarter","6.07%"
"SRC176","4","5","S&P 500","2","417","1-Year","17.17%"
"SRC176","4","5","S&P 500","3","507","3-Year1","10.37%"
"SRC176","4","5","S&P 500","4","596","5-Year1","13.30%"
"SRC176","4","5","S&P 500","5","685","10-Year1","7.51%"
"SRC176","4","6","Russell 2000","1","330","First Quarter","2.47%"
"SRC176","4","6","Russell 2000","2","417","1-Year","26.22%"
"SRC176","4","6","Russell 2000","3","507","3-Year1","7.22%"
"SRC176","4","6","Russell 2000","4","596","5-Year1","12.35%"
"SRC176","4","6","Russell 2000","5","685","10-Year1","7.12%"
"SRC176","4","7","MSCI All Country World ex-U.S. IMI","1","330","First Quarter","7.99%"
"SRC176","4","7","MSCI All Country World ex-U.S. IMI","2","417","1-Year","13.01%"
"SRC176","4","7","MSCI All Country World ex-U.S. IMI","3","507","3-Year1","0.82%"
"SRC176","4","7","MSCI All Country World ex-U.S. IMI","4","596","5-Year1","4.66%"
"SRC176","4","7","MSCI All Country World ex-U.S. IMI","5","685","10-Year1","1.59%"
"SRC176","4","8","MSCI All Country World ex-U.S.","1","330","First Quarter","7.86%"
"SRC176","4","8","MSCI All Country World ex-U.S.","2","417","1-Year","13.14%"
"SRC176","4","8","MSCI All Country World ex-U.S.","3","507","3-Year1","0.56%"
"SRC176","4","8","MSCI All Country World ex-U.S.","4","596","5-Year1","4.36%"
"SRC176","4","8","MSCI All Country World ex-U.S.","5","685","10-Year1","1.35%"
"SRC176","4","9","MSCI EAFE IMI","1","330","First Quarter","7.35%"
"SRC176","4","9","MSCI EAFE IMI","2","417","1-Year","11.57%"
"SRC176","4","9","MSCI EAFE IMI","3","507","3-Year1","0.91%"
"SRC176","4","9","MSCI EAFE IMI","4","596","5-Year1","6.26%"
"SRC176","4","9","MSCI EAFE IMI","5","685","10-Year1","1.34%"
"SRC176","4","10","MSCI EAFE (100% Hedged)","1","330","First Quarter","4.26%"
"SRC176","4","10","MSCI EAFE (100% Hedged)","2","417","1-Year","15.58%"
"SRC176","4","10","MSCI EAFE (100% Hedged)","3","507","3-Year1","4.58%"
"SRC176","4","10","MSCI EAFE (100% Hedged)","4","596","5-Year1","7.78%"
"SRC176","4","10","MSCI EAFE (100% Hedged)","5","685","10-Year1","-0.15%"
"SRC176","4","11","MSCI EAFE (Local Currency)","1","330","First Quarter","4.71%"
"SRC176","4","11","MSCI EAFE (Local Currency)","2","417","1-Year","18.01%"
"SRC176","4","11","MSCI EAFE (Local Currency)","3","507","3-Year1","7.26%"
"SRC176","4","11","MSCI EAFE (Local Currency)","4","596","5-Year1","10.70%"
"SRC176","4","11","MSCI EAFE (Local Currency)","5","685","10-Year1","2.33%"
"SRC176","4","12","MSCI Emerging Markets","1","330","First Quarter","11.45%"
"SRC176","4","12","MSCI Emerging Markets","2","417","1-Year","17.22%"
"SRC176","4","12","MSCI Emerging Markets","3","507","3-Year1","1.18%"
"SRC176","4","12","MSCI Emerging Markets","4","596","5-Year1","0.81%"
"SRC176","4","12","MSCI Emerging Markets","5","685","10-Year1","2.72%"
"SRC176","4","13","Barclays Global Aggregate","1","330","First Quarter","1.76%"
"SRC176","4","13","Barclays Global Aggregate","2","417","1-Year","-1.90%"
"SRC176","4","13","Barclays Global Aggregate","3","507","3-Year1","-0.39%"
"SRC176","4","13","Barclays Global Aggregate","4","596","5-Year1","0.38%"
"SRC176","4","13","Barclays Global Aggregate","5","685","10-Year1","3.34%"
"SRC176","4","14","Barclays Aggregate","1","330","First Quarter","0.82%"
"SRC176","4","14","Barclays Aggregate","2","417","1-Year","0.44%"
"SRC176","4","14","Barclays Aggregate","3","507","3-Year1","2.68%"
"SRC176","4","14","Barclays Aggregate","4","596","5-Year1","2.34%"
"SRC176","4","14","Barclays Aggregate","5","685","10-Year1","4.28%"
"SRC176","4","15","Barclays Intermediate Aggregate","1","330","First Quarter","0.68%"
"SRC176","4","15","Barclays Intermediate Aggregate","2","417","1-Year","0.35%"
"SRC176","4","15","Barclays Intermediate Aggregate","3","507","3-Year1","2.25%"
"SRC176","4","15","Barclays Intermediate Aggregate","4","596","5-Year1","1.95%"
"SRC176","4","15","Barclays Intermediate Aggregate","5","685","10-Year1","3.91%"
"SRC176","4","16","Barclays Long Gov't","1","330","First Quarter","1.45%"
"SRC176","4","16","Barclays Long Gov't","2","417","1-Year","-4.78%"
"SRC176","4","16","Barclays Long Gov't","3","507","3-Year1","5.81%"
"SRC176","4","16","Barclays Long Gov't","4","596","5-Year1","4.05%"
"SRC176","4","16","Barclays Long Gov't","5","685","10-Year1","6.65%"
"SRC176","4","17","Barclays Long Credit","1","330","First Quarter","1.66%"
"SRC176","4","17","Barclays Long Credit","2","417","1-Year","4.89%"
"SRC176","4","17","Barclays Long Credit","3","507","3-Year1","5.40%"
"SRC176","4","17","Barclays Long Credit","4","596","5-Year1","5.38%"
"SRC176","4","17","Barclays Long Credit","5","685","10-Year1","6.94%"
"SRC176","4","18","Barclays Long Gov't/Credit","1","330","First Quarter","1.58%"
"SRC176","4","18","Barclays Long Gov't/Credit","2","417","1-Year","0.98%"
"SRC176","4","18","Barclays Long Gov't/Credit","3","507","3-Year1","5.47%"
"SRC176","4","18","Barclays Long Gov't/Credit","4","596","5-Year1","4.84%"
"SRC176","4","18","Barclays Long Gov't/Credit","5","685","10-Year1","6.92%"
"SRC176","4","19","Barclays US TIPS","1","330","First Quarter","1.26%"
"SRC176","4","19","Barclays US TIPS","2","417","1-Year","1.48%"
"SRC176","4","19","Barclays US TIPS","3","507","3-Year1","2.03%"
"SRC176","4","19","Barclays US TIPS","4","596","5-Year1","0.97%"
"SRC176","4","19","Barclays US TIPS","5","685","10-Year1","4.24%"
"SRC176","4","20","Barclays High Yield","1","330","First Quarter","2.70%"
"SRC176","4","20","Barclays High Yield","2","417","1-Year","16.39%"
"SRC176","4","20","Barclays High Yield","3","507","3-Year1","4.57%"
"SRC176","4","20","Barclays High Yield","4","596","5-Year1","6.82%"
"SRC176","4","20","Barclays High Yield","5","685","10-Year1","7.46%"
"SRC176","4","21","Citi Group Non-U.S. WGBI","1","330","First Quarter","2.02%"
