"file_id","source_page","row_index","source_row_label","column_index","column_x","source_column_label","value_raw"
"SRC430","7","1","Preferred Stock","1","352","","30,000,000"
"SRC430","7","1","Preferred Stock","2","437","","150,000,000"
"SRC430","7","1","Preferred Stock","3","522","","180,290,000"
"SRC430","7","2","Common Stock","1","352","","10,000,000"
"SRC430","7","2","Common Stock","2","437","","10,000,000"
"SRC430","7","2","Common Stock","3","522","","33,000,000"
"SRC430","7","3","Notes, X.X%, due 7/15/20XX $","1","352","","10,000,000"
"SRC430","7","3","Notes, X.X%, due 7/15/20XX $","2","437","","10,000,000"
"SRC430","7","3","Notes, X.X%, due 7/15/20XX $","3","522","","12,000,000"
"SRC430","7","4","Preferred Stock","1","352","","10,000,000"
"SRC430","7","4","Preferred Stock","2","437","","100,300,000"
"SRC430","7","4","Preferred Stock","3","522","","120,000,000"
"SRC430","7","5","Warrants, expire 1/31/20XX","1","352","","3,000,000"
"SRC430","7","5","Warrants, expire 1/31/20XX","2","437","","596,000"
"SRC430","7","5","Warrants, expire 1/31/20XX","3","522","","3,000,000"
"SRC430","7","6","Preferred Stock","1","352","","7,500,000"
"SRC430","7","6","Preferred Stock","2","437","","80,000,000"
"SRC430","7","6","Preferred Stock","3","522","","100,000,000"
"SRC430","7","7","Common Stock","1","352","","2,000,000"
"SRC430","7","7","Common Stock","2","437","","25,000,000"
"SRC430","7","7","Common Stock","3","522","","17,500,000"
"SRC430","7","8","Contingent consideration (2)","3","522","","100,000"
"SRC430","7","9","Total United States","2","437","","375,896,000"
"SRC430","7","9","Total United States","3","522","","465,890,000"
"SRC430","7","10","Percentage of partners’ capital","4","553","","59%"
"SRC430","7","11","Common Stock","1","352","","15,000,000"
"SRC430","7","11","Common Stock","2","437","","30,000,000"
"SRC430","7","11","Common Stock","3","522","","35,000,000"
"SRC430","7","12","Notes, X.X%, due 8/30/20XX $","1","352","","5,000,000"
"SRC430","7","12","Notes, X.X%, due 8/30/20XX $","2","437","","5,000,000"
"SRC430","7","12","Notes, X.X%, due 8/30/20XX $","3","522","","8,000,000"
"SRC430","7","13","Warrants, expire 8/25/20XX","1","352","","8,000,000"
