"file_id","source_page","row_index","source_row_label","column_index","column_x","source_column_label","value_raw"
"SRC237","2","1","Item","1","55","","1."
"SRC237","2","1","Item","2","567","","1"
"SRC237","2","2","Item","2","567","","18"
"SRC237","2","3","Item","2","567","","54"
"SRC237","2","4","Item","2","567","","55"
"SRC237","2","5","Item","1","55","","2."
"SRC237","2","5","Item","2","567","","56"
"SRC237","2","6","Item","1","55","","3."
"SRC237","2","6","Item","2","567","","56"
"SRC237","2","7","Item","1","55","","4."
"SRC237","2","7","Item","2","567","","57"
"SRC237","2","8","Item","1","55","","5."
"SRC237","2","8","Item","2","567","","58"
"SRC237","2","9","Item","1","55","","6."
"SRC237","2","9","Item","2","567","","62"
"SRC237","2","10","Item","1","55","","7."
"SRC237","2","10","Item","2","567","","63"
"SRC237","2","11","Item","2","567","","79"
"SRC237","2","12","Item","1","55","","8."
"SRC237","2","12","Item","2","567","","80"
"SRC237","2","13","Item","1","55","","9."
"SRC237","2","13","Item","2","567","","223"
"SRC237","2","14","Item","2","567","","223"
"SRC237","2","15","Item","2","567","","223"
"SRC237","2","16","Item","2","567","","223"
"SRC237","2","17","Item","1","55","","10."
"SRC237","2","17","Item","2","567","","224"
"SRC237","2","18","Item","1","55","","11."
"SRC237","2","18","Item","2","567","","224"
"SRC237","2","19","Item","1","55","","12."
"SRC237","2","19","Item","2","567","","224"
"SRC237","2","20","Item","1","55","","13."
"SRC237","2","20","Item","2","567","","224"
"SRC237","2","21","Item","1","55","","14."
"SRC237","2","21","Item","2","567","","224"
"SRC237","2","22","Item","1","55","","15."
"SRC237","2","22","Item","2","567","","225"
"SRC237","2","23","Item","1","55","","16."
"SRC237","2","23","Item","2","567","","229"
"SRC237","7","1","Significant Addressable Market Size. The global leveraged finance market","3","452","","2024."
"SRC237","7","2","increasingly significant part with estimates of its size generally in excess","1","304","","$1.5"
"SRC237","7","3","that are able to transact at the scale required to meet their needs. At its current","3","452","","1%"
"SRC237","7","4","private market as the only viable financing option for a swath of large borrowers.","2","428","","2024,"
"SRC237","7","5","loaned approximately $70 billion to portfolio companies of Apollo’s top","1","304","augment these","58"
"SRC237","7","6","counterparties to Wall Street, with trading volume across credit products","2","428","dedicated","2021"
"SRC237","7","6","counterparties to Wall Street, with trading volume across credit products","3","452","sponsor coverage","2024."
"SRC237","11","1","acquisition","3","237","","70%"
"SRC237","11","2","In addition,","5","467","","(2) (3)"
"SRC237","11","3","for the","2","115","","70%"
"SRC237","11","4","herein,","3","237","other types of","70%"
"SRC237","11","5","Warrants.","2","115","","1940"
"SRC237","11","6","options","3","237","other types of","25%"
"SRC237","15","1","services and","1","84","","(2)"
"SRC237","15","2","a majority of","4","507","","(1) 67%"
"SRC237","15","3","voting securities","2","218","","50%"
"SRC237","15","3","voting securities","4","507","","(2)"
"SRC237","15","4","automatically","2","218","","1940"
"SRC237","21","1","short-term","3","495","","90%"
"SRC237","21","2","Amounts","3","495","","4%"
"SRC237","21","3","98%","2","224","","98.2%"
"SRC237","21","4","A distribution","2","224","","31"
"SRC237","46","1","during the period","2","304","","(2)"
"SRC237","46","2","period; and","1","83","","(3)"
"SRC237","46","3","defined in the","1","83","","1940"
"SRC237","50","1","Under the","1","75","business strategy;","1940"
"SRC237","50","1","Under the","2","444","Assets could","1940"
"SRC237","50","2","comply with","1","75","business strategy;","1940"
"SRC237","50","3","If we do","2","444","Assets could","1940"
"SRC237","51","1","We are a diversified investment company within the meaning of the","1","297","","1940"
"SRC237","51","2","We are classified as a diversified investment company within the meaning","2","340","","1940"
"SRC237","51","3","and other securities limited in respect of any one issuer to an amount not","2","340","","5%"
"SRC237","52","1","Common Shareholders","1","132","","(2)"
"SRC237","52","1","Common Shareholders","2","218","","-20%"
"SRC237","52","1","Common Shareholders","4","302","","-12%"
"SRC237","52","1","Common Shareholders","5","391","","-4%"
"SRC237","52","1","Common Shareholders","6","476","","4%"
"SRC237","52","1","Common Shareholders","8","555","","12%"
"SRC237","52","2","returns may","7","514","","31, 2024."
"SRC237","52","3","it has not been","5","391","","31, 2024."
"SRC237","52","4","at December","1","132","","31, 2024"
"SRC237","52","5","rate of 8.25%","2","218","","$5.0"
"SRC237","52","6","divided by the","3","280","","31, 2024"
"SRC237","62","1","and voting","3","428","class of Common","157"
"SRC237","62","2","NAV per","3","428","class of Common","31,"
"SRC237","62","3","January","1","71","shareholder","31, 2024"
"SRC237","62","3","January","2","301","shareholder","24.62"
"SRC237","62","3","January","3","428","class of Common","24.62"
"SRC237","62","3","January","4","550","same economics","24.62"
"SRC237","62","4","February","1","71","shareholder","29, 2024"
"SRC237","62","4","February","2","301","shareholder","24.67"
"SRC237","62","4","February","3","428","class of Common","24.67"
"SRC237","62","4","February","4","550","same economics","24.67"
"SRC237","62","5","March 31,","1","71","shareholder","2024"
"SRC237","62","5","March 31,","2","301","shareholder","24.85"
"SRC237","62","5","March 31,","3","428","class of Common","24.85"
"SRC237","62","5","March 31,","4","550","same economics","24.85"
"SRC237","62","6","April 30,","1","71","shareholder","2024"
"SRC237","62","6","April 30,","2","301","shareholder","24.84"
"SRC237","62","6","April 30,","3","428","class of Common","24.84"
"SRC237","62","6","April 30,","4","550","same economics","24.84"
"SRC237","62","7","May 31,","1","71","shareholder","2024"
"SRC237","62","7","May 31,","2","301","shareholder","24.90"
"SRC237","62","7","May 31,","3","428","class of Common","24.90"
"SRC237","62","7","May 31,","4","550","same economics","24.90"
"SRC237","62","8","June 30,","1","71","shareholder","2024"
"SRC237","62","8","June 30,","2","301","shareholder","24.90"
"SRC237","62","8","June 30,","3","428","class of Common","24.90"
"SRC237","62","8","June 30,","4","550","same economics","24.90"
"SRC237","62","9","July 31,","1","71","shareholder","2024"
"SRC237","62","9","July 31,","2","301","shareholder","24.90"
"SRC237","62","9","July 31,","3","428","class of Common","24.90"
"SRC237","62","9","July 31,","4","550","same economics","24.90"
"SRC237","62","10","August","1","71","shareholder","31, 2024"
"SRC237","62","10","August","2","301","shareholder","24.92"
"SRC237","62","10","August","3","428","class of Common","24.92"
"SRC237","62","10","August","4","550","same economics","24.92"
"SRC237","62","11","September","1","71","shareholder","30, 2024"
"SRC237","62","11","September","2","301","shareholder","24.94"
"SRC237","62","11","September","3","428","class of Common","24.94"
"SRC237","62","11","September","4","550","same economics","24.94"
"SRC237","62","12","October","1","71","shareholder","31, 2024"
"SRC237","62","12","October","2","301","shareholder","24.95"
"SRC237","62","12","October","3","428","class of Common","24.95"
"SRC237","62","12","October","4","550","same economics","24.95"
"SRC237","62","13","November","1","71","shareholder","30, 2024"
"SRC237","62","13","November","2","301","shareholder","24.93"
"SRC237","62","13","November","3","428","class of Common","24.93"
"SRC237","62","13","November","4","550","same economics","24.93"
"SRC237","62","14","December","1","71","shareholder","31, 2024"
"SRC237","62","14","December","2","301","shareholder","24.86"
"SRC237","62","14","December","3","428","class of Common","24.86"
"SRC237","62","14","December","4","550","same economics","24.86"
"SRC237","62","15","requirements.","4","550","same economics","90%"
"SRC237","68","1","of the Internal Revenue Code","1","148","structuring investments Management,","1986,"
"SRC237","68","2","requirement to invest at least","1","148","structuring investments Management,","70%"
"SRC237","68","3","obtained as part of providing","2","522","as investment agreement","80%"
"SRC237","69","1","We have entered into an Expense Support Agreement with the Adviser. For","3","436","","8."
"SRC237","69","2","and Supplementary Data—Notes to Consolidated Financial Statements—Note","1","320","","3."
"SRC237","69","3","Please see “Item 8. Consolidated Financial Statements and Supplementary Data","4","535","","12."
"SRC237","69","4","Investments made in portfolio companies","2","413","2024","11,440,248"
"SRC237","69","4","Investments made in portfolio companies","4","535","2023","4,146,891"
"SRC237","69","5","Investments sold","2","413","2024","(2,924,258)"
"SRC237","69","5","Investments sold","4","535","2023","(1,372,696)"
"SRC237","69","6","Net activity before repaid investments","2","413","2024","8,515,990"
"SRC237","69","6","Net activity before repaid investments","4","535","2023","2,774,195"
"SRC237","69","7","Investments repaid","2","413","2024","(651,635)"
"SRC237","69","7","Investments repaid","4","535","2023","(535,740)"
"SRC237","69","8","Net investment activity","2","413","2024","7,864,355"
"SRC237","69","8","Net investment activity","4","535","2023","2,238,455"
"SRC237","69","9","Portfolio companies at beginning of period","3","436","","180"
"SRC237","69","9","Portfolio companies at beginning of period","5","557","","128"
"SRC237","69","10","Number of new portfolio companies","3","436","","193"
"SRC237","69","10","Number of new portfolio companies","5","557","","107"
"SRC237","69","11","Number of exited portfolio companies","3","436","","(49)"
"SRC237","69","11","Number of exited portfolio companies","5","557","","(55)"
"SRC237","69","12","Portfolio companies at end of period","3","436","","324"
"SRC237","69","12","Portfolio companies at end of period","5","557","","180"
"SRC237","69","13","Number of investments made in existing portfolio companies","3","436","","66"
"SRC237","69","13","Number of investments made in existing portfolio companies","5","557","","40"
"SRC237","70","1","December 31, 2024 December","1","523","","31, 2023"
"SRC237","70","2","First lien secured debt 99.9%","2","551","","99.4%"
"SRC237","70","3","Second lien secured debt 0.0%","2","551","","0.4%"
"SRC237","70","4","Unsecured debt and other 0.1%","2","551","","0.2%"
"SRC237","70","5","First lien secured debt (2) 9.8%","2","551","","11.6%"
"SRC237","70","6","Second lien secured debt (2) 0.0%","2","551","","11.1%"
"SRC237","70","7","Unsecured debt and other (2) 6.0%","2","551","","6.3%"
"SRC237","70","8","Total portfolio (3) 9.8%","2","551","","11.6%"
"SRC237","70","9","Fixed rate amount $0.4 billion","1","523","","$0.3"
"SRC237","70","10","Floating rate amount $14.2 billion","1","523","","$6.4"
"SRC237","70","11","Fixed rate, as percentage of total 2.7%","2","551","","4.9%"
"SRC237","70","12","Floating rate, as percentage of total 97.3%","2","551","","95.1%"
"SRC237","70","13","Fixed rate amount $0.4 billion","1","523","","$0.3"
"SRC237","70","14","Floating rate amount $14.2 billion","1","523","","$6.4"
"SRC237","70","15","Fixed rate, as percentage of total 2.7%","2","551","","4.9%"
"SRC237","70","16","Floating rate, as percentage of total 97.3%","2","551","","95.1%"
"SRC237","70","17","Weighted average spread over reference rate of all floating rate investments 5.1%","2","551","","6.1%"
"SRC237","71","1","management","8","420","","1 5."
"SRC237","71","2","The following","5","261","","1"
"SRC237","71","2","The following","6","297","","5"
"SRC237","71","2","The following","8","420","","31, 2024"
"SRC237","71","3","Total","3","188","","14,555,535"
"SRC237","71","3","Total","7","329","","100.0%"
"SRC237","71","3","Total","8","420","","6,719,588"
"SRC237","71","3","Total","10","556","","100.0%"
"SRC237","72","1","Total investment income","6","434","","1,206.4"
"SRC237","72","1","Total investment income","9","550","","586.8"
"SRC237","72","2","Net expenses","6","434","","(531.4)"
"SRC237","72","2","Net expenses","9","550","","(277.5)"
"SRC237","72","3","Net investment income","6","434","","675.0"
"SRC237","72","3","Net investment income","9","550","","309.3"
"SRC237","72","4","Net realized gain (loss)","6","434","","49.2"
"SRC237","72","4","Net realized gain (loss)","9","550","","(13.8)"
"SRC237","72","5","Net unrealized appreciation (depreciation)","6","434","","(13.0)"
"SRC237","72","5","Net unrealized appreciation (depreciation)","9","550","","130.0"
"SRC237","72","6","Net increase (decrease) in net assets","6","434","","711.2"
"SRC237","72","6","Net increase (decrease) in net assets","9","550","","425.5"
"SRC237","72","7","Interest income","5","395","","1,154.6"
