"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","source_page","page_status","layout_checked","source_structures","relevant_record_families","expected_observation_count","records_written","notes"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","1","NO_ELIGIBLE_DATA","YES","","","0","0","NO_ELIGIBLE_REASON: cover title and report date only; no populated allowed observation."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","2","ELIGIBLE_DATA_EXTRACTED","YES","DOCUMENT | Portfolio Snapshot | Target / Current Allocation","allocation_observation | document_context | fund_economics_observation","26","26","Portfolio Snapshot capital, multiple, IRR, and allocation observations; unsupported relationship counts and age text omitted."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","3","ELIGIBLE_DATA_EXTRACTED","YES","Year-to-Date Commitments","fund_economics_observation","4","4","Year-to-Date Commitments; nonnumeric manager, date, strategy, geography, and risk rows are outside the controlled value categories."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","4","ELIGIBLE_DATA_EXTRACTED","YES","Total Portfolio Performance","fund_economics_observation","72","72","Total Portfolio Performance capital, return, IRR, benchmark, and multiple cells extracted; initial cash-flow dates and footnote text are not controlled observations."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","5","ELIGIBLE_DATA_EXTRACTED","YES","Net Total Portfolio Performance","performance_observation","10","10","Net Total Portfolio Performance table; chart duplicates are not separately recorded."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","6","ELIGIBLE_DATA_EXTRACTED","YES","Asset Class by Total Exposure | Geography by Exposed Market Value | Real Asset Category by Total Exposure | US v Non-US by Exposed Market Value | Vintage Year Diversification by Commitment Amount","allocation_observation","31","31","Total Portfolio Diversification allocation figures extracted; rounded pie-chart percentages may not sum to 100%."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","7","ELIGIBLE_DATA_EXTRACTED","YES","Asset Class by Exposed Market Value | Geography by Exposed Market Value | Risk Category by Total Exposure | US v Non-US by Exposed Market Value | Vintage Year by Commitment Amount","allocation_observation","36","36","Real Estate Diversification allocation figures extracted; rounded pie-chart percentages and the Other footnote are preserved in source quotes."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","8","ELIGIBLE_DATA_EXTRACTED","YES","Asset Class by Exposed Market Value | Geography by Exposed Market Value | US v Non-US by Exposed Market Value | Vintage Year by Commitment Amount","allocation_observation","30","30","Natural Resources Diversification allocation figures extracted; OCR-separated chart labels are retained with exact short evidence fragments."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","9","ELIGIBLE_DATA_EXTRACTED","YES","Investment Detail","fund_economics_observation","558","558","Investment Detail schedule extracted for populated commitment, unfunded, market value, return, and multiple cells; date-only Initial CF Date cells are excluded."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","10","ELIGIBLE_DATA_EXTRACTED","YES","Investment Detail","fund_economics_observation","412","412","Natural Resources Investment Detail schedule extracted for populated commitment, unfunded, market value, return, and multiple cells; date-only Initial CF Date cells are excluded."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","11","ELIGIBLE_DATA_EXTRACTED","YES","Management Fees","fund_economics_observation","191","191","All populated fee cells extracted across the three printed Management Fees columns; N/A and dash cells omitted, with source-text split-digit fragments retained in records and notes."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","12","ELIGIBLE_DATA_EXTRACTED","YES","Summary of Portfolio Cash Flows – Private Investments","cash_flow_observation","158","158","All populated Contributions, Distributions, and Net Cash Flows cells extracted; adjacent market value, multiple, and return columns excluded by the one-table/one-family rule; Q1 2008 dash distribution omitted."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","13","REFERENCE_ONLY","YES","Glossary of Terms","","0","0","REFERENCE_ONLY: glossary definitions and terminology; no populated allowed observation."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","14","REFERENCE_ONLY","YES","Important Disclosures","","0","0","REFERENCE_ONLY: legal and disclosure text outside the controlled observation families."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","15","REFERENCE_ONLY","YES","Hamilton Lane Global Offices","","0","0","REFERENCE_ONLY: office directory; no populated allowed observation."
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","B","16","REFERENCE_ONLY","YES","Closing / blank page","","0","0","REFERENCE_ONLY: blank or closing page; no populated allowed observation."
