"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","allocation_observation","2","NARRATIVE","","Target / Current Allocation","Natural Resources","actual_allocation","1","asset_class","Natural Resources","","","","","","","","","","December 31, 2020","","","actual_allocation","Natural Resources","4.7%","%","","","","","Natural Resources –5.0% / 4.7%","actual","REPAIRED_VALUE_FORMAT: restored the printed '%' its evidence_quote shows","",""
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","allocation_observation","2","NARRATIVE","","Target / Current Allocation","Natural Resources","target_allocation","1","asset_class","Natural Resources","","","","","","","","","","December 31, 2020","","","target_allocation","Natural Resources","5.0%","%","","","","","Natural Resources –5.0% / 4.7%","actual","REPAIRED_VALUE_FORMAT: restored the printed '%' its evidence_quote shows","",""
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","allocation_observation","2","NARRATIVE","","Target / Current Allocation","Real Estate","actual_allocation","1","asset_class","Real Estate","","","","","","","","","","December 31, 2020","","","actual_allocation","Real Estate","6.2%","%","","","","","Real Estate –8.0% / 6.2%","actual","REPAIRED_VALUE_FORMAT: restored the printed '%' its evidence_quote shows","",""
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","allocation_observation","2","NARRATIVE","","Target / Current Allocation","Real Estate","target_allocation","1","asset_class","Real Estate","","","","","","","","","","December 31, 2020","","","target_allocation","Real Estate","8.0%","%","","","","","Real Estate –8.0% / 6.2%","actual","REPAIRED_VALUE_FORMAT: restored the printed '%' its evidence_quote shows","",""
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","document_context","2","DOCUMENT","Portfolio Snapshot","","DOCUMENT","","1","document","December 31, 2020 Quarterly Investment Report","","","","Hamilton Lane","New Mexico Educational Retirement Board","","","","December 31, 2020","December 31, 2020","","","","","","","","","","","Portfolio Snapshot","actual","","",""
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","2","TABLE","","Client Overview","Capital Committed","12/31/2019","1","portfolio","New Mexico Educational Retirement Board Real Assets Portfolio","","","","","","","","","","12/31/2019","","$ millions","commitment","Capital Committed","$2,700.1","","","","","","Capital Committed $2,700.1 $2,803.9 $103.8","actual","","",""
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","2","TABLE","","Client Overview","Capital Committed","12/31/2020","1","portfolio","New Mexico Educational Retirement Board Real Assets Portfolio","","","","","","","","","","12/31/2020","","$ millions","commitment","Capital Committed","$2,803.9","","","","","","Capital Committed $2,700.1 $2,803.9 $103.8","actual","","",""
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","2","TABLE","","Client Overview","Capital Distributed","12/31/2019","1","portfolio","New Mexico Educational Retirement Board Real Assets Portfolio","","","","","","","","","","12/31/2019","","$ millions","distribution","Capital Distributed","$2,386.4","","","","","","Capital Distributed $2,386.4 $2,562.1 $175.7","actual","","",""
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","2","TABLE","","Client Overview","Capital Distributed","12/31/2020","1","portfolio","New Mexico Educational Retirement Board Real Assets Portfolio","","","","","","","","","","12/31/2020","","$ millions","distribution","Capital Distributed","$2,562.1","","","","","","Capital Distributed $2,386.4 $2,562.1 $175.7","actual","","",""
"2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","2","TABLE","","Client Overview","Market Value","12/31/2019","1","portfolio","New Mexico Educational Retirement Board Real Assets Portfolio","","","","","","","","","","12/31/2019","","$ millions","nav","Market Value","$1,586.4","","","","","","Market Value $1,586.4 $1,546.6 ($39.8)","actual","","",""
