"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","document_context","1","DOCUMENT","Real Estate","Real Estate","DOCUMENT","","1","document","Real Estate","Real Estate","","","","PUBLIC SCHOOL EMPLOYEES’ RETIREMENT SYSTEM","Real Estate","","","","","","","","","","","","","","","Real Estate","actual","","","","","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","3","TABLE","Commitments Approved and Executed Since April 1, 2017","Commitments Approved and Executed Since April 1, 2017","AG Europe Realty Fund II, L.P.","Commitment ($M)","1","fund","AG Europe Realty Fund II, L.P.","","","","","","","","April 1, 2017","","","","($M)","commitment","Commitment ($M)","$100.0","","","","","","AG Europe Realty Fund II, L.P. Value Added $100.0 6/16/17 6/19/17","actual","","","","","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","3","TABLE","Commitments Approved and Executed Since April 1, 2017","Commitments Approved and Executed Since April 1, 2017","Almanac Realty Securities VIII, LP","Commitment ($M)","1","fund","Almanac Realty Securities VIII, LP","","","","","","","","April 1, 2017","","","","($M)","commitment","Commitment ($M)","$150.0","","","","","","Almanac Realty Securities VIII, LP Value Added $150.0 12/8/17 pending","actual","","","","","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","3","TABLE","Commitments Approved and Executed Since April 1, 2017","Commitments Approved and Executed Since April 1, 2017","Ares US Real Estate Fund IX, L.P.","Commitment ($M)","1","fund","Ares US Real Estate Fund IX, L.P.","","","","","","","","April 1, 2017","","","","($M)","commitment","Commitment ($M)","$100.0","","","","","","Ares US Real Estate Fund IX, L.P. Value Added $100.0 3/10/17 5/3/17","actual","","","","","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","3","TABLE","Commitments Approved and Executed Since April 1, 2017","Commitments Approved and Executed Since April 1, 2017","Carlyle Realty Partners VIII, L.P.","Commitment ($M)","1","fund","Carlyle Realty Partners VIII, L.P.","","","","","","","","April 1, 2017","","","","($M)","commitment","Commitment ($M)","$200.0","","","","","","Carlyle Realty Partners VIII, L.P. Opportunistic $200.0 3/10/17 5/3/17","actual","","","","","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","definition_context","5","FOOTNOTE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","a","","1","","","","","","","","","","","","","","","","","","","","The change in capital committed during the period is attributable to fluctuations in exchange rates for non-us denominated funds and new commitments made during the period.","","","The change in capital committed during the period is attributable to fluctuations in exchange rates for non-us denominated funds and new commitments made during the period.","actual","","","","a","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","definition_context","5","FOOTNOTE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","b","","1","","","","","","","","","","","","","","","","","","","","Includes Gross PTRES Exposure","","","Includes Gross PTRES Exposure","actual","","","","b","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Capital Committed","1Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","1Q17","($M)","commitment","Capital Committed","$21,088.1","","","","","","Capital Committed (1) $21,088.1 $21,546.2 $458.1","actual","","","","a","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Capital Committed","2Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","2Q17","($M)","commitment","Capital Committed","$21,546.2","","","","","","Capital Committed (1) $21,088.1 $21,546.2 $458.1","actual","","","","1","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Capital Committed","Change","1","portfolio","Real Estate","Real Estate","","","","","","","","","","Change","($M)","commitment","Capital Committed","$458.1","","","","","","Capital Committed (1) $21,088.1 $21,546.2 $458.1","actual","","","","1","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Contributions","1Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","1Q17","($M)","contribution","Contributions","$143.0","","","","","","Contributions $143.0 $151.5 $8.5","actual","","","","","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Contributions","2Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","2Q17","($M)","contribution","Contributions","$151.5","","","","","","Contributions $143.0 $151.5 $8.5","actual","","","","","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Contributions","Change","1","portfolio","Real Estate","Real Estate","","","","","","","","","","Change","($M)","contribution","Contributions","$8.5","","","","","","Contributions $143.0 $151.5 $8.5","actual","","","","","","","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Distributions","1Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","1Q17","($M)","distribution","Distributions","($289.5)","","","","","","Distributions ($289.5) ($272.1) ($17.5)","actual","","","","","","","unstated",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Distributions","2Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","2Q17","($M)","distribution","Distributions","($272.1)","","","","","","Distributions ($289.5) ($272.1) ($17.5)","actual","","","","","","","unstated",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Distributions","Change","1","portfolio","Real Estate","Real Estate","","","","","","","","","","Change","($M)","distribution","Distributions","($17.5)","","","","","","Distributions ($289.5) ($272.1) ($17.5)","actual","","","","","","","unstated",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Market Value","1Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","1Q17","($M)","nav","Market Value","$6,054.6","","","","Includes Gross PTRES Exposure","","Market Value(b) $6,054.6 $6,125.6 $71.0","actual","","","","b","","","portfolio_total",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Market Value","2Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","2Q17","($M)","nav","Market Value","$6,125.6","","","","Includes Gross PTRES Exposure","","Market Value(b) $6,054.6 $6,125.6 $71.0","actual","","","","b","","","portfolio_total",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Market Value","Change","1","portfolio","Real Estate","Real Estate","","","","","","","","","","Change","($M)","nav","Market Value","$71.0","","","","Includes Gross PTRES Exposure","","Market Value(b) $6,054.6 $6,125.6 $71.0","actual","","","","b","","","portfolio_total",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Since Inception IRR","1Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","1Q17","","irr","Since Inception IRR","8.78%","%","","","","","Since Inception IRR 8.78% 8.81% 0.02%","actual","","","","","","unstated","",""
"2026-09-01.2","SRC099","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","Quarterly_Report","04-quarterly-report","CORE","A","fund_economics_observation","5","TABLE","Portfolio Snapshot for Real Estate","Portfolio Snapshot for Real Estate","Since Inception IRR","2Q17","1","portfolio","Real Estate","Real Estate","","","","","","","","","","2Q17","","irr","Since Inception IRR","8.81%","%","","","","","Since Inception IRR 8.78% 8.81% 0.02%","actual","","","","","","unstated","",""
