"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_5151D4A88A9DC4BDBF6E482D","B_ONLY","YES","1","document_context","","DOCUMENT","","1","","","","1",""
"PAIR_F67C063C3AB9A7B2A5F9317E","B_ONLY","YES","1","legal_term","","WHEREAS","","1","","governing_law","","2",""
"PAIR_3D134F7A630059096B0D60FE","VALUE_CONFLICT","YES","11","legal_clause","","16. Assignment or Other Transfer","","1","","transfer","5","7","source_row_label|text_raw"
"PAIR_CC8417EAAB86E9A26E1593F6","VALUE_CONFLICT","YES","12","legal_clause","","19. Notices","","1","","notice","6","8","source_row_label|text_raw"
"PAIR_17864C7FB232BFBA9C969C38","A_ONLY","YES","13","legal_term","","(a) Expiration","","1","","fund_term","8","",""
"PAIR_6376EEE252639CB3AF93D4EB","A_ONLY","YES","13","legal_clause","","(b) Termination","","1","","no_fault_termination","7","",""
"PAIR_9A9C0522EE0934D5D0A2E6CB","B_ONLY","YES","13","legal_term","","Expiration","","1","","fund_term","","11",""
"PAIR_D218C619440AD5CA6FD31BDC","B_ONLY","YES","13","legal_term","","Expiration","","2","","term_extension","","12",""
"PAIR_FC416D581FC9E1E29221B443","B_ONLY","YES","13","legal_clause","","Final Report","","1","","reporting","","9",""
"PAIR_66C5AF545CA76F48164DEF77","B_ONLY","YES","13","legal_clause","","Termination","","1","","no_fault_termination","","10",""
"PAIR_279F096CD2DCF744FE095F7E","A_ONLY","YES","14","legal_clause","","21. Applicable Law","","1","","governing_law","9","",""
"PAIR_6C87FCE85AA1202DBE4E1D92","B_ONLY","YES","14","legal_clause","","Applicable Law","","1","","governing_law","","13",""
"PAIR_9E0E58102918F70C08C15D7C","B_ONLY","YES","23","legal_clause","","5. Reviewing and approving the Certified Annual Financial Report","","1","","reporting","","14",""
"PAIR_946503EE23506D961C4E5622","B_ONLY","YES","23","legal_clause","","6. Reviewing and approving the annual actuarial report","","1","","reporting","","15",""
