record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
document,manager_name,Company name,Investment manager/adviser name,SRC107,3,3,3,100.0,3,1.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,4,
document,fund_name,Fund details; Bear Stearns High Grade Structured Credit Strategies Fund,Fund/product subject to DDQ,SRC107,3,3,3,100.0,3,1.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,"1,7",
document,as_of_date,"information correct as at; as of March 31, 2006",DDQ response or data as-of date,SRC107,3,3,3,100.0,6,2.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,4-12,
document,ddq_type,AIMA Illustrative Questionnaire for Due Diligence Review of Hedge Fund Managers,DDQ/template or diligence package type,SRC107,3,3,3,100.0,3,1.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,1,
document,fund_structure,Legal entity; master-feeder; leveraged versions,Legal/product structure of fund,SRC107,3,3,2,66.7,2,1.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,7,
document,fund_domicile,Domicile,Fund legal domicile(s),SRC107,3,3,2,66.7,3,1.50,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,7,
document,regulatory_file_number,SEC File Number; NFA number,Manager regulatory registration identifier,SRC107,3,3,3,100.0,6,2.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,5,
document,strategy_summary,high grade structured credit; leveraged investment-grade structured finance,Short strategy/product summary,SRC107,3,3,3,100.0,8,2.67,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,14,
document,preparer_name,Heather Malloy,Named DDQ preparer/reviewer when stated,SRC107,3,3,2,66.7,2,1.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,22,
document,preparer_title,Hedge Fund Product Manager,Preparer/reviewer title,SRC107,3,3,2,66.7,2,1.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,22,
document,certification_date,"March 31, 2006",Date of preparation/review/signature,SRC107,3,3,2,66.7,2,1.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,22,
question_response,section,INVESTMENT MANAGER INFORMATION; FUND DETAILS; RISK...,Printed DDQ section/subsection,SRC107,3,3,3,100.0,41,13.67,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,3-21,
question_response,question_id,printed sequence/position when available,Printed question identifier when present; blank if none,SRC107,3,3,2,66.7,204,102.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,4-21,
question_response,question_text,printed question/prompt,Exact printed question or prompt,SRC107,3,3,3,100.0,324,108.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,4-21,
question_response,answer_raw,completed response,Manager/fund response to the question,SRC107,3,3,3,100.0,324,108.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,4-21,
question_response,answer_state,Yes; No; N/A; not disclosed; see attached,Structured response status where discernible,SRC107,3,3,3,100.0,192,64.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,4-21,
question_response,response_type,narrative; yes/no; numeric; list; table/reference,Structural type of response,SRC107,3,3,3,100.0,324,108.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,4-21,
question_response,source_reference,attached spreadsheet; attached risk report; Form 10-K,Printed reference to supporting document/source,SRC107,3,3,3,100.0,38,12.67,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,6-22,
question_response,subquestion_label,a.; b.; i.; Direct Credit Platform,Printed nested prompt/subsection label when present and useful for preserving question structure,SRC412,3,3,3,100.0,18,6.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC412,"15-17,21-25",Backfilled: nested prompts occur in both AIMA DDQs as bullets/subquestions.
quantitative_fact,metric_label,AUM; management fee; minimum investment; redemption notice; net leverage; position limit,Printed metric/row label within DDQ response,SRC107,3,3,3,100.0,205,68.33,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,5-17,
quantitative_fact,value_raw,$36.1 billion; 2%; 60 days; 10 to 1; 5%,One printed quantitative value exactly as stated,SRC107,3,3,3,100.0,240,80.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,5-17,
quantitative_fact,unit_or_basis,USD; % of NAV; days; x; employees,Printed unit or basis for quantitative value,SRC107,3,3,3,100.0,240,80.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,5-17,
quantitative_fact,as_of_date,"as of March 31, 2006",As-of date tied to metric if printed,SRC107,3,3,3,100.0,12,4.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,5-12,
quantitative_fact,period,annual; monthly; since inception; past 12 months,Printed period/horizon tied to metric,SRC107,3,3,3,100.0,74,24.67,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,7-18,
quantitative_fact,programme_or_scope,Fund; Master Fund; Onshore Feeder; Offshore Feeder; company,Entity/programme scope for metric,SRC107,3,3,3,100.0,135,45.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC107,5-16,
quantitative_fact,row_label,"Public funds; Private pools; 2012; $10,000,001 to $20,000,000",Exact printed row label for repeating table/time-series metric,SRC103,3,3,2,66.7,50,25.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC103,8-10,"Backfilled against SRC107: repeating tables exist, but labels were captured as metric_label rather than explicit row key."
quantitative_fact,period_end_or_year,2012; 2013; 2014; 2015; 2016,Printed year/period endpoint for repeated metric row,SRC103,3,3,2,66.7,17,8.50,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC103,9,"Backfilled against SRC107: repeating tables exist, but labels were captured as metric_label rather than explicit row key."
quantitative_fact,lower_bound_raw,"$10,000,001; 1-5%",Printed lower bound for metric bucket/range when table defines one,SRC103,3,3,2,66.7,17,8.50,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC103,"8,19","Backfilled against SRC107: repeating tables exist, but labels were captured as metric_label rather than explicit row key."
quantitative_fact,upper_bound_raw,"$20,000,000; 20-30%",Printed upper bound for metric bucket/range when table defines one,SRC103,3,3,2,66.7,20,10.00,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC103,"8,19","Backfilled against SRC107: repeating tables exist, but labels were captured as metric_label rather than explicit row key."
quantitative_fact,fact_status,target; minimum; limit; actual; historical,"Whether printed metric is an actual, target, minimum, limit, or historical observation",SRC412,3,3,3,100.0,55,18.33,high,manager/fund due diligence / risk / terms / operations,CORE,,SRC412,"3,26-29",Backfilled: prior DDQs also contain targets/minima/actuals but did not label this candidate explicitly.
