pivot_table,pivot_row_id,observation_id
wide_allocation_observation,3ca92d1676e2802889e3,1f9670e09de5566e2c7d
wide_allocation_observation,bc91c79ccec609065416,c12e47ce2513c77c92ce
wide_allocation_observation,b6aac259fdc500b296e0,99a33b399cf57d321a62
wide_allocation_observation,f75f8b38f7ec343cdeae,bb0ca3a2909b8d5491fa
wide_allocation_observation,cf314ed5ac1f9e9620e0,e5efcabe6b6e8f23927d
wide_allocation_observation,2cccaa4a9bc76253ef80,d867a56243933aad5595
wide_allocation_observation,7bc1c63300377a7b7e08,e207fed5780da74e7dc0
wide_allocation_observation,05f6cf7dc26cd438dfd6,92fe196b9cf83a4d7863
wide_allocation_observation,fd8c213d8e9961a2ce74,45f2384984256f6e6539
wide_allocation_observation,6fe79725c6f57ef4d569,47e194c09629b7e4172c
wide_allocation_observation,3cd8c0cccbe36b2eada5,7f7cf0115dacbdbdd2bc
wide_allocation_observation,f898165b54368e79a552,a05e853dd8c469ab0bfe
wide_allocation_observation,bb470e22cbb5e6965242,201a698627ff576840d9
wide_allocation_observation,0cdb41b13b3be072d928,b1568e87cbaecd5954ea
wide_allocation_observation,b7ce4a00accb5c82139d,6acacf29c559768764a8
wide_allocation_observation,78c3d7c36bcf01a0dc3e,07f8baa34e55f45b2896
wide_allocation_observation,ab9a2309908c1a18ea10,77d16572c06e61b5c0f2
wide_allocation_observation,c2206d8b322d2506d763,5481bded3bacbf0c16ef
wide_allocation_observation,4afbffdc0c1f1731ab0c,af7b3c5a9eae35d3ffbc
wide_allocation_observation,b2f38a167a3672b9700c,ba4ebbb754c622127355
wide_allocation_observation,6e0e35d22b8b9e3128c7,1ab3c03017920cf02e36
wide_allocation_observation,4723bf671b2c47d739ab,aa87aec2e6b4a6b8e06a
wide_allocation_observation,ef4a525208837631a6a0,01ee172ff5d0e7ea2cce
wide_allocation_observation,3020a45511d2cddffd00,46a59814a55066be3b5d
wide_allocation_observation,5b1f5386e39fa69eb0ef,0075fd513ae59ad49e14
wide_allocation_observation,fb0d1c16ac322fb81977,5e350f3d33615cbbe5ed
wide_allocation_observation,86168d5705de6c94efc2,29dd769fae32de400210
wide_allocation_observation,97d4bebdb2adf0eab260,b5298326c491f4465234
wide_allocation_observation,6dbdccc004dd80d73f2d,8a9ee23ef55b3d430a00
wide_allocation_observation,19db93a0cfa136ea1748,f31e698a785645178749
wide_allocation_observation,420eb9c7f9ea511bdfc3,54b3118e6371a8813f0f
wide_allocation_observation,14e0ed2646046bbc507b,bd8f07ca6e37de5f967f
wide_allocation_observation,b92f6284805d14008bda,aabe1049b195b3a34269
wide_allocation_observation,c79797de989f99e061e9,49059528b0c03009cbcf
wide_allocation_observation,e8692cb822dd020c6680,ba4ed25a0d3156ed8297
wide_allocation_observation,96ada84349592feaf4f7,00505536f37541e86e68
wide_allocation_observation,259af5824883d23e9b0e,70b5aaa13b49154a6eab
wide_allocation_observation,315c3b0f5fceec9239ea,23e0c8da53ec57b5b384
wide_allocation_observation,0961e32c9925b90c181a,70d69c9ecb1449c97526
wide_allocation_observation,9ffc59feb67cdc864b58,410facb3c5a9ebef8a86
wide_allocation_observation,a9d696b5772341efe275,340ca17749f2f3ce11fd
wide_allocation_observation,32a3771632969d024733,d734e74ed3d83dab4380
wide_allocation_observation,85e87f02337896495195,05329e6d24ada57b1716
wide_allocation_observation,2a6972441520a834d2fb,6006bdffbfb41819626b
wide_allocation_observation,21c6d6670d57d829c5a6,fef4fa17c8dcf67b68ee
wide_allocation_observation,ae9ca3615149e8a60c0f,5602c9422c6a5017e166
wide_allocation_observation,44b856af7da34c859f82,ae59c93051fa7f9f96ce
wide_allocation_observation,c1c4485313667bb6720a,295d411bfd2018dca8bb
wide_allocation_observation,eb17ff40822340e1aaac,b8f7ed050ec18d75e265
wide_allocation_observation,d56be098abbfbd8fe7df,68f5d3f704e127bc7d2b
wide_allocation_observation,bd506f1a8fe066e6fda3,a031ed990d4c5e6c39c0
wide_allocation_observation,92e4f15400aff29f3b8b,c8037c68df6afcc5109b
wide_allocation_observation,9cf576e01993870b5d62,2975bd479a0a0aae1ca7
wide_allocation_observation,50e3242bd293ca6f2f6e,131006b633576bc6268d
wide_allocation_observation,c1a46606bb754d03b093,7024ad0f22c3767dffa8
wide_allocation_observation,7141238fad9b495fc521,0dc2eea4ecaa94874cb5
wide_allocation_observation,9100064f932bff5bbf22,7535d5ed046bfe52c977
wide_allocation_observation,cefa54bfd963dbe55c33,02b309955bce754d6f31
wide_allocation_observation,7f0047c3740216b5d60e,99aabc5701dae205d33f
